event1_sent_id	event1_index	event1_word	event1_id	event2_sent_id	event2_index	event2_word	event2_id	reltype
A010n_PN4c_00001-4	35	侵入	e1	A010n_PN4c_00001-4	45	及ぼし	e2	before
A010n_PN4c_00001-4	57	し	e4	A010n_PN4c_00001-5	34	聞い	e5	after
A010n_PN4c_00001-6	33	ない	e7	A010n_PN4c_00001-6	45	絶滅	e8	contains
A010n_PN4c_00001-9	17	紹介	e14	A010n_PN4c_00001-9	43	開か	e15	met-by
A010n_PN4c_00001-9	43	開か	e15	A010n_PN4c_00001-10	7	披露	e16	before
A010n_PN4c_00001-10	7	披露	e16	A010n_PN4c_00001-10	17	訪ね	e17	after
A010n_PN4c_00001-10	17	訪ね	e17	A010n_PN4c_00001-10	23	語っ	e18	before
A010n_PN4c_00001-10	23	語っ	e18	A010n_PN4c_00001-11	7	出し	e19	before
A010n_PN4c_00001-13	36	漏らし	e24	A010n_PN4c_00001-14	8	育ち	e25	after
A010n_PN4c_00001-14	8	育ち	e25	A010n_PN4c_00001-14	18	志し	e26	contains
A010n_PN4c_00001-14	18	志し	e26	A010n_PN4c_00001-15	7	積み	e27	before
A010n_PN4c_00001-15	7	積み	e27	A010n_PN4c_00001-15	22	抜てき	e28	meets
A010n_PN4c_00001-15	22	抜てき	e28	A010n_PN4c_00001-16	7	紹介	e29	before
A010n_PN4c_00001-16	7	紹介	e29	A010n_PN4c_00001-16	19	連ね	e30	equal
A010n_PN4c_00001-16	19	連ね	e30	A010n_PN4c_00001-17	12	開店	e31	after
A010n_PN4c_00001-17	12	開店	e31	A010n_PN4c_00001-17	19	招か	e32	before
A010n_PN4c_00001-17	19	招か	e32	A010n_PN4c_00001-17	29	滞在	e33	before
A010n_PN4c_00001-17	29	滞在	e33	A010n_PN4c_00001-18	4	まかせ	e34	contains
A010n_PN4c_00001-19	5	使い	e38	A010n_PN4c_00001-19	9	きか	e39	equal
A010n_PN4c_00001-19	9	きか	e39	A010n_PN4c_00001-19	16	加え	e40	before
A010n_PN4c_00001-19	16	加え	e40	A010n_PN4c_00001-20	7	訪れ	e41	vague
A010n_PN4c_00001-20	7	訪れ	e41	A010n_PN4c_00001-20	19	奪わ	e42	before
A010n_PN4c_00001-20	19	奪わ	e42	A010n_PN4c_00001-21	8	削る	e43	during
A010n_PN4c_00001-21	8	削る	e43	A010n_PN4c_00001-21	17	食べ	e44	contains
A010n_PN4c_00001-22	5	し	e46	A010n_PN4c_00001-22	15	通い	e47	before
A010n_PN4c_00001-22	15	通い	e47	A010n_PN4c_00001-23	7	つくる	e48	vague
A010n_PN4c_00001-23	7	つくる	e48	A010n_PN4c_00001-23	16	揚げ	e49	contains
A010n_PN4c_00001-23	16	揚げ	e49	A010n_PN4c_00001-23	27	使っ	e50	vague
A010n_PN4c_00001-23	27	使っ	e50	A010n_PN4c_00001-23	36	使っ	e51	vague
A010n_PN4c_00001-23	36	使っ	e51	A010n_PN4c_00001-24	4	手がけ	e52	after
A010n_PN4c_00001-24	4	手がけ	e52	A010n_PN4c_00001-24	14	こだわっ	e53	before
A010n_PN4c_00001-24	14	こだわっ	e53	A010n_PN4c_00001-24	20	立ち返っ	e54	before
A010n_PN4c_00001-25	9	し	e58	A010n_PN4c_00001-25	20	添える	e59	before
A010n_PN4c_00001-27	30	味わっ	e63	A010n_PN4c_00001-27	40	使い	e64	after
A010n_PN4c_00001-27	40	使い	e64	A010n_PN4c_00001-27	47	輝か	e65	after
A010n_PN4c_00001-27	47	輝か	e65	A010n_PN4c_00001-28	5	守り	e66	during
A010n_PN4c_00001-28	11	つくりだす	e68	A010n_PN4c_00001-29	5	出店	e69	contains
A010n_PN4c_00001-29	5	出店	e69	A010n_PN4c_00001-29	36	提供	e70	before
