event1_sent_id	event1_index	event1_word	event1_id	event2_sent_id	event2_index	event2_word	event2_id	reltype
A053n_PN2g_00004-3	12	論議	e2	A053n_PN2g_00004-3	32	単位	e3	before
A053n_PN2g_00004-3	32	単位	e3	A053n_PN2g_00004-3	42	する	e4	equal
A053n_PN2g_00004-4	8	支配	e8	A053n_PN2g_00004-4	21	変え	e9	before
A053n_PN2g_00004-5	17	し	e15	A053n_PN2g_00004-5	35	流し	e16	vague
A053n_PN2g_00004-5	45	評価	e18	A053n_PN2g_00004-5	51	ない	e19	after
A053n_PN2g_00004-6	19	尊重	e21	A053n_PN2g_00004-6	26	ある	e22	equal
A053n_PN2g_00004-7	33	培う	e29	A053n_PN2g_00004-7	36	つながる	e30	met-by
A053n_PN2g_00004-7	36	つながる	e30	A053n_PN2g_00004-8	22	直結	e31	vague
A053n_PN2g_00004-8	22	直結	e31	A053n_PN2g_00004-8	26	なる	e32	equal
A053n_PN2g_00004-8	49	する	e35	A053n_PN2g_00004-8	54	なっ	e36	after
A053n_PN2g_00004-12	22	作成	e52	A053n_PN2g_00004-12	53	割り引く	e53	before
A053n_PN2g_00004-12	53	割り引く	e53	A053n_PN2g_00004-12	58	与える	e54	after
A053n_PN2g_00004-12	58	与える	e54	A053n_PN2g_00004-12	60	提案	e55	after
A053n_PN2g_00004-12	60	提案	e55	A053n_PN2g_00004-13	11	認定	e56	before
A053n_PN2g_00004-13	11	認定	e56	A053n_PN2g_00004-13	20	活用	e57	vague
A053n_PN2g_00004-13	20	活用	e57	A053n_PN2g_00004-13	24	求め	e58	after
A053n_PN2g_00004-15	10	ある	e66	A053n_PN2g_00004-16	19	実施	e67	before
A053n_PN2g_00004-17	7	押しつける	e71	A053n_PN2g_00004-17	12	避け	e72	after
A053n_PN2g_00004-18	6	引き出せ	e74	A053n_PN2g_00004-18	12	進ん	e75	before
A053n_PN2g_00004-18	12	進ん	e75	A053n_PN2g_00004-18	18	参加	e76	equal
A053n_PN2g_00004-19	12	評価	e80	A053n_PN2g_00004-19	16	考える	e81	after
A053n_PN2g_00004-20	11	評価	e83	A053n_PN2g_00004-20	15	持ち	e84	after
A053n_PN2g_00004-20	15	持ち	e84	A053n_PN2g_00004-22	5	語ろう	e85	vague
A053n_PN2g_00004-22	5	語ろう	e85	A053n_PN2g_00004-23	8	見る	e86	after
A053n_PN2g_00004-26	9	行け	e93	A053n_PN2g_00004-26	17	つい	e94	before
A053n_PN2g_00004-26	17	つい	e94	A053n_PN2g_00004-26	21	食べ	e95	before
A053n_PN2g_00004-26	21	食べ	e95	A053n_PN2g_00004-27	17	記念	e96	after
A053n_PN2g_00004-27	17	記念	e96	A053n_PN2g_00004-27	20	募集	e97	before
A053n_PN2g_00004-27	20	募集	e97	A053n_PN2g_00004-27	39	受賞	e98	before
A053n_PN2g_00004-27	39	受賞	e98	A053n_PN2g_00004-28	16	し	e99	after
A053n_PN2g_00004-28	16	し	e99	A053n_PN2g_00004-28	48	あっ	e100	before
A053n_PN2g_00004-28	48	あっ	e100	A053n_PN2g_00004-29	2	入賞	e101	before
A053n_PN2g_00004-29	2	入賞	e101	A053n_PN2g_00004-29	9	見	e102	before
A053n_PN2g_00004-29	16	乗っ	e103	A053n_PN2g_00004-29	21	し	e104	before
A053n_PN2g_00004-29	21	し	e104	A053n_PN2g_00004-29	27	対話	e105	vague
A053n_PN2g_00004-30	12	眺め	e111	A053n_PN2g_00004-30	22	はせる	e112	equal
A053n_PN2g_00004-30	22	はせる	e112	A053n_PN2g_00004-31	7	集まる	e113	during
A053n_PN2g_00004-31	15	見える	e115	A053n_PN2g_00004-32	7	実施	e116	contains
A053n_PN2g_00004-32	7	実施	e116	A053n_PN2g_00004-32	36	行わ	e117	contains
A053n_PN2g_00004-32	36	行わ	e117	A053n_PN2g_00004-34	12	適し	e118	during
A053n_PN2g_00004-34	24	予定	e120	A053n_PN2g_00004-35	16	かけ	e121	before
A053n_PN2g_00004-35	16	かけ	e121	A053n_PN2g_00004-35	31	流れる	e122	contains
A053n_PN2g_00004-35	31	流れる	e122	A053n_PN2g_00004-35	37	観測	e123	during
A053n_PN2g_00004-37	14	なる	e129	A053n_PN2g_00004-38	4	呼びかけ	e130	contains
A053n_PN2g_00004-38	4	呼びかけ	e130	A053n_PN2g_00004-38	15	見える	e131	vague
A053n_PN2g_00004-38	15	見える	e131	A053n_PN2g_00004-38	26	なる	e132	before
A053n_PN2g_00004-38	26	なる	e132	A053n_PN2g_00004-38	29	話し	e133	after
A053n_PN2g_00004-38	29	話し	e133	A053n_PN2g_00004-39	11	出かけ	e134	before
A053n_PN2g_00004-39	11	出かけ	e134	A053n_PN2g_00004-39	28	輝く	e135	before
A053n_PN2g_00004-39	28	輝く	e135	A053n_PN2g_00004-39	34	確認	e136	contains
