event1_sent_id	event1_index	event1_word	event1_id	event2_sent_id	event2_index	event2_word	event2_id	reltype
A033n_PN1b_00003-3	21	調査	e3	A033n_PN1b_00003-4	10	かけ	e4	after
A033n_PN1b_00003-4	10	かけ	e4	A033n_PN1b_00003-4	23	調べる	e5	before
A033n_PN1b_00003-4	23	調べる	e5	A033n_PN1b_00003-7	15	会い	e6	vague
A033n_PN1b_00003-7	15	会い	e6	A033n_PN1b_00003-7	17	来	e7	after
A033n_PN1b_00003-7	17	来	e7	A033n_PN1b_00003-7	33	交え	e8	before
A033n_PN1b_00003-7	33	交え	e8	A033n_PN1b_00003-7	39	取る	e9	equal
A033n_PN1b_00003-7	39	取る	e9	A033n_PN1b_00003-8	9	し	e10	after
A033n_PN1b_00003-8	9	し	e10	A033n_PN1b_00003-8	13	し	e11	vague
A033n_PN1b_00003-8	13	し	e11	A033n_PN1b_00003-8	19	し	e12	before
A033n_PN1b_00003-8	19	し	e12	A033n_PN1b_00003-8	21	逃げ出し	e13	before
A033n_PN1b_00003-8	21	逃げ出し	e13	A033n_PN1b_00003-8	30	告げる	e14	before
A033n_PN1b_00003-13	3	見	e16	A033n_PN1b_00003-14	1	乾燥	e17	after
A033n_PN1b_00003-14	1	乾燥	e17	A033n_PN1b_00003-15	5	あげ	e18	before
A033n_PN1b_00003-15	5	あげ	e18	A033n_PN1b_00003-15	9	生え	e19	before
A033n_PN1b_00003-18	5	過ぎ	e23	A033n_PN1b_00003-18	12	来	e24	before
A033n_PN1b_00003-18	40	切れ	e28	A033n_PN1b_00003-18	46	続い	e29	before
A033n_PN1b_00003-18	46	続い	e29	A033n_PN1b_00003-18	53	生き	e30	during
A033n_PN1b_00003-18	53	生き	e30	A033n_PN1b_00003-18	59	捨てる	e31	contains
A033n_PN1b_00003-18	59	捨てる	e31	A033n_PN1b_00003-18	65	行け	e32	before
A033n_PN1b_00003-18	65	行け	e32	A033n_PN1b_00003-19	2	傾い	e33	during
A033n_PN1b_00003-19	2	傾い	e33	A033n_PN1b_00003-19	7	送り込ま	e34	contains
A033n_PN1b_00003-19	7	送り込ま	e34	A033n_PN1b_00003-19	33	一致	e35	before
A033n_PN1b_00003-19	33	一致	e35	A033n_PN1b_00003-20	6	紹介	e36	during
A033n_PN1b_00003-20	25	追求	e38	A033n_PN1b_00003-20	35	目覚め	e39	contains
A033n_PN1b_00003-20	35	目覚め	e39	A033n_PN1b_00003-20	39	ある	e40	before
A033n_PN1b_00003-21	3	利い	e44	A033n_PN1b_00003-21	11	担当	e45	after
A033n_PN1b_00003-21	11	担当	e45	A033n_PN1b_00003-27	9	開く	e46	vague
A033n_PN1b_00003-27	9	開く	e46	A033n_PN1b_00003-27	28	かかわる	e47	contains
A033n_PN1b_00003-27	37	描く	e48	A033n_PN1b_00003-29	8	ぶつかり	e49	contains
A033n_PN1b_00003-29	8	ぶつかり	e49	A033n_PN1b_00003-29	12	いたわり合う	e50	vague
A033n_PN1b_00003-31	13	勧める	e52	A033n_PN1b_00003-31	18	応じ	e53	before
A033n_PN1b_00003-31	18	応じ	e53	A033n_PN1b_00003-33	5	診察	e54	vague
A033n_PN1b_00003-33	5	診察	e54	A033n_PN1b_00003-33	12	描か	e55	vague
A033n_PN1b_00003-33	12	描か	e55	A033n_PN1b_00003-33	21	与える	e56	before
A033n_PN1b_00003-33	21	与える	e56	A033n_PN1b_00003-34	14	見つかっ	e57	contains
A033n_PN1b_00003-34	14	見つかっ	e57	A033n_PN1b_00003-35	3	現れ	e58	vague
A033n_PN1b_00003-35	3	現れ	e58	A033n_PN1b_00003-35	21	なれる	e59	before
A033n_PN1b_00003-37	11	こもっ	e61	A033n_PN1b_00003-37	18	ある	e62	equal
A033n_PN1b_00003-37	18	ある	e62	A033n_PN1b_00003-44	7	残す	e63	after
A033n_PN1b_00003-44	28	結ば	e65	A033n_PN1b_00003-44	32	描く	e66	finishes
