event1_sent_id	event1_index	event1_word	event1_id	event2_sent_id	event2_index	event2_word	event2_id	reltype
A029n_PN4g_00002-4	28	見つけ	e3	A029n_PN4g_00002-6	9	にぎわう	e4	after
A029n_PN4g_00002-6	9	にぎわう	e4	A029n_PN4g_00002-6	25	紹介	e5	before
A029n_PN4g_00002-6	25	紹介	e5	A029n_PN4g_00002-8	6	開設	e6	during
A029n_PN4g_00002-9	25	向い	e7	A029n_PN4g_00002-9	30	語る	e8	contains
A029n_PN4g_00002-9	30	語る	e8	A029n_PN4g_00002-10	5	紹介	e9	after
A029n_PN4g_00002-10	5	紹介	e9	A029n_PN4g_00002-10	11	開い	e10	after
A029n_PN4g_00002-10	27	紹介	e12	A029n_PN4g_00002-10	31	増やし	e13	before
A029n_PN4g_00002-10	31	増やし	e13	A029n_PN4g_00002-10	34	いう	e14	before
A029n_PN4g_00002-10	34	いう	e14	A029n_PN4g_00002-11	5	聴い	e15	during
A029n_PN4g_00002-11	5	聴い	e15	A029n_PN4g_00002-12	10	深める	e16	after
A029n_PN4g_00002-12	10	深める	e16	A029n_PN4g_00002-12	15	なる	e17	before
A029n_PN4g_00002-12	15	なる	e17	A029n_PN4g_00002-13	3	見	e18	vague
A029n_PN4g_00002-13	3	見	e18	A029n_PN4g_00002-13	7	訪れ	e19	before
A029n_PN4g_00002-13	7	訪れ	e19	A029n_PN4g_00002-13	17	楽しみ	e20	before
A029n_PN4g_00002-13	17	楽しみ	e20	A029n_PN4g_00002-13	21	出かける	e21	vague
A029n_PN4g_00002-13	21	出かける	e21	A029n_PN4g_00002-14	5	とどまら	e22	vague
A029n_PN4g_00002-14	12	合わせ	e24	A029n_PN4g_00002-14	17	ある	e25	equal
A029n_PN4g_00002-14	17	ある	e25	A029n_PN4g_00002-15	14	紹介	e26	vague
A029n_PN4g_00002-15	18	作っ	e27	A029n_PN4g_00002-16	4	し	e28	vague
A029n_PN4g_00002-16	4	し	e28	A029n_PN4g_00002-16	8	ない	e29	equal
A029n_PN4g_00002-16	8	ない	e29	A029n_PN4g_00002-16	17	残る	e30	before
A029n_PN4g_00002-18	16	感じ	e34	A029n_PN4g_00002-19	15	回り	e35	after
A029n_PN4g_00002-19	15	回り	e35	A029n_PN4g_00002-19	19	出会っ	e36	contains
A029n_PN4g_00002-19	19	出会っ	e36	A029n_PN4g_00002-19	29	驚い	e37	before
A029n_PN4g_00002-19	29	驚い	e37	A029n_PN4g_00002-20	14	聴い	e38	after
A029n_PN4g_00002-20	14	聴い	e38	A029n_PN4g_00002-21	7	言っ	e39	before
A029n_PN4g_00002-21	7	言っ	e39	A029n_PN4g_00002-22	9	売れ	e40	after
A029n_PN4g_00002-25	11	し	e42	A029n_PN4g_00002-26	7	弾み	e43	after
A029n_PN4g_00002-27	7	頼る	e45	A029n_PN4g_00002-27	24	広める	e46	contains
A029n_PN4g_00002-30	6	向け	e51	A029n_PN4g_00002-30	14	置く	e52	after
A029n_PN4g_00002-31	19	開設	e54	A029n_PN4g_00002-32	20	ヒット	e55	after
A029n_PN4g_00002-32	20	ヒット	e55	A029n_PN4g_00002-33	20	歌う	e56	before
A029n_PN4g_00002-33	20	歌う	e56	A029n_PN4g_00002-34	10	レコーディング	e57	during
A029n_PN4g_00002-34	10	レコーディング	e57	A029n_PN4g_00002-35	4	認め	e58	contains
A029n_PN4g_00002-35	4	認め	e58	A029n_PN4g_00002-35	11	売れる	e59	before
A029n_PN4g_00002-35	14	誕生	e60	A029n_PN4g_00002-35	17	思う	e61	after
A029n_PN4g_00002-35	17	思う	e61	A029n_PN4g_00002-36	3	経由	e62	before
A029n_PN4g_00002-36	7	ない	e63	A029n_PN4g_00002-37	10	問いかける	e64	vague
A029n_PN4g_00002-39	7	歌っ	e65	A029n_PN4g_00002-42	6	チェック	e66	vague
A029n_PN4g_00002-42	6	チェック	e66	A029n_PN4g_00002-43	4	アレンジ	e67	vague
A029n_PN4g_00002-43	4	アレンジ	e67	A029n_PN4g_00002-43	9	見	e68	before
A029n_PN4g_00002-43	9	見	e68	A029n_PN4g_00002-43	11	歌う	e69	equal
A029n_PN4g_00002-43	11	歌う	e69	A029n_PN4g_00002-44	20	お	e70	before
A029n_PN4g_00002-54	17	振り	e79	A029n_PN4g_00002-54	24	求め	e80	equal
A029n_PN4g_00002-54	39	込め	e81	A029n_PN4g_00002-54	41	発足	e82	before
A029n_PN4g_00002-54	41	発足	e82	A029n_PN4g_00002-55	12	受賞	e83	before
A029n_PN4g_00002-55	12	受賞	e83	A029n_PN4g_00002-55	22	追求	e84	meets
A029n_PN4g_00002-55	38	取り組む	e86	A029n_PN4g_00002-55	47	あしらい	e87	vague
A029n_PN4g_00002-55	47	あしらい	e87	A029n_PN4g_00002-55	53	込める	e88	equal
