event1_sent_id	event1_index	event1_word	event1_id	event2_sent_id	event2_index	event2_word	event2_id	reltype
A032n_PN5c_00002-6	24	繰り広げ	e8	A032n_PN5c_00002-8	6	泥沼	e9	after
A032n_PN5c_00002-8	6	泥沼	e9	A032n_PN5c_00002-8	14	求める	e10	contains
A032n_PN5c_00002-8	21	支持	e12	A032n_PN5c_00002-8	25	いう	e13	before
A032n_PN5c_00002-8	25	いう	e13	A032n_PN5c_00002-9	10	演出	e14	after
A032n_PN5c_00002-9	10	演出	e14	A032n_PN5c_00002-10	13	抜き去り	e15	contains
A032n_PN5c_00002-10	37	浮き立た	e20	A032n_PN5c_00002-11	6	施し	e21	before
A032n_PN5c_00002-12	19	教え諭す	e24	A032n_PN5c_00002-12	24	交え	e25	equal
A032n_PN5c_00002-12	27	見せる	e27	A032n_PN5c_00002-13	15	演じ分ける	e28	during
A032n_PN5c_00002-14	15	慣れ	e30	A032n_PN5c_00002-14	23	動き回っ	e31	contains
A032n_PN5c_00002-14	29	作り出し	e33	A032n_PN5c_00002-14	33	乱れ	e34	equal
A032n_PN5c_00002-14	33	乱れ	e34	A032n_PN5c_00002-15	7	触れ	e35	vague
A032n_PN5c_00002-15	7	触れ	e35	A032n_PN5c_00002-15	9	信じ	e36	before
A032n_PN5c_00002-15	9	信じ	e36	A032n_PN5c_00002-15	13	得	e37	contains
A032n_PN5c_00002-15	22	乗せ	e39	A032n_PN5c_00002-15	34	発展	e40	before
A032n_PN5c_00002-15	34	発展	e40	A032n_PN5c_00002-15	38	歌い継ぐ	e41	before
A032n_PN5c_00002-15	38	歌い継ぐ	e41	A032n_PN5c_00002-16	4	掛け合い	e42	vague
A032n_PN5c_00002-16	4	掛け合い	e42	A032n_PN5c_00002-16	9	呼びかけ	e43	vague
A032n_PN5c_00002-17	25	伝える	e49	A032n_PN5c_00002-18	7	過ぎ	e50	after
A032n_PN5c_00002-18	7	過ぎ	e50	A032n_PN5c_00002-18	13	絶え	e51	during
A032n_PN5c_00002-18	13	絶え	e51	A032n_PN5c_00002-18	25	響い	e52	contains
A032n_PN5c_00002-19	19	敷き	e54	A032n_PN5c_00002-19	21	演じ	e55	equal
A032n_PN5c_00002-29	11	なる	e67	A032n_PN5c_00002-29	26	なる	e68	equal
A032n_PN5c_00002-30	6	あふれる	e70	A032n_PN5c_00002-30	9	支え	e71	equal
A032n_PN5c_00002-30	9	支え	e71	A032n_PN5c_00002-31	10	裏切ら	e72	contains
A032n_PN5c_00002-31	10	裏切ら	e72	A032n_PN5c_00002-33	5	上京	e73	after
A032n_PN5c_00002-33	5	上京	e73	A032n_PN5c_00002-33	30	なる	e74	before
A032n_PN5c_00002-33	30	なる	e74	A032n_PN5c_00002-34	22	迎え	e75	before
A032n_PN5c_00002-37	28	再現	e82	A032n_PN5c_00002-38	11	無くなっ	e83	after
