event1_sent_id	event1_index	event1_word	event1_id	event2_sent_id	event2_index	event2_word	event2_id	reltype
A024n_PN3a_00002-4	15	なっ	e1	A024n_PN3a_00002-4	22	発表	e2	before
A024n_PN3a_00002-4	22	発表	e2	A024n_PN3a_00002-4	59	なっ	e3	after
A024n_PN3a_00002-4	59	なっ	e3	A024n_PN3a_00002-4	64	挙げ	e4	before
A024n_PN3a_00002-4	64	挙げ	e4	A024n_PN3a_00002-5	10	かじりつい	e5	during
A024n_PN3a_00002-7	16	歓迎	e7	A024n_PN3a_00002-7	22	速報	e8	before
A024n_PN3a_00002-7	22	速報	e8	A024n_PN3a_00002-8	5	あげ	e9	after
A024n_PN3a_00002-8	5	あげ	e9	A024n_PN3a_00002-8	7	踊り	e10	equal
A024n_PN3a_00002-8	7	踊り	e10	A024n_PN3a_00002-8	13	投げ	e11	before
A024n_PN3a_00002-8	13	投げ	e11	A024n_PN3a_00002-8	16	いう	e12	before
A024n_PN3a_00002-8	16	いう	e12	A024n_PN3a_00002-9	22	受け	e13	after
A024n_PN3a_00002-9	22	受け	e13	A024n_PN3a_00002-9	39	襲い	e14	before
A024n_PN3a_00002-10	58	攻撃	e19	A024n_PN3a_00002-10	65	ない	e20	during
A024n_PN3a_00002-10	65	ない	e20	A024n_PN3a_00002-10	69	死ぬ	e21	contains
A024n_PN3a_00002-10	69	死ぬ	e21	A024n_PN3a_00002-10	72	見る	e22	before
A024n_PN3a_00002-10	86	分かる	e24	A024n_PN3a_00002-10	89	話し	e25	before
A024n_PN3a_00002-10	89	話し	e25	A024n_PN3a_00002-11	21	始まっ	e26	after
A024n_PN3a_00002-11	21	始まっ	e26	A024n_PN3a_00002-11	35	続け	e27	before
A024n_PN3a_00002-11	35	続け	e27	A024n_PN3a_00002-11	58	訴え	e28	contains
A024n_PN3a_00002-11	58	訴え	e28	A024n_PN3a_00002-12	3	やめ	e29	before
A024n_PN3a_00002-12	3	やめ	e29	A024n_PN3a_00002-12	13	書い	e30	after
A024n_PN3a_00002-12	13	書い	e30	A024n_PN3a_00002-12	22	立つ	e31	before
A024n_PN3a_00002-12	22	立つ	e31	A024n_PN3a_00002-13	13	倒れる	e32	before
A024n_PN3a_00002-13	13	倒れる	e32	A024n_PN3a_00002-13	15	続け	e33	met-by
A024n_PN3a_00002-14	49	ある	e37	A024n_PN3a_00002-14	52	述べ	e38	contains
A024n_PN3a_00002-14	52	述べ	e38	A024n_PN3a_00002-15	20	収容	e39	before
A024n_PN3a_00002-15	20	収容	e39	A024n_PN3a_00002-15	23	し	e40	equal
A024n_PN3a_00002-15	23	し	e40	A024n_PN3a_00002-15	40	被弾	e41	contains
A024n_PN3a_00002-15	40	被弾	e41	A024n_PN3a_00002-15	45	負っ	e42	meets
A024n_PN3a_00002-15	45	負っ	e42	A024n_PN3a_00002-17	40	含め	e43	vague
A024n_PN3a_00002-17	40	含め	e43	A024n_PN3a_00002-17	56	断た	e44	equal
A024n_PN3a_00002-17	56	断た	e44	A024n_PN3a_00002-17	66	ない	e45	equal
A024n_PN3a_00002-17	66	ない	e45	A024n_PN3a_00002-17	71	送る	e46	before
A024n_PN3a_00002-17	71	送る	e46	A024n_PN3a_00002-17	74	し	e47	after
A024n_PN3a_00002-17	74	し	e47	A024n_PN3a_00002-17	86	保証	e48	before
A024n_PN3a_00002-17	86	保証	e48	A024n_PN3a_00002-17	95	向かう	e49	before
A024n_PN3a_00002-17	95	向かう	e49	A024n_PN3a_00002-17	100	話し	e50	after
A024n_PN3a_00002-17	100	話し	e50	A024n_PN3a_00002-18	18	死亡	e51	after
A024n_PN3a_00002-18	18	死亡	e51	A024n_PN3a_00002-18	38	もたらさ	e52	after
A024n_PN3a_00002-18	49	遠ざける	e54	A024n_PN3a_00002-18	52	ある	e55	after
A024n_PN3a_00002-18	52	ある	e55	A024n_PN3a_00002-19	24	行き	e56	after
A024n_PN3a_00002-19	24	行き	e56	A024n_PN3a_00002-19	26	帰国	e57	before
A024n_PN3a_00002-19	26	帰国	e57	A024n_PN3a_00002-19	30	いる	e58	equal
A024n_PN3a_00002-19	30	いる	e58	A024n_PN3a_00002-19	54	帰り	e59	contains
A024n_PN3a_00002-19	68	終わる	e61	A024n_PN3a_00002-19	80	し	e62	equal
A024n_PN3a_00002-19	80	し	e62	A024n_PN3a_00002-19	88	会える	e63	before
A024n_PN3a_00002-19	94	語っ	e65	A024n_PN3a_00002-20	13	なっ	e66	after
A024n_PN3a_00002-20	13	なっ	e66	A024n_PN3a_00002-20	26	訪問	e67	before
A024n_PN3a_00002-20	26	訪問	e67	A024n_PN3a_00002-20	51	押さえ	e68	vague
A024n_PN3a_00002-20	51	押さえ	e68	A024n_PN3a_00002-20	60	注意	e69	after
A024n_PN3a_00002-20	60	注意	e69	A024n_PN3a_00002-20	65	み	e70	equal
A024n_PN3a_00002-20	83	語っ	e75	A024n_PN3a_00002-22	19	乗りつけ	e76	vague
A024n_PN3a_00002-23	5	陥落	e78	A024n_PN3a_00002-24	22	入っ	e79	after
A024n_PN3a_00002-24	22	入っ	e79	A024n_PN3a_00002-24	24	き	e80	equal
A024n_PN3a_00002-24	24	き	e80	A024n_PN3a_00002-24	29	形容	e81	before
A024n_PN3a_00002-24	29	形容	e81	A024n_PN3a_00002-25	24	集まり	e82	before
A024n_PN3a_00002-25	24	集まり	e82	A024n_PN3a_00002-25	34	壊し	e83	before
A024n_PN3a_00002-26	23	出勤	e84	A024n_PN3a_00002-26	26	き	e85	equal
A024n_PN3a_00002-26	26	き	e85	A024n_PN3a_00002-26	37	群がる	e86	before
A024n_PN3a_00002-26	37	群がる	e86	A024n_PN3a_00002-27	1	張りつめ	e87	after
A024n_PN3a_00002-27	1	張りつめ	e87	A024n_PN3a_00002-27	9	異なり	e88	before
A024n_PN3a_00002-27	9	異なり	e88	A024n_PN3a_00002-27	11	談笑	e89	equal
A024n_PN3a_00002-27	11	談笑	e89	A024n_PN3a_00002-28	35	し	e90	during
A024n_PN3a_00002-28	35	し	e90	A024n_PN3a_00002-28	40	演説	e91	contains
A024n_PN3a_00002-28	40	演説	e91	A024n_PN3a_00002-29	23	避難	e92	during
A024n_PN3a_00002-29	23	避難	e92	A024n_PN3a_00002-29	40	報じ	e93	contains
A024n_PN3a_00002-29	40	報じ	e93	A024n_PN3a_00002-30	11	否定	e94	before
A024n_PN3a_00002-30	11	否定	e94	A024n_PN3a_00002-31	25	倒さ	e95	before
A024n_PN3a_00002-31	25	倒さ	e95	A024n_PN3a_00002-32	3	難航	e96	after
A024n_PN3a_00002-32	3	難航	e96	A024n_PN3a_00002-33	6	覆っ	e97	contains
A024n_PN3a_00002-33	6	覆っ	e97	A024n_PN3a_00002-33	10	取り外し	e98	before
A024n_PN3a_00002-33	10	取り外し	e98	A024n_PN3a_00002-33	19	ぶらさげ	e99	before
A024n_PN3a_00002-33	19	ぶらさげ	e99	A024n_PN3a_00002-34	8	上がっ	e100	before
