event1_sent_id	event1_index	event1_word	event1_id	event2_sent_id	event2_index	event2_word	event2_id	reltype
A014n_PN1b_00002-3	16	受け入れ	e1	A014n_PN1b_00002-3	18	行う	e2	before
A014n_PN1b_00002-3	18	行う	e2	A014n_PN1b_00002-3	38	なっ	e3	before
A014n_PN1b_00002-3	38	なっ	e3	A014n_PN1b_00002-3	48	分かっ	e4	before
A014n_PN1b_00002-4	16	なっ	e6	A014n_PN1b_00002-5	2	受け入れ	e7	after
A014n_PN1b_00002-10	14	伸び	e9	A014n_PN1b_00002-12	19	期待	e10	during
A014n_PN1b_00002-12	19	期待	e10	A014n_PN1b_00002-12	44	開く	e11	contains
A014n_PN1b_00002-12	44	開く	e11	A014n_PN1b_00002-18	3	募集	e12	during
A014n_PN1b_00002-19	38	お	e14	A014n_PN1b_00002-23	4	脱し	e15	vague
A014n_PN1b_00002-23	4	脱し	e15	A014n_PN1b_00002-25	5	見え	e16	during
A014n_PN1b_00002-25	5	見え	e16	A014n_PN1b_00002-25	14	おおう	e17	equal
A014n_PN1b_00002-25	14	おおう	e17	A014n_PN1b_00002-25	18	重なる	e18	equal
A014n_PN1b_00002-25	18	重なる	e18	A014n_PN1b_00002-25	28	引き継い	e19	contains
A014n_PN1b_00002-25	28	引き継い	e19	A014n_PN1b_00002-25	41	判断	e20	before
A014n_PN1b_00002-25	41	判断	e20	A014n_PN1b_00002-26	12	注目	e21	after
A014n_PN1b_00002-26	12	注目	e21	A014n_PN1b_00002-27	21	向け	e22	after
A014n_PN1b_00002-27	21	向け	e22	A014n_PN1b_00002-27	29	固め	e23	contains
A014n_PN1b_00002-27	29	固め	e23	A014n_PN1b_00002-27	35	行っ	e24	during
A014n_PN1b_00002-29	4	指摘	e31	A014n_PN1b_00002-29	19	露呈	e32	before
A014n_PN1b_00002-29	19	露呈	e32	A014n_PN1b_00002-30	27	続い	e33	during
A014n_PN1b_00002-31	14	得	e36	A014n_PN1b_00002-31	35	取り換え	e37	before
A014n_PN1b_00002-31	35	取り換え	e37	A014n_PN1b_00002-31	41	確保	e38	before
A014n_PN1b_00002-32	21	なっ	e40	A014n_PN1b_00002-32	30	流動	e41	before
A014n_PN1b_00002-32	30	流動	e41	A014n_PN1b_00002-33	7	続く	e42	during
A014n_PN1b_00002-33	7	続く	e42	A014n_PN1b_00002-33	18	なる	e43	contains
A014n_PN1b_00002-34	18	考え	e46	A014n_PN1b_00002-35	18	重要	e47	during
A014n_PN1b_00002-35	18	重要	e47	A014n_PN1b_00002-36	33	し	e48	contains
A014n_PN1b_00002-36	33	し	e48	A014n_PN1b_00002-37	9	代えよう	e49	contains
A014n_PN1b_00002-37	22	提起	e50	A014n_PN1b_00002-37	31	詰める	e51	before
A014n_PN1b_00002-37	31	詰める	e51	A014n_PN1b_00002-37	34	了承	e52	after
A014n_PN1b_00002-37	34	了承	e52	A014n_PN1b_00002-38	5	見る	e53	before
A014n_PN1b_00002-38	28	なる	e55	A014n_PN1b_00002-38	37	入り	e56	before
