event1_sent_id	event1_index	event1_word	event1_id	event2_sent_id	event2_index	event2_word	event2_id	reltype
A023n_PN2g_00002-4	30	低下	e6	A023n_PN2g_00002-4	35	響い	e7	before
A023n_PN2g_00002-4	35	響い	e7	A023n_PN2g_00002-5	8	停止	e8	during
A023n_PN2g_00002-5	8	停止	e8	A023n_PN2g_00002-7	6	アップ	e9	contains
A023n_PN2g_00002-7	6	アップ	e9	A023n_PN2g_00002-9	12	響く	e10	vague
A023n_PN2g_00002-9	12	響く	e10	A023n_PN2g_00002-11	8	発表	e11	before
A023n_PN2g_00002-11	8	発表	e11	A023n_PN2g_00002-11	26	示す	e12	vague
A023n_PN2g_00002-11	26	示す	e12	A023n_PN2g_00002-11	50	なっ	e13	vague
A023n_PN2g_00002-11	50	なっ	e13	A023n_PN2g_00002-13	7	示す	e14	vague
A023n_PN2g_00002-13	7	示す	e14	A023n_PN2g_00002-13	11	払底	e15	vague
A023n_PN2g_00002-13	11	払底	e15	A023n_PN2g_00002-13	22	発生	e16	before
A023n_PN2g_00002-13	22	発生	e16	A023n_PN2g_00002-14	5	始め	e17	after
A023n_PN2g_00002-14	5	始め	e17	A023n_PN2g_00002-14	31	圧迫	e18	before
A023n_PN2g_00002-14	43	発生	e20	A023n_PN2g_00002-14	48	響い	e21	before
A023n_PN2g_00002-14	48	響い	e21	A023n_PN2g_00002-15	11	続く	e22	during
A023n_PN2g_00002-16	19	特化	e24	A023n_PN2g_00002-16	25	図っ	e25	before
A023n_PN2g_00002-16	41	かかり	e26	A023n_PN2g_00002-17	2	記者	e27	after
A023n_PN2g_00002-17	34	期待	e29	A023n_PN2g_00002-17	38	述べ	e30	contains
A023n_PN2g_00002-18	33	増え	e32	A023n_PN2g_00002-18	52	なっ	e33	before
A023n_PN2g_00002-18	52	なっ	e33	A023n_PN2g_00002-19	12	とどまっ	e34	equal
A023n_PN2g_00002-19	12	とどまっ	e34	A023n_PN2g_00002-19	24	計上	e35	equal
A023n_PN2g_00002-19	24	計上	e35	A023n_PN2g_00002-19	32	なっ	e36	before
A023n_PN2g_00002-19	32	なっ	e36	A023n_PN2g_00002-20	7	伸ばし	e37	after
A023n_PN2g_00002-20	18	なっ	e39	A023n_PN2g_00002-20	24	浮かび上がっ	e40	contains
A023n_PN2g_00002-20	24	浮かび上がっ	e40	A023n_PN2g_00002-21	18	計上	e41	after
A023n_PN2g_00002-21	18	計上	e41	A023n_PN2g_00002-22	21	計上	e42	equal
A023n_PN2g_00002-22	21	計上	e42	A023n_PN2g_00002-22	26	埋め	e43	before
A023n_PN2g_00002-22	26	埋め	e43	A023n_PN2g_00002-24	24	計上	e44	after
A023n_PN2g_00002-24	59	続い	e46	A023n_PN2g_00002-24	66	ある	e47	contains
A023n_PN2g_00002-24	66	ある	e47	A023n_PN2g_00002-25	10	ひねり出し	e48	contains
