event1_sent_id	event1_index	event1_word	event1_id	event2_sent_id	event2_index	event2_word	event2_id	reltype
A005n_PN2e_00001-4	38	始める	e2	A005n_PN2e_00001-5	6	放置	e3	after
A005n_PN2e_00001-7	14	決め	e8	A005n_PN2e_00001-7	18	持ち込ん	e9	before
A005n_PN2e_00001-7	18	持ち込ん	e9	A005n_PN2e_00001-7	30	引き渡す	e10	before
A005n_PN2e_00001-9	13	行っ	e12	A005n_PN2e_00001-9	23	始める	e13	before
A005n_PN2e_00001-9	23	始める	e13	A005n_PN2e_00001-10	14	かかる	e14	before
A005n_PN2e_00001-10	14	かかる	e14	A005n_PN2e_00001-10	24	補助	e15	before
A005n_PN2e_00001-10	24	補助	e15	A005n_PN2e_00001-11	19	行わ	e16	after
A005n_PN2e_00001-11	19	行わ	e16	A005n_PN2e_00001-11	32	指摘	e17	contains
A005n_PN2e_00001-11	32	指摘	e17	A005n_PN2e_00001-11	38	失っ	e18	before
A005n_PN2e_00001-11	38	失っ	e18	A005n_PN2e_00001-11	49	放置	e19	equal
A005n_PN2e_00001-11	49	放置	e19	A005n_PN2e_00001-12	5	行っ	e20	contains
A005n_PN2e_00001-15	51	まとめ	e27	A005n_PN2e_00001-15	56	分かっ	e28	before
A005n_PN2e_00001-17	30	上っ	e30	A005n_PN2e_00001-18	5	見る	e31	before
A005n_PN2e_00001-22	17	あり	e36	A005n_PN2e_00001-22	34	多い	e37	vague
A005n_PN2e_00001-22	34	多い	e37	A005n_PN2e_00001-23	18	開通	e38	after
A005n_PN2e_00001-23	47	ある	e41	A005n_PN2e_00001-24	16	開通	e42	vague
A005n_PN2e_00001-24	32	なっ	e44	A005n_PN2e_00001-24	35	み	e45	before
A005n_PN2e_00001-24	35	み	e45	A005n_PN2e_00001-27	28	営業	e46	vague
