event1_sent_id	event1_index	event1_word	event1_id	event2_sent_id	event2_index	event2_word	event2_id	reltype
A039n_PN3a_00003-3	18	変わり	e2	A039n_PN3a_00003-4	19	足し	e3	after
A039n_PN3a_00003-4	19	足し	e3	A039n_PN3a_00003-5	12	決め	e4	before
A039n_PN3a_00003-5	24	占める	e6	A039n_PN3a_00003-6	13	迫ら	e7	before
A039n_PN3a_00003-6	13	迫ら	e7	A039n_PN3a_00003-6	22	出る	e8	before
A039n_PN3a_00003-6	22	出る	e8	A039n_PN3a_00003-6	26	あり	e9	after
A039n_PN3a_00003-6	26	あり	e9	A039n_PN3a_00003-7	6	調べ	e10	contains
A039n_PN3a_00003-14	24	表記	e14	A039n_PN3a_00003-15	6	含ま	e15	after
A039n_PN3a_00003-17	29	沿っ	e20	A039n_PN3a_00003-17	40	設け	e21	before
A039n_PN3a_00003-19	20	計算	e25	A039n_PN3a_00003-20	12	受け	e26	vague
A039n_PN3a_00003-20	12	受け	e26	A039n_PN3a_00003-20	17	入院	e27	before
A039n_PN3a_00003-20	17	入院	e27	A039n_PN3a_00003-20	34	なる	e28	before
A039n_PN3a_00003-21	12	なる	e32	A039n_PN3a_00003-21	20	なっ	e33	during
A039n_PN3a_00003-21	20	なっ	e33	A039n_PN3a_00003-22	14	加わり	e34	contains
A039n_PN3a_00003-22	14	加わり	e34	A039n_PN3a_00003-23	9	払う	e35	before
A039n_PN3a_00003-24	17	違う	e38	A039n_PN3a_00003-25	12	反映	e39	after
A039n_PN3a_00003-25	12	反映	e39	A039n_PN3a_00003-25	19	かけ	e40	before
A039n_PN3a_00003-25	19	かけ	e40	A039n_PN3a_00003-26	10	維持	e41	vague
A039n_PN3a_00003-26	10	維持	e41	A039n_PN3a_00003-26	19	持ち	e42	during
A039n_PN3a_00003-26	19	持ち	e42	A039n_PN3a_00003-26	33	なっ	e43	contains
A039n_PN3a_00003-27	14	なる	e45	A039n_PN3a_00003-27	18	言え	e46	after
A039n_PN3a_00003-27	18	言え	e46	A039n_PN3a_00003-29	13	受け	e47	after
A039n_PN3a_00003-29	13	受け	e47	A039n_PN3a_00003-29	26	確認	e48	before
A039n_PN3a_00003-29	26	確認	e48	A039n_PN3a_00003-29	35	含ま	e49	before
A039n_PN3a_00003-30	9	診断	e53	A039n_PN3a_00003-30	19	入院	e54	before
A039n_PN3a_00003-30	26	分かっ	e56	A039n_PN3a_00003-30	34	さかのぼっ	e57	before
A039n_PN3a_00003-30	39	相当	e59	A039n_PN3a_00003-30	44	精算	e60	vague
A039n_PN3a_00003-30	44	精算	e60	A039n_PN3a_00003-30	51	なる	e61	equal
A039n_PN3a_00003-30	51	なる	e61	A039n_PN3a_00003-30	54	戸惑う	e62	before
A039n_PN3a_00003-30	54	戸惑う	e62	A039n_PN3a_00003-30	57	出	e63	equal
A039n_PN3a_00003-30	57	出	e63	A039n_PN3a_00003-32	20	入院	e64	vague
A039n_PN3a_00003-32	20	入院	e64	A039n_PN3a_00003-33	18	長引く	e65	meets
A039n_PN3a_00003-33	18	長引く	e65	A039n_PN3a_00003-33	22	なる	e66	before
A039n_PN3a_00003-34	14	し	e68	A039n_PN3a_00003-34	34	ある	e69	during
A039n_PN3a_00003-34	34	ある	e69	A039n_PN3a_00003-36	5	促す	e70	contains
A039n_PN3a_00003-41	6	比べる	e73	A039n_PN3a_00003-41	11	目立ち	e74	before
A039n_PN3a_00003-41	11	目立ち	e74	A039n_PN3a_00003-41	27	ある	e75	during
A039n_PN3a_00003-41	27	ある	e75	A039n_PN3a_00003-41	36	ある	e76	equal
A039n_PN3a_00003-41	36	ある	e76	A039n_PN3a_00003-42	21	開く	e77	vague
A039n_PN3a_00003-42	21	開く	e77	A039n_PN3a_00003-43	18	明示	e78	before
A039n_PN3a_00003-43	18	明示	e78	A039n_PN3a_00003-43	24	超える	e79	before
A039n_PN3a_00003-43	24	超える	e79	A039n_PN3a_00003-43	31	なる	e80	before
A039n_PN3a_00003-43	31	なる	e80	A039n_PN3a_00003-44	5	減る	e81	before
A039n_PN3a_00003-44	16	短縮	e82	A039n_PN3a_00003-44	19	努力	e83	equal
A039n_PN3a_00003-45	10	長引く	e87	A039n_PN3a_00003-45	13	行っ	e88	equal
A039n_PN3a_00003-45	13	行っ	e88	A039n_PN3a_00003-45	22	延びる	e89	before
A039n_PN3a_00003-45	22	延びる	e89	A039n_PN3a_00003-46	13	あり	e90	during
A039n_PN3a_00003-47	13	言わ	e95	A039n_PN3a_00003-47	17	反論	e96	before
A039n_PN3a_00003-47	17	反論	e96	A039n_PN3a_00003-48	16	入院	e97	after
A039n_PN3a_00003-48	24	なかっ	e99	A039n_PN3a_00003-49	24	いう	e100	before
A039n_PN3a_00003-49	24	いう	e100	A039n_PN3a_00003-50	3	終われ	e101	before
A039n_PN3a_00003-50	3	終われ	e101	A039n_PN3a_00003-51	4	決まっ	e102	before
A039n_PN3a_00003-51	4	決まっ	e102	A039n_PN3a_00003-51	6	再	e103	before
A039n_PN3a_00003-51	6	再	e103	A039n_PN3a_00003-51	12	終われ	e104	before
A039n_PN3a_00003-51	12	終われ	e104	A039n_PN3a_00003-51	19	なる	e105	before
A039n_PN3a_00003-51	19	なる	e105	A039n_PN3a_00003-51	22	想定	e106	after
A039n_PN3a_00003-52	9	理解	e108	A039n_PN3a_00003-52	15	なり	e109	equal
A039n_PN3a_00003-52	15	なり	e109	A039n_PN3a_00003-53	9	つながる	e110	before
A039n_PN3a_00003-53	9	つながる	e110	A039n_PN3a_00003-54	25	示さ	e111	after
A039n_PN3a_00003-55	17	なっ	e113	A039n_PN3a_00003-55	29	いう	e114	before
A039n_PN3a_00003-55	29	いう	e114	A039n_PN3a_00003-56	13	使う	e115	before
A039n_PN3a_00003-56	13	使う	e115	A039n_PN3a_00003-56	20	言え	e116	equal
A039n_PN3a_00003-56	20	言え	e116	A039n_PN3a_00003-57	4	見直す	e117	vague
A039n_PN3a_00003-57	23	避け	e120	A039n_PN3a_00003-59	3	評価	e121	vague
A039n_PN3a_00003-60	11	あれ	e123	A039n_PN3a_00003-60	18	見直す	e124	before
A039n_PN3a_00003-60	18	見直す	e124	A039n_PN3a_00003-61	20	見送ら	e125	vague
A039n_PN3a_00003-61	30	さ	e127	A039n_PN3a_00003-61	34	認め	e128	before
A039n_PN3a_00003-61	34	認め	e128	A039n_PN3a_00003-61	39	ある	e129	after
A039n_PN3a_00003-61	39	ある	e129	A039n_PN3a_00003-62	6	なる	e130	before
A039n_PN3a_00003-62	6	なる	e130	A039n_PN3a_00003-62	14	広げる	e131	before
A039n_PN3a_00003-62	14	広げる	e131	A039n_PN3a_00003-62	23	残っ	e132	after
A039n_PN3a_00003-64	16	評価	e136	A039n_PN3a_00003-64	28	つける	e137	before
A039n_PN3a_00003-64	28	つける	e137	A039n_PN3a_00003-64	40	保証	e138	vague
