event1_sent_id	event1_index	event1_word	event1_id	event2_sent_id	event2_index	event2_word	event2_id	reltype
A003n_PN1e_00001-3	9	演じ	e3	A003n_PN1e_00001-3	39	楽しむ	e4	before
A003n_PN1e_00001-3	61	企画	e6	A003n_PN1e_00001-4	7	漂う	e7	before
A003n_PN1e_00001-5	14	売り込ん	e14	A003n_PN1e_00001-8	15	掲載	e15	contains
A003n_PN1e_00001-8	15	掲載	e15	A003n_PN1e_00001-8	19	いう	e16	after
A003n_PN1e_00001-8	19	いう	e16	A003n_PN1e_00001-16	14	取り組む	e17	vague
A003n_PN1e_00001-16	14	取り組む	e17	A003n_PN1e_00001-17	14	政治	e18	vague
A003n_PN1e_00001-17	14	政治	e18	A003n_PN1e_00001-22	19	まとめ	e19	vague
A003n_PN1e_00001-22	19	まとめ	e19	A003n_PN1e_00001-22	27	発表	e20	before
A003n_PN1e_00001-22	27	発表	e20	A003n_PN1e_00001-23	20	減少	e21	after
A003n_PN1e_00001-23	20	減少	e21	A003n_PN1e_00001-23	33	支え	e22	equal
A003n_PN1e_00001-23	33	支え	e22	A003n_PN1e_00001-23	42	返り咲い	e23	meets
A003n_PN1e_00001-23	42	返り咲い	e23	A003n_PN1e_00001-24	9	進め	e24	after
A003n_PN1e_00001-24	9	進め	e24	A003n_PN1e_00001-24	17	膨らん	e25	before
A003n_PN1e_00001-24	37	連ね	e26	A003n_PN1e_00001-24	39	低迷	e27	during
A003n_PN1e_00001-24	54	なっ	e29	A003n_PN1e_00001-25	14	なり	e30	after
A003n_PN1e_00001-25	14	なり	e30	A003n_PN1e_00001-25	20	大幅	e31	before
A003n_PN1e_00001-26	13	申告	e35	A003n_PN1e_00001-27	27	増加	e36	before
A003n_PN1e_00001-27	27	増加	e36	A003n_PN1e_00001-28	23	取り組ん	e37	after
A003n_PN1e_00001-30	37	達し	e38	A003n_PN1e_00001-35	21	分離	e39	before
A003n_PN1e_00001-35	21	分離	e39	A003n_PN1e_00001-35	44	統合	e40	meets
A003n_PN1e_00001-35	59	設立	e41	A003n_PN1e_00001-35	62	発表	e42	after
