event1_sent_id	event1_index	event1_word	event1_id	event2_sent_id	event2_index	event2_word	event2_id	reltype
A006n_PN3b_00001-6	33	始める	e3	A006n_PN3b_00001-7	5	ある	e4	vague
A006n_PN3b_00001-7	26	鍛える	e7	A006n_PN3b_00001-8	21	見れ	e8	vague
A006n_PN3b_00001-12	3	応じ	e16	A006n_PN3b_00001-12	14	分け	e17	before
A006n_PN3b_00001-12	14	分け	e17	A006n_PN3b_00001-12	30	する	e18	before
A006n_PN3b_00001-12	30	する	e18	A006n_PN3b_00001-13	4	出し	e19	contains
A006n_PN3b_00001-13	4	出し	e19	A006n_PN3b_00001-13	9	添削	e20	before
A006n_PN3b_00001-13	9	添削	e20	A006n_PN3b_00001-13	12	返す	e21	before
A006n_PN3b_00001-13	12	返す	e21	A006n_PN3b_00001-14	7	出	e22	vague
A006n_PN3b_00001-14	7	出	e22	A006n_PN3b_00001-15	3	取れ	e23	vague
A006n_PN3b_00001-15	3	取れ	e23	A006n_PN3b_00001-15	11	し	e24	before
A006n_PN3b_00001-15	11	し	e24	A006n_PN3b_00001-15	19	義務	e25	after
A006n_PN3b_00001-15	19	義務	e25	A006n_PN3b_00001-16	10	重視	e26	during
A006n_PN3b_00001-16	33	いう	e29	A006n_PN3b_00001-17	26	選ば	e30	after
A006n_PN3b_00001-17	26	選ば	e30	A006n_PN3b_00001-18	16	加算	e31	before
A006n_PN3b_00001-18	16	加算	e31	A006n_PN3b_00001-18	30	利用	e32	before
A006n_PN3b_00001-19	38	結び	e35	A006n_PN3b_00001-19	56	支払う	e36	before
A006n_PN3b_00001-19	56	支払う	e36	A006n_PN3b_00001-19	59	始め	e37	after
A006n_PN3b_00001-19	59	始め	e37	A006n_PN3b_00001-23	18	キス	e38	vague
A006n_PN3b_00001-23	22	でき	e39	A006n_PN3b_00001-23	29	乗り出し	e40	before
A006n_PN3b_00001-23	29	乗り出し	e40	A006n_PN3b_00001-24	5	適用	e41	before
A006n_PN3b_00001-24	5	適用	e41	A006n_PN3b_00001-27	25	“	e42	vague
A006n_PN3b_00001-29	20	上げ	e45	A006n_PN3b_00001-29	28	演奏	e46	before
A006n_PN3b_00001-29	28	演奏	e46	A006n_PN3b_00001-29	32	いう	e47	before
A006n_PN3b_00001-29	32	いう	e47	A006n_PN3b_00001-30	19	寄付	e48	before
A006n_PN3b_00001-30	19	寄付	e48	A006n_PN3b_00001-30	22	し	e49	after
A006n_PN3b_00001-36	6	経営	e51	A006n_PN3b_00001-36	25	絡み	e52	before
A006n_PN3b_00001-36	25	絡み	e52	A006n_PN3b_00001-36	32	問わ	e53	before
A006n_PN3b_00001-36	32	問わ	e53	A006n_PN3b_00001-36	70	破棄	e54	before
A006n_PN3b_00001-36	70	破棄	e54	A006n_PN3b_00001-36	82	言い渡し	e55	meets
A006n_PN3b_00001-36	82	言い渡し	e55	A006n_PN3b_00001-37	7	主張	e56	after
A006n_PN3b_00001-37	7	主張	e56	A006n_PN3b_00001-37	22	認め	e57	before
A006n_PN3b_00001-38	7	調達	e59	A006n_PN3b_00001-38	10	し	e60	equal
A006n_PN3b_00001-38	10	し	e60	A006n_PN3b_00001-39	6	あり	e61	during
A006n_PN3b_00001-39	14	繰り返し	e63	A006n_PN3b_00001-39	18	し	e64	equal
A006n_PN3b_00001-39	18	し	e64	A006n_PN3b_00001-40	2	断罪	e65	before
A006n_PN3b_00001-40	2	断罪	e65	A006n_PN3b_00001-41	4	上告	e66	before
A006n_PN3b_00001-41	4	上告	e66	A006n_PN3b_00001-42	5	減刑	e67	after
A006n_PN3b_00001-42	5	減刑	e67	A006n_PN3b_00001-42	42	成立	e68	after
A006n_PN3b_00001-42	42	成立	e68	A006n_PN3b_00001-42	47	あげ	e69	before
A006n_PN3b_00001-42	47	あげ	e69	A006n_PN3b_00001-43	21	共謀	e70	after
A006n_PN3b_00001-43	21	共謀	e70	A006n_PN3b_00001-43	39	経営	e71	during
A006n_PN3b_00001-43	39	経営	e71	A006n_PN3b_00001-43	49	不正	e72	contains
A006n_PN3b_00001-43	71	ない	e73	A006n_PN3b_00001-43	74	熟知	e74	equal
A006n_PN3b_00001-43	74	熟知	e74	A006n_PN3b_00001-43	84	懇願	e75	contains
A006n_PN3b_00001-43	84	懇願	e75	A006n_PN3b_00001-43	93	認め	e76	before
