event1_sent_id	event1_index	event1_word	event1_id	event2_sent_id	event2_index	event2_word	event2_id	reltype
A008n_PN4a_00001-7	8	重宝	e9	A008n_PN4a_00001-7	20	減る	e10	equal
A008n_PN4a_00001-7	20	減る	e10	A008n_PN4a_00001-7	31	ある	e11	equal
A008n_PN4a_00001-7	31	ある	e11	A008n_PN4a_00001-9	19	フル	e12	contains
A008n_PN4a_00001-10	20	作る	e13	A008n_PN4a_00001-10	24	挑戦	e14	equal
A008n_PN4a_00001-10	24	挑戦	e14	A008n_PN4a_00001-11	9	なる	e15	before
A008n_PN4a_00001-11	9	なる	e15	A008n_PN4a_00001-11	15	作る	e16	vague
A008n_PN4a_00001-12	1	はまっ	e18	A008n_PN4a_00001-13	2	下ごしらえ	e19	vague
A008n_PN4a_00001-13	2	下ごしらえ	e19	A008n_PN4a_00001-13	9	入れ	e20	before
A008n_PN4a_00001-13	9	入れ	e20	A008n_PN4a_00001-13	14	押す	e21	before
A008n_PN4a_00001-14	19	敬遠	e26	A008n_PN4a_00001-14	27	作り	e27	before
A008n_PN4a_00001-15	10	感心	e29	A008n_PN4a_00001-15	20	増え	e30	vague
A008n_PN4a_00001-15	20	増え	e30	A008n_PN4a_00001-15	29	楽しむ	e31	equal
A008n_PN4a_00001-15	32	なり	e32	A008n_PN4a_00001-15	37	話す	e33	contains
A008n_PN4a_00001-15	37	話す	e33	A008n_PN4a_00001-16	5	使っ	e34	during
A008n_PN4a_00001-16	46	研究	e37	A008n_PN4a_00001-16	52	活躍	e38	equal
A008n_PN4a_00001-17	21	作る	e39	A008n_PN4a_00001-17	26	紹介	e40	vague
A008n_PN4a_00001-17	34	寄せ	e42	A008n_PN4a_00001-18	13	そろっ	e43	vague
A008n_PN4a_00001-18	13	そろっ	e43	A008n_PN4a_00001-18	23	あれ	e44	equal
A008n_PN4a_00001-18	23	あれ	e44	A008n_PN4a_00001-18	26	作れる	e45	contains
A008n_PN4a_00001-18	26	作れる	e45	A008n_PN4a_00001-19	2	自炊	e46	vague
A008n_PN4a_00001-19	9	楽しん	e47	A008n_PN4a_00001-19	13	考え	e48	before
A008n_PN4a_00001-19	13	考え	e48	A008n_PN4a_00001-20	18	収め	e49	before
A008n_PN4a_00001-20	18	収め	e49	A008n_PN4a_00001-20	33	離せ	e50	before
A008n_PN4a_00001-20	33	離せ	e50	A008n_PN4a_00001-20	35	助かる	e51	equal
A008n_PN4a_00001-20	35	助かる	e51	A008n_PN4a_00001-20	43	贈っ	e52	vague
A008n_PN4a_00001-20	51	評価	e53	A008n_PN4a_00001-20	57	いう	e54	contains
A008n_PN4a_00001-20	57	いう	e54	A008n_PN4a_00001-21	8	お	e55	vague
A008n_PN4a_00001-21	8	お	e55	A008n_PN4a_00001-21	18	出し	e56	vague
A008n_PN4a_00001-21	18	出し	e56	A008n_PN4a_00001-22	6	き	e57	after
A008n_PN4a_00001-22	6	き	e57	A008n_PN4a_00001-22	15	作っ	e58	before
A008n_PN4a_00001-22	15	作っ	e58	A008n_PN4a_00001-22	19	見	e59	before
A008n_PN4a_00001-22	19	見	e59	A008n_PN4a_00001-22	21	開眼	e60	before
A008n_PN4a_00001-22	21	開眼	e60	A008n_PN4a_00001-23	12	紹介	e61	before
A008n_PN4a_00001-24	17	収録	e62	A008n_PN4a_00001-24	31	なくなる	e63	vague
A008n_PN4a_00001-24	31	なくなる	e63	A008n_PN4a_00001-24	33	炊き	e64	finishes
A008n_PN4a_00001-24	33	炊き	e64	A008n_PN4a_00001-24	37	ある	e65	vague
A008n_PN4a_00001-24	50	見極める	e67	A008n_PN4a_00001-24	57	入れ	e68	vague
A008n_PN4a_00001-24	57	入れ	e68	A008n_PN4a_00001-24	63	試し	e69	vague
A008n_PN4a_00001-24	63	試し	e69	A008n_PN4a_00001-24	74	つかむ	e70	before
A008n_PN4a_00001-24	74	つかむ	e70	A008n_PN4a_00001-24	78	挙げ	e71	contains
A008n_PN4a_00001-24	78	挙げ	e71	A008n_PN4a_00001-25	7	並べる	e72	vague
A008n_PN4a_00001-26	9	食べ	e74	A008n_PN4a_00001-27	13	減る	e75	vague
A008n_PN4a_00001-28	25	お	e77	A008n_PN4a_00001-29	13	つけ	e78	contains
A008n_PN4a_00001-29	17	開発	e79	A008n_PN4a_00001-29	21	ある	e80	equal
A008n_PN4a_00001-29	21	ある	e80	A008n_PN4a_00001-30	24	出し	e81	contains
A008n_PN4a_00001-30	24	出し	e81	A008n_PN4a_00001-31	3	こねる	e82	before
A008n_PN4a_00001-31	3	こねる	e82	A008n_PN4a_00001-31	17	できる	e83	before
A008n_PN4a_00001-31	17	できる	e83	A008n_PN4a_00001-32	15	追究	e84	after
A008n_PN4a_00001-32	15	追究	e84	A008n_PN4a_00001-32	21	保温	e85	before
A008n_PN4a_00001-32	27	落ち	e86	A008n_PN4a_00001-32	33	進化	e87	during
A008n_PN4a_00001-32	33	進化	e87	A008n_PN4a_00001-33	13	冷蔵	e88	before
A008n_PN4a_00001-34	18	作り	e90	A008n_PN4a_00001-34	24	挙がっ	e91	vague
A008n_PN4a_00001-34	24	挙がっ	e91	A008n_PN4a_00001-34	30	取り入れ	e92	before
A008n_PN4a_00001-34	30	取り入れ	e92	A008n_PN4a_00001-35	18	選ぶ	e93	before
A008n_PN4a_00001-36	23	出し	e96	A008n_PN4a_00001-37	3	沸騰	e97	before
A008n_PN4a_00001-37	3	沸騰	e97	A008n_PN4a_00001-37	12	保つ	e98	meets
A008n_PN4a_00001-37	18	しみ	e99	A008n_PN4a_00001-37	20	煮崩れ	e100	equal
A008n_PN4a_00001-37	20	煮崩れ	e100	A008n_PN4a_00001-37	24	いう	e101	vague
A008n_PN4a_00001-37	24	いう	e101	A008n_PN4a_00001-38	7	調理	e102	vague
A008n_PN4a_00001-39	20	購入	e105	A008n_PN4a_00001-39	24	増える	e106	before
A008n_PN4a_00001-39	37	見込ん	e108	A008n_PN4a_00001-39	40	いう	e109	before
A008n_PN4a_00001-43	9	用意	e113	A008n_PN4a_00001-43	18	つつく	e114	before
A008n_PN4a_00001-43	18	つつく	e114	A008n_PN4a_00001-44	4	ふっ	e115	before
A008n_PN4a_00001-44	4	ふっ	e115	A008n_PN4a_00001-44	7	おき	e116	meets
A008n_PN4a_00001-44	11	ふく	e117	A008n_PN4a_00001-45	11	洗い	e118	before
A008n_PN4a_00001-46	8	切る	e120	A008n_PN4a_00001-47	8	熱し	e121	before
A008n_PN4a_00001-47	8	熱し	e121	A008n_PN4a_00001-47	16	つく	e122	contains
A008n_PN4a_00001-47	20	焼き	e123	A008n_PN4a_00001-47	26	通さ	e124	identity
A008n_PN4a_00001-47	36	ふる	e126	A008n_PN4a_00001-48	6	とい	e127	before
A008n_PN4a_00001-48	13	し	e129	A008n_PN4a_00001-48	23	加え	e130	before
A008n_PN4a_00001-48	23	加え	e130	A008n_PN4a_00001-48	29	のせ	e131	before
