event1_sent_id	event1_index	event1_word	event1_id	event2_sent_id	event2_index	event2_word	event2_id	reltype
A001n_PN1c_00001-5	13	留学	e1	A001n_PN1c_00001-8	7	通っ	e2	after
A001n_PN1c_00001-9	19	つぶし	e10	A001n_PN1c_00001-9	24	し	e11	equal
A001n_PN1c_00001-9	24	し	e11	A001n_PN1c_00001-10	1	呼び出し	e12	contains
A001n_PN1c_00001-10	1	呼び出し	e12	A001n_PN1c_00001-10	3	注意	e13	before
A001n_PN1c_00001-10	3	注意	e13	A001n_PN1c_00001-10	7	い	e14	vague
A001n_PN1c_00001-10	7	い	e14	A001n_PN1c_00001-10	28	違っ	e15	vague
A001n_PN1c_00001-12	2	語りかける	e21	A001n_PN1c_00001-13	10	立っ	e22	during
A001n_PN1c_00001-15	11	取り上げ	e27	A001n_PN1c_00001-15	16	討論	e28	before
A001n_PN1c_00001-16	16	わかっ	e31	A001n_PN1c_00001-17	7	聞い	e32	vague
A001n_PN1c_00001-18	12	自己	e34	A001n_PN1c_00001-18	16	教え	e35	vague
A001n_PN1c_00001-18	28	率先	e36	A001n_PN1c_00001-18	35	言っ	e37	starts
A001n_PN1c_00001-18	35	言っ	e37	A001n_PN1c_00001-19	7	違っ	e38	during
A001n_PN1c_00001-19	7	違っ	e38	A001n_PN1c_00001-20	15	張ら	e39	equal
A001n_PN1c_00001-20	15	張ら	e39	A001n_PN1c_00001-21	10	言っ	e40	contains
A001n_PN1c_00001-22	26	評価	e44	A001n_PN1c_00001-23	6	話す	e45	before
A001n_PN1c_00001-23	6	話す	e45	A001n_PN1c_00001-23	9	思っ	e46	after
A001n_PN1c_00001-24	25	行く	e51	A001n_PN1c_00001-24	27	促し	e52	after
A001n_PN1c_00001-24	27	促し	e52	A001n_PN1c_00001-25	5	デビュー	e53	before
A001n_PN1c_00001-25	5	デビュー	e53	A001n_PN1c_00001-25	12	活躍	e54	before
A001n_PN1c_00001-25	12	活躍	e54	A001n_PN1c_00001-25	19	思う	e55	before
A001n_PN1c_00001-25	27	見	e57	A001n_PN1c_00001-25	35	感謝	e58	before
A001n_PN1c_00001-25	35	感謝	e58	A001n_PN1c_00001-26	9	アドバイス	e59	after
A001n_PN1c_00001-26	9	アドバイス	e59	A001n_PN1c_00001-26	14	覚え	e60	before
A001n_PN1c_00001-26	14	覚え	e60	A001n_PN1c_00001-27	8	い	e61	after
A001n_PN1c_00001-27	8	い	e61	A001n_PN1c_00001-27	22	言える	e62	during
A001n_PN1c_00001-28	13	生かし	e66	A001n_PN1c_00001-28	22	送る	e67	vague
A001n_PN1c_00001-28	22	送る	e67	A001n_PN1c_00001-33	20	報告	e68	vague
A001n_PN1c_00001-33	20	報告	e68	A001n_PN1c_00001-33	25	役立てる	e69	before
A001n_PN1c_00001-33	25	役立てる	e69	A001n_PN1c_00001-33	54	開催	e70	after
A001n_PN1c_00001-33	54	開催	e70	A001n_PN1c_00001-37	25	行う	e71	during
A001n_PN1c_00001-37	25	行う	e71	A001n_PN1c_00001-38	6	乗り	e72	includes
A001n_PN1c_00001-38	6	乗り	e72	A001n_PN1c_00001-38	10	集め	e73	contains
A001n_PN1c_00001-38	10	集め	e73	A001n_PN1c_00001-38	15	届ける	e74	before
