event1_sent_id	event1_index	event1_word	event1_id	event2_sent_id	event2_index	event2_word	event2_id	reltype
A046n_PN1b_00004-2	5	立て直す	e1	A046n_PN1b_00004-4	6	提案	e2	after
A046n_PN1b_00004-4	6	提案	e2	A046n_PN1b_00004-5	7	宣言	e3	before
A046n_PN1b_00004-5	7	宣言	e3	A046n_PN1b_00004-6	10	受け	e4	after
A046n_PN1b_00004-6	10	受け	e4	A046n_PN1b_00004-6	18	動き	e5	before
A046n_PN1b_00004-7	8	掲げる	e7	A046n_PN1b_00004-7	29	丸投げ	e8	during
A046n_PN1b_00004-7	39	発揮	e10	A046n_PN1b_00004-7	43	い	e11	equal
A046n_PN1b_00004-7	43	い	e11	A046n_PN1b_00004-8	8	立て直す	e12	before
A046n_PN1b_00004-8	8	立て直す	e12	A046n_PN1b_00004-9	7	呼ば	e13	after
A046n_PN1b_00004-9	7	呼ば	e13	A046n_PN1b_00004-9	28	再生	e14	before
A046n_PN1b_00004-9	28	再生	e14	A046n_PN1b_00004-9	43	説く	e15	after
A046n_PN1b_00004-9	43	説く	e15	A046n_PN1b_00004-12	12	ささやか	e16	during
A046n_PN1b_00004-12	12	ささやか	e16	A046n_PN1b_00004-14	11	例える	e17	contains
A046n_PN1b_00004-15	6	除去	e20	A046n_PN1b_00004-15	16	入り	e21	before
A046n_PN1b_00004-15	32	なる	e23	A046n_PN1b_00004-16	12	宣言	e24	after
A046n_PN1b_00004-16	12	宣言	e24	A046n_PN1b_00004-16	26	作る	e25	before
A046n_PN1b_00004-16	26	作る	e25	A046n_PN1b_00004-16	30	設置	e26	after
A046n_PN1b_00004-17	20	作り上げ	e28	A046n_PN1b_00004-17	26	なる	e29	before
A046n_PN1b_00004-17	26	なる	e29	A046n_PN1b_00004-17	29	ある	e30	after
A046n_PN1b_00004-17	29	ある	e30	A046n_PN1b_00004-19	11	当たる	e31	equal
A046n_PN1b_00004-19	11	当たる	e31	A046n_PN1b_00004-22	12	き	e32	contains
A046n_PN1b_00004-22	12	き	e32	A046n_PN1b_00004-22	23	抜かし	e33	before
A046n_PN1b_00004-22	23	抜かし	e33	A046n_PN1b_00004-23	21	ある	e34	before
A046n_PN1b_00004-24	5	言わ	e35	A046n_PN1b_00004-24	19	考え	e36	contains
A046n_PN1b_00004-24	19	考え	e36	A046n_PN1b_00004-24	26	し	e37	before
A046n_PN1b_00004-24	33	き	e39	A046n_PN1b_00004-25	19	引き受け	e40	contains
A046n_PN1b_00004-25	19	引き受け	e40	A046n_PN1b_00004-25	25	処理	e41	before
A046n_PN1b_00004-25	25	処理	e41	A046n_PN1b_00004-25	31	背負っ	e42	during
A046n_PN1b_00004-25	31	背負っ	e42	A046n_PN1b_00004-26	5	やろう	e43	after
A046n_PN1b_00004-26	5	やろう	e43	A046n_PN1b_00004-26	7	し	e44	equal
A046n_PN1b_00004-26	7	し	e44	A046n_PN1b_00004-26	9	失敗	e45	before
A046n_PN1b_00004-26	9	失敗	e45	A046n_PN1b_00004-26	16	実行	e46	before
A046n_PN1b_00004-26	16	実行	e46	A046n_PN1b_00004-27	7	やる	e47	before
A046n_PN1b_00004-27	7	やる	e47	A046n_PN1b_00004-28	8	行う	e48	equal
A046n_PN1b_00004-30	12	結集	e53	A046n_PN1b_00004-30	19	でき	e54	before
A046n_PN1b_00004-31	8	お	e56	A046n_PN1b_00004-31	12	思う	e57	contains
A046n_PN1b_00004-31	12	思う	e57	A046n_PN1b_00004-31	17	成功	e58	before
A046n_PN1b_00004-33	16	間違っ	e68	A046n_PN1b_00004-33	21	する	e69	contains
A046n_PN1b_00004-34	14	抱える	e71	A046n_PN1b_00004-34	21	入れ	e72	contains
A046n_PN1b_00004-36	14	遅らせる	e73	A046n_PN1b_00004-38	21	ある	e74	during
A046n_PN1b_00004-38	21	ある	e74	A046n_PN1b_00004-39	7	失わ	e75	contains
