event1_sent_id	event1_index	event1_word	event1_id	event2_sent_id	event2_index	event2_word	event2_id	reltype
A011n_PN4f_00001-3	5	縛り	e2	A011n_PN4f_00001-6	39	押し入り	e3	after
A011n_PN4f_00001-6	39	押し入り	e3	A011n_PN4f_00001-6	62	縛り	e4	before
A011n_PN4f_00001-6	62	縛り	e4	A011n_PN4f_00001-6	66	奪っ	e5	before
A011n_PN4f_00001-6	66	奪っ	e5	A011n_PN4f_00001-7	13	ほどい	e6	before
A011n_PN4f_00001-7	13	ほどい	e6	A011n_PN4f_00001-7	17	駆け込み	e7	before
A011n_PN4f_00001-7	17	駆け込み	e7	A011n_PN4f_00001-7	18	一	e8	before
A011n_PN4f_00001-7	18	一	e8	A011n_PN4f_00001-8	11	倒れ	e9	during
A011n_PN4f_00001-8	11	倒れ	e9	A011n_PN4f_00001-8	17	見つけ	e10	contains
A011n_PN4f_00001-8	26	確認	e12	A011n_PN4f_00001-9	14	設け	e13	before
A011n_PN4f_00001-9	22	捜査	e14	A011n_PN4f_00001-10	18	破っ	e15	after
A011n_PN4f_00001-10	18	破っ	e15	A011n_PN4f_00001-10	26	寝	e16	during
A011n_PN4f_00001-10	26	寝	e16	A011n_PN4f_00001-10	37	縛っ	e17	meets
A011n_PN4f_00001-10	37	縛っ	e17	A011n_PN4f_00001-10	46	物色	e18	before
A011n_PN4f_00001-10	46	物色	e18	A011n_PN4f_00001-10	50	み	e19	before
A011n_PN4f_00001-10	50	み	e19	A011n_PN4f_00001-12	7	話し	e20	after
A011n_PN4f_00001-12	7	話し	e20	A011n_PN4f_00001-12	12	いい	e21	before
A011n_PN4f_00001-12	24	話し	e22	A011n_PN4f_00001-13	4	目立っ	e23	during
A011n_PN4f_00001-13	4	目立っ	e23	A011n_PN4f_00001-13	8	ない	e24	equal
A011n_PN4f_00001-13	8	ない	e24	A011n_PN4f_00001-13	18	ふさが	e25	contains
A011n_PN4f_00001-13	18	ふさが	e25	A011n_PN4f_00001-13	29	し	e26	before
A011n_PN4f_00001-19	42	連れ去ら	e33	A011n_PN4f_00001-19	52	焼殺	e34	before
A011n_PN4f_00001-19	52	焼殺	e34	A011n_PN4f_00001-19	57	起き	e35	is_included
A011n_PN4f_00001-19	57	起き	e35	A011n_PN4f_00001-22	18	撃っ	e36	before
A011n_PN4f_00001-22	18	撃っ	e36	A011n_PN4f_00001-22	20	殺害	e37	before
A011n_PN4f_00001-22	20	殺害	e37	A011n_PN4f_00001-22	24	し	e38	before
A011n_PN4f_00001-22	49	逮捕	e39	A011n_PN4f_00001-23	16	なり	e40	after
A011n_PN4f_00001-23	16	なり	e40	A011n_PN4f_00001-23	17	撃っ	e41	before
A011n_PN4f_00001-23	17	撃っ	e41	A011n_PN4f_00001-23	21	供述	e42	before
A011n_PN4f_00001-23	21	供述	e42	A011n_PN4f_00001-23	26	いう	e43	before
A011n_PN4f_00001-23	26	いう	e43	A011n_PN4f_00001-24	43	なり	e44	after
A011n_PN4f_00001-24	43	なり	e44	A011n_PN4f_00001-24	55	撃っ	e45	before
A011n_PN4f_00001-24	55	撃っ	e45	A011n_PN4f_00001-24	57	殺害	e46	before
A011n_PN4f_00001-24	57	殺害	e46	A011n_PN4f_00001-25	6	運ば	e47	after
A011n_PN4f_00001-25	13	死亡	e49	A011n_PN4f_00001-26	4	い	e50	after
A011n_PN4f_00001-26	4	い	e50	A011n_PN4f_00001-26	15	撃た	e51	contains
A011n_PN4f_00001-26	15	撃た	e51	A011n_PN4f_00001-26	24	駆け込み	e52	before
A011n_PN4f_00001-26	24	駆け込み	e52	A011n_PN4f_00001-26	31	一	e53	before
A011n_PN4f_00001-26	31	一	e53	A011n_PN4f_00001-30	5	経	e54	after
A011n_PN4f_00001-30	5	経	e54	A011n_PN4f_00001-31	24	不正	e55	before
A011n_PN4f_00001-31	24	不正	e55	A011n_PN4f_00001-31	44	経	e56	after
A011n_PN4f_00001-31	44	経	e56	A011n_PN4f_00001-31	50	さ	e57	before
A011n_PN4f_00001-31	50	さ	e57	A011n_PN4f_00001-31	63	悪用	e58	before
A011n_PN4f_00001-31	63	悪用	e58	A011n_PN4f_00001-31	68	受け取っ	e59	before
A011n_PN4f_00001-31	68	受け取っ	e59	A011n_PN4f_00001-31	74	分かっ	e60	before
A011n_PN4f_00001-31	74	分かっ	e60	A011n_PN4f_00001-32	19	再	e61	after
A011n_PN4f_00001-32	50	立件	e63	A011n_PN4f_00001-33	23	調べる	e64	after
A011n_PN4f_00001-33	23	調べる	e64	A011n_PN4f_00001-34	4	発表	e65	before
A011n_PN4f_00001-34	4	発表	e65	A011n_PN4f_00001-34	16	さ	e66	contains
A011n_PN4f_00001-35	8	出さ	e68	A011n_PN4f_00001-35	14	利用	e69	before
A011n_PN4f_00001-35	27	だぶつい	e70	A011n_PN4f_00001-35	36	み	e71	before
A011n_PN4f_00001-35	36	み	e71	A011n_PN4f_00001-36	28	偽っ	e72	after
A011n_PN4f_00001-36	28	偽っ	e72	A011n_PN4f_00001-36	30	申請	e73	before
A011n_PN4f_00001-36	52	受け	e75	A011n_PN4f_00001-36	56	持た	e76	before
A011n_PN4f_00001-36	56	持た	e76	A011n_PN4f_00001-40	1	駆けつけ	e77	contains
A011n_PN4f_00001-40	1	駆けつけ	e77	A011n_PN4f_00001-40	5	確認	e78	before
A011n_PN4f_00001-40	5	確認	e78	A011n_PN4f_00001-40	31	盗ま	e79	after
