event1_sent_id	event1_index	event1_word	event1_id	event2_sent_id	event2_index	event2_word	event2_id	reltype
A037n_PN2d_00003-5	13	続伸	e3	A037n_PN2d_00003-6	3	打ち出し	e4	after
A037n_PN2d_00003-6	3	打ち出し	e4	A037n_PN2d_00003-6	22	吹き飛ばし	e5	before
A037n_PN2d_00003-6	22	吹き飛ばし	e5	A037n_PN2d_00003-7	15	起こる	e6	before
A037n_PN2d_00003-7	15	起こる	e6	A037n_PN2d_00003-7	18	薄れ	e7	after
A037n_PN2d_00003-7	18	薄れ	e7	A037n_PN2d_00003-7	24	つく	e8	before
A037n_PN2d_00003-7	46	つながら	e12	A037n_PN2d_00003-7	57	催促	e13	after
A037n_PN2d_00003-7	57	催促	e13	A037n_PN2d_00003-7	61	ある	e14	equal
A037n_PN2d_00003-7	61	ある	e14	A037n_PN2d_00003-8	5	交錯	e15	after
A037n_PN2d_00003-8	5	交錯	e15	A037n_PN2d_00003-8	11	追っ	e16	before
A037n_PN2d_00003-12	4	示す	e17	A037n_PN2d_00003-12	7	動い	e18	contains
A037n_PN2d_00003-12	7	動い	e18	A037n_PN2d_00003-13	5	比べ	e19	before
A037n_PN2d_00003-14	20	比べ	e21	A037n_PN2d_00003-14	29	示し	e22	before
A037n_PN2d_00003-14	29	示し	e22	A037n_PN2d_00003-15	14	ふれる	e23	after
A037n_PN2d_00003-15	14	ふれる	e23	A037n_PN2d_00003-15	20	あっ	e24	after
A037n_PN2d_00003-15	20	あっ	e24	A037n_PN2d_00003-17	14	加わっ	e25	after
A037n_PN2d_00003-17	14	加わっ	e25	A037n_PN2d_00003-18	9	下落	e26	after
A037n_PN2d_00003-18	9	下落	e26	A037n_PN2d_00003-20	11	出る	e27	before
A037n_PN2d_00003-20	11	出る	e27	A037n_PN2d_00003-20	26	開始	e28	before
A037n_PN2d_00003-20	26	開始	e28	A037n_PN2d_00003-21	39	つながっ	e29	after
A037n_PN2d_00003-21	39	つながっ	e29	A037n_PN2d_00003-22	5	受け	e30	after
A037n_PN2d_00003-22	5	受け	e30	A037n_PN2d_00003-22	16	続伸	e31	before
A037n_PN2d_00003-22	16	続伸	e31	A037n_PN2d_00003-22	27	かける	e32	before
A037n_PN2d_00003-22	27	かける	e32	A037n_PN2d_00003-23	2	静観	e33	after
A037n_PN2d_00003-23	2	静観	e33	A037n_PN2d_00003-23	19	続い	e34	before
A037n_PN2d_00003-23	19	続い	e34	A037n_PN2d_00003-23	25	出せ	e35	contains
A037n_PN2d_00003-23	25	出せ	e35	A037n_PN2d_00003-23	28	持た	e36	during
A037n_PN2d_00003-23	28	持た	e36	A037n_PN2d_00003-23	33	感じ	e37	contains
A037n_PN2d_00003-26	7	行き	e39	A037n_PN2d_00003-26	9	戻り	e40	vague
A037n_PN2d_00003-26	9	戻り	e40	A037n_PN2d_00003-26	14	あっ	e41	during
A037n_PN2d_00003-26	14	あっ	e41	A037n_PN2d_00003-26	26	上げ	e42	during
A037n_PN2d_00003-26	26	上げ	e42	A037n_PN2d_00003-27	6	走っ	e43	after
A037n_PN2d_00003-27	6	走っ	e43	A037n_PN2d_00003-27	21	出	e44	before
A037n_PN2d_00003-27	21	出	e44	A037n_PN2d_00003-27	35	回っ	e45	before
A037n_PN2d_00003-27	35	回っ	e45	A037n_PN2d_00003-27	48	誘っ	e46	contains
A037n_PN2d_00003-27	48	誘っ	e46	A037n_PN2d_00003-28	20	安	e47	after
A037n_PN2d_00003-28	20	安	e47	A037n_PN2d_00003-28	23	思っ	e48	equal
