event1_sent_id	event1_index	event1_word	event1_id	event2_sent_id	event2_index	event2_word	event2_id	reltype
A031n_PN5b_00002-6	29	広げ	e6	A031n_PN5b_00002-6	33	乗る	e7	before
A031n_PN5b_00002-6	33	乗る	e7	A031n_PN5b_00002-8	5	指さし	e8	contains
A031n_PN5b_00002-10	41	設置	e11	A031n_PN5b_00002-11	5	汗	e12	contains
A031n_PN5b_00002-11	5	汗	e12	A031n_PN5b_00002-11	11	掘っ	e13	equal
A031n_PN5b_00002-11	11	掘っ	e13	A031n_PN5b_00002-11	13	設置	e14	before
A031n_PN5b_00002-11	13	設置	e14	A031n_PN5b_00002-11	22	流す	e15	before
A031n_PN5b_00002-11	22	流す	e15	A031n_PN5b_00002-12	11	かすめ	e16	after
A031n_PN5b_00002-14	29	なり	e20	A031n_PN5b_00002-14	33	なっ	e21	before
A031n_PN5b_00002-14	33	なっ	e21	A031n_PN5b_00002-16	14	ある	e22	during
A031n_PN5b_00002-16	14	ある	e22	A031n_PN5b_00002-17	10	減っ	e23	contains
A031n_PN5b_00002-17	10	減っ	e23	A031n_PN5b_00002-18	18	追い詰め	e24	before
A031n_PN5b_00002-18	18	追い詰め	e24	A031n_PN5b_00002-18	26	話す	e25	contains
A031n_PN5b_00002-18	26	話す	e25	A031n_PN5b_00002-19	6	営巣	e26	after
A031n_PN5b_00002-19	6	営巣	e26	A031n_PN5b_00002-19	15	茂っ	e27	before
A031n_PN5b_00002-19	15	茂っ	e27	A031n_PN5b_00002-20	7	刈り	e28	before
A031n_PN5b_00002-20	7	刈り	e28	A031n_PN5b_00002-20	16	置い	e29	before
A031n_PN5b_00002-20	26	嫌わ	e31	A031n_PN5b_00002-21	30	敷き詰め	e32	before
A031n_PN5b_00002-21	39	撤去	e34	A031n_PN5b_00002-22	5	張り	e35	before
A031n_PN5b_00002-22	5	張り	e35	A031n_PN5b_00002-22	14	置く	e36	before
A031n_PN5b_00002-22	23	する	e38	A031n_PN5b_00002-22	33	こらす	e39	after
A031n_PN5b_00002-23	13	確認	e40	A031n_PN5b_00002-24	2	めがけ	e41	contains
A031n_PN5b_00002-24	2	めがけ	e41	A031n_PN5b_00002-24	6	ダイビング	e42	before
A031n_PN5b_00002-24	6	ダイビング	e42	A031n_PN5b_00002-24	16	休ま	e43	vague
A031n_PN5b_00002-24	16	休ま	e43	A031n_PN5b_00002-25	8	生活	e44	during
A031n_PN5b_00002-25	26	生きる	e48	A031n_PN5b_00002-27	10	歩く	e49	contains
A031n_PN5b_00002-28	6	ある	e51	A031n_PN5b_00002-28	19	見学	e52	equal
A031n_PN5b_00002-28	19	見学	e52	A031n_PN5b_00002-32	3	設置	e53	after
A031n_PN5b_00002-32	24	写す	e54	A031n_PN5b_00002-36	11	作る	e55	vague
A031n_PN5b_00002-36	11	作る	e55	A031n_PN5b_00002-36	27	あっ	e56	after
A031n_PN5b_00002-36	27	あっ	e56	A031n_PN5b_00002-37	10	取り組む	e57	during
A031n_PN5b_00002-37	10	取り組む	e57	A031n_PN5b_00002-37	26	合わせ	e58	contains
A031n_PN5b_00002-37	26	合わせ	e58	A031n_PN5b_00002-37	28	企画	e59	equal
A031n_PN5b_00002-37	28	企画	e59	A031n_PN5b_00002-37	36	受講	e60	before
A031n_PN5b_00002-37	36	受講	e60	A031n_PN5b_00002-38	36	とどめ	e61	vague
A031n_PN5b_00002-38	36	とどめ	e61	A031n_PN5b_00002-38	45	なっ	e62	before
A031n_PN5b_00002-38	45	なっ	e62	A031n_PN5b_00002-39	9	使っ	e63	vague
A031n_PN5b_00002-39	9	使っ	e63	A031n_PN5b_00002-39	16	挑戦	e64	equal
A031n_PN5b_00002-39	16	挑戦	e64	A031n_PN5b_00002-40	13	作る	e65	before
A031n_PN5b_00002-40	13	作る	e65	A031n_PN5b_00002-40	19	応じ	e66	after
