event1_sent_id	event1_index	event1_word	event1_id	event2_sent_id	event2_index	event2_word	event2_id	reltype
A025n_PN3c_00002-5	6	歴訪	e1	A025n_PN3c_00002-5	24	受け	e2	before
A025n_PN3c_00002-5	24	受け	e2	A025n_PN3c_00002-5	41	取り付け	e3	before
A025n_PN3c_00002-5	55	得る	e4	A025n_PN3c_00002-5	58	あげ	e5	is_included
A025n_PN3c_00002-5	58	あげ	e5	A025n_PN3c_00002-6	6	反対	e6	after
A025n_PN3c_00002-7	5	歩み寄っ	e10	A025n_PN3c_00002-7	23	再	e11	before
A025n_PN3c_00002-7	23	再	e11	A025n_PN3c_00002-7	28	し	e12	after
A025n_PN3c_00002-7	28	し	e12	A025n_PN3c_00002-8	25	向け	e13	vague
A025n_PN3c_00002-8	25	向け	e13	A025n_PN3c_00002-8	32	役立つ	e14	before
A025n_PN3c_00002-8	32	役立つ	e14	A025n_PN3c_00002-8	35	述べ	e15	after
A025n_PN3c_00002-8	35	述べ	e15	A025n_PN3c_00002-8	45	組ん	e16	after
A025n_PN3c_00002-8	45	組ん	e16	A025n_PN3c_00002-8	55	積極	e17	before
A025n_PN3c_00002-8	55	積極	e17	A025n_PN3c_00002-8	62	整っ	e18	after
A025n_PN3c_00002-8	62	整っ	e18	A025n_PN3c_00002-8	68	強調	e19	contains
A025n_PN3c_00002-8	68	強調	e19	A025n_PN3c_00002-9	21	リンク	e20	before
A025n_PN3c_00002-9	21	リンク	e20	A025n_PN3c_00002-9	32	取り組む	e21	before
A025n_PN3c_00002-9	32	取り組む	e21	A025n_PN3c_00002-9	35	し	e22	after
A025n_PN3c_00002-9	39	働く	e23	A025n_PN3c_00002-10	7	歓迎	e24	contains
A025n_PN3c_00002-10	7	歓迎	e24	A025n_PN3c_00002-10	18	協議	e25	before
A025n_PN3c_00002-10	52	念押し	e27	A025n_PN3c_00002-13	27	借り	e28	after
A025n_PN3c_00002-13	27	借り	e28	A025n_PN3c_00002-14	9	上る	e29	before
A025n_PN3c_00002-16	6	なっ	e31	A025n_PN3c_00002-16	18	協議	e32	before
A025n_PN3c_00002-16	18	協議	e32	A025n_PN3c_00002-17	3	開か	e33	after
A025n_PN3c_00002-21	39	難しい	e43	A025n_PN3c_00002-22	8	さる	e44	after
A025n_PN3c_00002-22	8	さる	e44	A025n_PN3c_00002-22	24	話し合う	e45	before
A025n_PN3c_00002-22	24	話し合う	e45	A025n_PN3c_00002-22	28	開催	e46	after
A025n_PN3c_00002-22	28	開催	e46	A025n_PN3c_00002-22	36	提言	e47	after
A025n_PN3c_00002-23	16	なり	e49	A025n_PN3c_00002-24	17	本気	e50	vague
A025n_PN3c_00002-24	17	本気	e50	A025n_PN3c_00002-24	22	判断	e51	vague
A025n_PN3c_00002-24	22	判断	e51	A025n_PN3c_00002-24	36	見	e52	after
