event1_id	event2_id	reltype
e1	e2	after
e2	e3	before
e3	e4	after
e4	e5	before
e7	e8	during
e10	e11	equal
e11	e12	before
e12	e13	after
e13	e14	before
e14	e15	after
e15	e16	during
e16	e17	contains
e20	e21	before
e23	e24	after
e24	e25	before
e25	e26	after
e28	e29	before
e29	e30	after
e30	e31	equal
e31	e32	contains
e32	e33	before
e33	e34	before
e35	e36	contains
e36	e37	before
e39	e40	contains
e40	e41	before
e41	e42	during
e42	e43	after
e43	e44	equal
e44	e45	before
e45	e46	before
e46	e47	before
e47	e48	equal
e53	e54	before
e56	e57	contains
e57	e58	before
e68	e69	contains
e71	e72	contains
e73	e74	during
e74	e75	contains
e75	e76	before
e79	e80	after
e80	e81	after
e81	e82	before
e86	e87	during
e89	e90	before
e92	e93	before
e96	e97	after
e102	e103	before
e103	e104	vague
e104	e105	before
e105	e106	after
e108	e109	vague
e110	e111	contains
e117	e118	contains
e118	e119	equal
e119	e120	before
e120	e121	after
e123	e124	before
e124	e125	equal
e131	e132	contains
e132	e133	after
e133	e134	during
e136	e137	before
e137	e138	after
e138	e139	before
e139	e140	before
e140	e141	before
e141	e142	before
e144	e145	after
e145	e146	equal
e146	e147	before
e150	e151	after
e151	e152	equal
e152	e153	contains
e153	e154	before
e154	e155	before
e157	e158	after
e158	e159	equal
e161	e162	after
e162	e163	before
e163	e164	before
e167	e168	before
e168	e169	before
e172	e173	vague
e175	e176	after
e181	e182	during
e182	e183	contains
e186	e187	contains
e187	e188	during
e188	e189	contains
e189	e190	before
e190	e191	after
e191	e192	after
e192	e193	contains
e193	e194	meets
e194	e195	equal
e196	e197	before
e197	e198	vague
e198	e199	after
e201	e202	before
e202	e203	vague
e203	e204	before
e204	e205	after
e205	e206	before
e207	e208	before
e210	e211	before
e211	e212	equal
e212	e213	after
e213	e214	before
e214	e215	before
e215	e216	vague
e216	e217	vague
e217	e218	vague
e219	e220	after
e228	e229	before
e231	e232	after
e232	e233	after
e233	e234	before
e234	e235	during
e239	e240	contains
e243	e244	before
e244	e245	before
