event1_id	event2_id	reltype
e1	e2	after
e2	e3	before
e3	e4	contains
e4	e5	after
e5	e6	before
e6	e7	equal
e7	e8	before
e8	e9	after
e9	e10	before
e12	e13	after
e13	e14	before
e14	e15	before
e17	e18	before
e18	e19	before
e20	e21	after
e21	e22	after
e24	e25	contains
e26	e27	during
e27	e28	after
e28	e29	before
e32	e33	contains
e33	e34	after
e37	e38	equal
e40	e41	before
e42	e43	after
e43	e44	before
e44	e45	after
e45	e46	during
e46	e47	contains
e50	e51	before
e51	e52	after
e52	e53	after
e53	e54	before
e54	e55	before
e55	e56	before
e56	e57	during
e57	e58	contains
e58	e59	contains
e59	e60	after
e60	e61	vague
e61	e62	before
e65	e66	equal
e66	e67	before
e67	e68	after
e68	e69	before
