event1_id	event2_id	reltype
e4	e5	before
e5	e6	before
e6	e7	equal
e7	e8	contains
e8	e9	equal
e11	e12	after
e12	e13	equal
e15	e16	after
e16	e17	before
e17	e18	before
e18	e19	equal
e19	e20	before
e20	e21	equal
e21	e22	vague
e27	e28	before
e33	e34	before
e34	e35	before
e35	e36	equal
e36	e37	before
e40	e41	vague
e43	e44	after
e44	e45	before
e45	e46	before
e46	e47	equal
e47	e48	before
e48	e49	before
e49	e50	during
e50	e51	after
e51	e52	after
e52	e53	before
e55	e56	before
e56	e57	before
e59	e60	before
e60	e61	meets
e61	e62	after
e62	e63	before
e63	e64	equal
e66	e67	before
e67	e68	after
e68	e69	before
e69	e70	before
e71	e72	after
e72	e73	before
e73	e74	before
