event1_id	event2_id	reltype
e1	e2	contains
e4	e5	before
e5	e6	before
e6	e7	before
e7	e8	meets
e8	e9	after
e9	e10	equal
e10	e11	before
e14	e15	before
e20	e21	equal
e23	e24	after
e24	e25	after
e25	e26	before
e26	e27	before
e29	e30	equal
e34	e35	equal
e35	e36	equal
e40	e41	before
e41	e42	before
e46	e47	vague
e47	e48	vague
e48	e49	after
e54	e55	before
e55	e56	before
e59	e60	before
e60	e61	before
e61	e62	after
e64	e65	after
e65	e66	before
e66	e67	equal
e67	e68	contains
e68	e69	after
e69	e70	before
e70	e71	before
e71	e72	before
e72	e73	after
e73	e74	after
e74	e75	before
