event1_id	event2_id	reltype
e3	e4	after
e4	e5	before
e5	e6	vague
e6	e7	after
e7	e8	before
e8	e9	equal
e9	e10	after
e10	e11	vague
e11	e12	before
e12	e13	before
e13	e14	before
e16	e17	after
e17	e18	before
e18	e19	before
e23	e24	before
e28	e29	before
e29	e30	during
e30	e31	contains
e31	e32	before
e32	e33	during
e33	e34	contains
e34	e35	before
e35	e36	during
e38	e39	contains
e39	e40	before
e44	e45	after
e45	e46	vague
e46	e47	contains
e48	e49	contains
e49	e50	vague
e52	e53	before
e53	e54	vague
e54	e55	vague
e55	e56	before
e56	e57	contains
e57	e58	vague
e58	e59	before
e61	e62	equal
e62	e63	after
e65	e66	finishes
