event1_id	event2_id	reltype
e9	e10	equal
e10	e11	equal
e11	e12	contains
e13	e14	equal
e14	e15	before
e15	e16	vague
e18	e19	vague
e19	e20	before
e20	e21	before
e26	e27	before
e29	e30	vague
e30	e31	equal
e32	e33	contains
e33	e34	during
e37	e38	equal
e39	e40	vague
e42	e43	vague
e43	e44	equal
e44	e45	contains
e45	e46	vague
e47	e48	before
e48	e49	before
e49	e50	before
e50	e51	equal
e51	e52	vague
e53	e54	contains
e54	e55	vague
e55	e56	vague
e56	e57	after
e57	e58	before
e58	e59	before
e59	e60	before
e60	e61	before
e62	e63	vague
e63	e64	finishes
e64	e65	vague
e67	e68	vague
e68	e69	vague
e69	e70	before
e70	e71	contains
e71	e72	vague
e74	e75	vague
e77	e78	contains
e79	e80	equal
e80	e81	contains
e81	e82	before
e82	e83	before
e83	e84	after
e84	e85	before
e86	e87	during
e87	e88	before
e90	e91	vague
e91	e92	before
e92	e93	before
e96	e97	before
e97	e98	meets
e99	e100	equal
e100	e101	vague
e101	e102	vague
e105	e106	before
e108	e109	before
e113	e114	before
e114	e115	before
e115	e116	meets
e117	e118	before
e120	e121	before
e121	e122	contains
e123	e124	identity
e126	e127	before
e129	e130	before
e130	e131	before
e131	e132	before
e133	e134	before
e136	e137	before
e137	e138	before
e138	e139	before
