event1_id	event2_id	reltype
e1	e2	before
e2	e3	equal
e4	e5	before
e5	e6	after
e6	e7	before
e7	e8	before
e8	e9	after
e9	e10	equal
e10	e11	before
e11	e12	after
e12	e13	equal
e13	e14	after
e14	e15	before
e15	e16	before
e17	e18	before
e19	e20	before
e20	e21	before
e21	e22	before
e22	e23	after
e23	e24	equal
e25	e26	after
e26	e27	equal
e27	e28	before
e31	e32	contains
e32	e33	during
e33	e34	during
e34	e35	equal
e35	e36	before
e36	e37	before
e37	e38	after
e38	e39	before
e39	e40	after
e40	e41	before
e41	e42	after
e42	e43	after
e43	e44	before
e44	e45	before
e45	e46	before
e46	e47	vague
e48	e49	before
e49	e50	before
e50	e51	after
e51	e52	after
e52	e53	before
e53	e54	before
e55	e56	after
e58	e59	before
e59	e60	contains
e62	e63	during
e64	e65	contains
e65	e66	equal
e71	e72	equal
e72	e73	before
