event1_id	event2_id	reltype
e3	e4	after
e4	e5	before
e5	e6	before
e6	e7	after
e7	e8	before
e12	e13	after
e13	e14	equal
e14	e15	after
e15	e16	before
e17	e18	contains
e18	e19	before
e21	e22	before
e22	e23	after
e23	e24	after
e24	e25	after
e25	e26	after
e26	e27	before
e27	e28	before
e28	e29	after
e29	e30	after
e30	e31	before
e31	e32	before
e32	e33	after
e33	e34	before
e34	e35	contains
e35	e36	during
e36	e37	contains
e39	e40	vague
e40	e41	during
e41	e42	during
e42	e43	after
e43	e44	before
e44	e45	before
e45	e46	contains
e46	e47	after
e47	e48	equal
e48	e49	before
e52	e53	before
e53	e54	contains
e54	e55	after
e57	e58	equal
e58	e59	contains
e59	e60	before
e60	e61	after
e61	e62	equal
e64	e65	after
e65	e66	before
e68	e69	before
e69	e70	before
e72	e73	before
e73	e74	before
e74	e75	vague
e75	e76	after
e76	e77	after
e77	e78	before
e78	e79	during
e79	e80	before
e80	e81	after
e81	e82	before
e82	e83	before
e83	e84	vague
e84	e85	after
e85	e86	before
e90	e91	before
e91	e92	before
e92	e93	after
e93	e94	before
e96	e97	after
e97	e98	vague
e98	e99	after
e99	e100	before
e100	e101	after
e101	e102	before
e102	e103	equal
e103	e104	before
e104	e105	before
e105	e106	before
e106	e107	equal
e107	e108	after
e108	e109	vague
e111	e112	contains
e112	e113	during
e113	e114	contains
e114	e115	before
e115	e116	before
e116	e117	equal
e117	e118	before
e118	e119	before
e119	e120	before
e120	e121	after
e121	e122	after
e122	e123	contains
e125	e126	contains
e126	e127	after
e127	e128	before
e128	e129	equal
e130	e131	before
e131	e132	equal
e132	e133	contains
