event1_id	event2_id	reltype
e2	e3	equal
e3	e4	vague
e10	e11	contains
e13	e14	during
e14	e15	contains
e15	e16	after
e16	e17	after
e18	e19	vague
e21	e22	before
e22	e23	before
e23	e24	equal
e24	e25	after
e25	e26	vague
e31	e32	before
e34	e35	contains
e37	e38	before
e40	e41	equal
e47	e48	before
e48	e49	contains
e49	e50	vague
e50	e51	after
e51	e52	after
e52	e53	during
e56	e57	before
e61	e62	equal
e63	e64	before
e64	e65	before
e69	e70	equal
e70	e71	after
e71	e72	before
e72	e73	after
e73	e74	after
e74	e75	before
e77	e78	vague
e78	e79	vague
e79	e80	during
