event1_id	event2_id	reltype
e3	e4	equal
e4	e5	equal
e7	e8	contains
e8	e9	contains
e9	e10	contains
e12	e13	before
e13	e14	before
e14	e15	after
e15	e16	vague
e17	e18	before
e18	e19	after
e19	e20	after
e20	e21	before
e21	e22	after
e22	e23	before
e23	e24	after
e24	e25	before
e25	e26	after
e26	e27	after
e27	e28	equal
e28	e29	before
e29	e30	before
e32	e33	after
e33	e34	before
e38	e39	started-by
e39	e40	vague
e40	e41	before
e43	e44	during
e44	e45	contains
e47	e48	equal
e48	e49	equal
e49	e50	after
e50	e51	before
e51	e52	equal
e52	e53	contains
e53	e54	equal
e54	e55	during
e55	e56	contains
e58	e59	before
e59	e60	equal
e60	e61	equal
e61	e62	equal
e69	e70	equal
e70	e71	before
e71	e72	after
e72	e73	before
e73	e74	after
e74	e75	after
e75	e76	after
e78	e79	before
e79	e80	vague
e80	e81	contains
e81	e82	during
e88	e89	equal
e89	e90	identity
e92	e93	contains
e95	e96	equal
e96	e97	before
e97	e98	during
e98	e99	before
e99	e100	vague
e100	e101	before
e103	e104	contains
e104	e105	before
e107	e108	equal
e110	e111	before
e111	e112	before
e114	e115	before
e119	e120	equal
e120	e121	vague
