event1_id	event2_id	reltype
e1	e2	after
e2	e3	contains
e3	e4	before
e5	e6	before
e7	e8	after
e8	e9	before
e9	e10	contains
e12	e13	vague
e15	e16	before
e16	e17	equal
e19	e20	after
e22	e23	before
e23	e24	before
e26	e27	after
e30	e31	equal
e31	e32	after
e33	e34	before
e38	e39	during
e39	e40	contains
e40	e41	before
e41	e42	before
e42	e43	after
e43	e44	before
e44	e45	equal
e45	e46	after
e46	e47	before
e47	e48	after
e48	e49	after
e49	e50	vague
e50	e51	vague
e51	e52	before
e52	e53	after
e55	e56	after
e56	e57	before
e57	e58	after
e58	e59	after
e59	e60	after
e60	e61	equal
e61	e62	before
e62	e63	equal
e63	e64	before
e64	e65	before
e65	e66	after
e66	e67	after
e68	e69	before
e69	e70	before
e70	e71	during
e71	e72	contains
e72	e73	before
e73	e74	before
e74	e75	during
e75	e76	contains
