event1_id	event2_id	reltype
e1	e2	contains
e2	e3	before
e3	e4	after
e4	e5	after
e5	e6	during
e6	e7	equal
e12	e13	during
e13	e14	contains
e14	e15	before
e15	e16	before
e16	e17	after
e17	e18	equal
e18	e19	contains
e21	e22	vague
e22	e23	before
e23	e24	after
e24	e25	before
e29	e30	equal
e30	e31	equal
e31	e32	contains
e32	e33	after
e33	e34	before
e34	e35	equal
e37	e38	equal
e40	e41	vague
e41	e42	after
e42	e43	before
e43	e44	contains
e44	e45	after
e45	e46	equal
e46	e47	before
e49	e50	finishes
e50	e51	after
e51	e52	after
e54	e55	equal
e55	e56	vague
e56	e57	before
e57	e58	after
e58	e59	before
e59	e60	after
e60	e61	contains
e61	e62	before
e62	e63	after
e63	e64	before
e64	e65	before
e67	e68	vague
e68	e69	before
e69	e70	after
e72	e73	before
e73	e74	contains
