event1_id	event2_id	reltype
e6	e7	before
e7	e8	contains
e11	e12	contains
e12	e13	equal
e13	e14	before
e14	e15	before
e15	e16	after
e20	e21	before
e21	e22	during
e22	e23	contains
e23	e24	before
e24	e25	contains
e25	e26	after
e26	e27	before
e27	e28	before
e28	e29	before
e31	e32	before
e34	e35	before
e35	e36	before
e38	e39	after
e40	e41	contains
e41	e42	before
e42	e43	vague
e43	e44	during
e48	e49	contains
e51	e52	equal
e52	e53	after
e54	e55	vague
e55	e56	after
e56	e57	during
e57	e58	contains
e58	e59	equal
e59	e60	before
e60	e61	vague
e61	e62	before
e62	e63	vague
e63	e64	equal
e64	e65	before
e65	e66	after
