time_sent_id	time_index	time_word	time_id
A050n_PN2b_00004-5	18	２	t1
A050n_PN2b_00004-6	9	今後	
A050n_PN2b_00004-7	10	同日	t2
A050n_PN2b_00004-9	7	２	t3
A050n_PN2b_00004-9	39	２	t4
A050n_PN2b_00004-12	5	２	t5
A050n_PN2b_00004-12	9	来週	t6
A050n_PN2b_00004-13	1	２	t7
A050n_PN2b_00004-18	7	２	t8
A050n_PN2b_00004-18	22	２	t9
A050n_PN2b_00004-18	47	数	t10
A050n_PN2b_00004-19	4	２	t11
A050n_PN2b_00004-20	6	２	t12
A050n_PN2b_00004-26	18	２	t13
A050n_PN2b_00004-27	27	３	t14
A050n_PN2b_00004-29	3	過去	t15
A050n_PN2b_00004-35	1	昨年	t16
