time_sent_id	time_index	time_word	time_id
A052n_PN2e_00004-4	3	１	t1
A052n_PN2e_00004-8	20	八	t2
A052n_PN2e_00004-12	1	一	t3
A052n_PN2e_00004-13	19	二	t4
A052n_PN2e_00004-20	1	三	t5
A052n_PN2e_00004-21	4	六	t6
A052n_PN2e_00004-21	30	秋	t7
A052n_PN2e_00004-24	3	１	t8
A052n_PN2e_00004-25	9	十	t9
A052n_PN2e_00004-25	32	現	
A052n_PN2e_00004-26	7	来年	t10
A052n_PN2e_00004-27	2	今年	t11
A052n_PN2e_00004-27	5	六	t12
A052n_PN2e_00004-29	8	十	t13
A052n_PN2e_00004-32	5	１	t14
A052n_PN2e_00004-33	3	１	t15
A052n_PN2e_00004-34	9	十	t16
A052n_PN2e_00004-35	3	約	t17
A052n_PN2e_00004-35	12	二	t18
A052n_PN2e_00004-37	6	一	t19
A052n_PN2e_00004-38	36	先月	t20
