time_sent_id	time_index	time_word	time_id
A035n_PN1e_00003-1	6	３	t1
A035n_PN1e_00003-5	14	１	t2
A035n_PN1e_00003-6	19	４	t3
A035n_PN1e_00003-11	5	２	t4
A035n_PN1e_00003-18	15	２	t5
A035n_PN1e_00003-21	1	昨年	
A035n_PN1e_00003-22	15	１	t6
A035n_PN1e_00003-22	27	約	t7
A035n_PN1e_00003-26	6	１	t8
A035n_PN1e_00003-27	10	３	t9
A035n_PN1e_00003-28	2	３	t10
A035n_PN1e_00003-41	10	１	t11
A035n_PN1e_00003-43	2	昨年	t12
A035n_PN1e_00003-44	17	１	t13
A035n_PN1e_00003-45	1	午後	t14
A035n_PN1e_00003-45	28	今後	t15
A035n_PN1e_00003-51	2	前日	t16
A035n_PN1e_00003-51	15	この	t17
A035n_PN1e_00003-52	1	３	t18
A035n_PN1e_00003-57	7	昨冬	t19
A035n_PN1e_00003-61	10	５	t20
A035n_PN1e_00003-71	2	この	t21
A035n_PN1e_00003-73	13	春	
A035n_PN1e_00003-74	10	毎日	t22
A035n_PN1e_00003-74	23	昨年	t23
A035n_PN1e_00003-81	8	２	t24
A035n_PN1e_00003-81	17	３	t25
A035n_PN1e_00003-84	3	４	t26
A035n_PN1e_00003-87	18	４	t27
A035n_PN1e_00003-91	9	２	t28
