time_sent_id	time_index	time_word	time_id
A021n_PN2e_00002-3	31	二十	t1
A021n_PN2e_00002-4	2	本	t2
A021n_PN2e_00002-5	1	三	t3
A021n_PN2e_00002-5	20	三	t4
A021n_PN2e_00002-5	32	五	t5
A021n_PN2e_00002-5	48	四	t6
A021n_PN2e_00002-5	67	四	t7
A021n_PN2e_00002-12	1	二	t8
A021n_PN2e_00002-16	16	一	t9
A021n_PN2e_00002-16	21	二	t10
A021n_PN2e_00002-16	27	三	t11
A021n_PN2e_00002-18	2	一	t12
A021n_PN2e_00002-18	18	九	t13
A021n_PN2e_00002-19	1	二	t14
A021n_PN2e_00002-20	2	二	t15
A021n_PN2e_00002-25	12	二	t16
A021n_PN2e_00002-25	44	一	t17
A021n_PN2e_00002-25	49	二	t18
A021n_PN2e_00002-29	8	一	t19
A021n_PN2e_00002-29	26	九	t20
A021n_PN2e_00002-29	37	二	t21
A021n_PN2e_00002-30	7	一	
A021n_PN2e_00002-30	17	九	
A021n_PN2e_00002-32	2	九	t22
A021n_PN2e_00002-33	1	同年	t23
