event1_sent_id	root1_index	root1_word	root1
A038n_PN2f_00003-1	5	２	root1
A038n_PN2f_00003-2	6	メートル	root1
A038n_PN2f_00003-3	4	すむ	root1
A038n_PN2f_00003-4	5	幕切れ	root1
A038n_PN2f_00003-5	8	まさか	root1
A038n_PN2f_00003-6	9	潤	root1
A038n_PN2f_00003-7	13	光景	root1
A038n_PN2f_00003-8	15	目	root1
A038n_PN2f_00003-9	24	目	root1
A038n_PN2f_00003-10	6	削っ	root1
A038n_PN2f_00003-11	10	崩れ落ち	root1
A038n_PN2f_00003-12	17	年	root1
A038n_PN2f_00003-13	16	とき	root1
A038n_PN2f_00003-14	10	終わっ	root1
A038n_PN2f_00003-15	23	し	root1
A038n_PN2f_00003-16	14	けり上げ	root1
A038n_PN2f_00003-17	14	出	root1
A038n_PN2f_00003-18	35	考え	root1
A038n_PN2f_00003-19	34	見せつけ	root1
A038n_PN2f_00003-20	54	あっ	root1
A038n_PN2f_00003-21	19	繰り返し	root1
A038n_PN2f_00003-22	19	曇ら	root1
A038n_PN2f_00003-23	9	気持ち	root1
A038n_PN2f_00003-24	5	ライバル	root1
A038n_PN2f_00003-25	17	大切	root1
A038n_PN2f_00003-26	9	わけ	root1
A038n_PN2f_00003-27	11	幕切れ	root1
A038n_PN2f_00003-28	32	撮影	root1
A038n_PN2f_00003-29	12	警報	root1
A038n_PN2f_00003-30	7	共同	root1
A038n_PN2f_00003-31	46	呼び掛け	root1
A038n_PN2f_00003-32	42	いう	root1
A038n_PN2f_00003-33	5	求刑	root1
A038n_PN2f_00003-34	3	事件	root1
A038n_PN2f_00003-35	60	開か	root1
A038n_PN2f_00003-36	41	さ	root1
