event1_sent_id	root1_index	root1_word	root1
A021n_PN2e_00002-1	5	賞状	root1
A021n_PN2e_00002-2	6	式	root1
A021n_PN2e_00002-3	42	行わ	root1
A021n_PN2e_00002-4	15	応募	root1
A021n_PN2e_00002-5	71	選ば	root1
A021n_PN2e_00002-6	36	話し	root1
A021n_PN2e_00002-7	8	追う	root1
A021n_PN2e_00002-8	8	１	root1
A021n_PN2e_00002-9	10	提供	root1
A021n_PN2e_00002-10	15	出	root1
A021n_PN2e_00002-11	16	つくる	root1
A021n_PN2e_00002-12	32	みせ	root1
A021n_PN2e_00002-13	24	議員	root1
A021n_PN2e_00002-14	35	し	root1
A021n_PN2e_00002-15	51	吐か	root1
A021n_PN2e_00002-16	55	人	root1
A021n_PN2e_00002-17	12	上る	root1
A021n_PN2e_00002-18	26	倍	root1
A021n_PN2e_00002-19	12	増え	root1
A021n_PN2e_00002-20	22	い	root1
A021n_PN2e_00002-21	12	並み	root1
A021n_PN2e_00002-22	18	含ま	root1
A021n_PN2e_00002-23	17	い	root1
A021n_PN2e_00002-24	11	高かっ	root1
A021n_PN2e_00002-25	65	個人	root1
A021n_PN2e_00002-26	12	強い	root1
A021n_PN2e_00002-27	25	達し	root1
A021n_PN2e_00002-28	13	配っ	root1
A021n_PN2e_00002-29	45	人	root1
A021n_PN2e_00002-30	27	増え	root1
A021n_PN2e_00002-31	26	し	root1
A021n_PN2e_00002-32	39	配っ	root1
A021n_PN2e_00002-33	26	提供	root1
