time_id	event_id	reltype
t1	e2	contains
t2	e2	after
t3	e2	after
t4	e3	before
t4	e4	before
t5	e8	before
t6	e8	before
t7	e8	contains
t9	e15	after
t9	e16	before
t9	e19	contains
t10	e24	contains
t11	e29	before
t11	e30	contains
t11	e33	contains
t12	e35	before
tnew2	e61	before
tnew2	e62	before
tnew2	e63	before
tnew2	e64	before
t14	e61	before
t14	e62	before
t14	e63	before
t14	e64	before
t15	e61	contains
t15	e62	contains
t15	e63	before
t15	e64	before
t16	e61	after
t16	e62	after
t16	e64	after
t17	e61	after
t17	e62	after
t17	e63	after
t17	e64	after
t18	e61	after
t18	e62	after
t18	e63	before
t18	e64	contains
t19	e65	equal
