time_id	event_id	reltype
t1	e1	before
t1	e2	before
t1	e3	before
tnew1	e1	after
tnew1	e2	after
tnew1	e3	after
t2	e4	contains
t3	e4	before
t4	e6	before
t5	e6	vague
t5	e7	vague
t6	e8	after
t6	e9	before
t6	e10	overlaps
t7	e8	contains
t7	e9	contains
t7	e10	contains
t8	e12	before
t9	e16	before
t9	e17	overlaps
t11	e19	before
t11	e20	after
t11	e22	after
t11	e23	contains
t11	e24	before
t11	e26	contains
t12	e27	contains
t13	e29	before
t13	e30	before
t13	e31	before
t13	e32	contains
t13	e33	contains
t13	e34	before
t14	e36	started-by
t14	e38	overlaps
t14	e39	during
t14	e40	during
t14	e41	before
t14	e42	before
t15	e36	after
t15	e38	overlapped-by
t15	e39	during
t15	e40	overlapped-by
t15	e41	contains
t15	e42	contains
t16	e36	before
t16	e38	before
t16	e39	during
t16	e41	before
t17	e43	contains
t17	e44	overlaps
t17	e45	overlaps
t17	e46	contains
t19	e47	before
t19	e48	contains
t20	e49	after
t20	e50	after
t20	e51	after
t20	e52	after
t20	e53	after
t20	e55	vague
t20	e56	vague
t21	e60	after
t21	e61	after
t21	e62	after
t21	e63	after
t21	e64	contains
t21	e65	contains
t22	e66	contains
