time_id	event_id	reltype
t2	e6	contains
t2	e8	contains
t3	e10	equal
t3	e11	overlaps
t4	e17	during
t4	e19	contains
t4	e20	contains
t5	e17	during
t5	e18	after
t5	e19	contains
t5	e20	after
t6	e17	during
t6	e18	after
t6	e19	contains
t6	e20	after
t7	e45	after
t7	e47	contains
t8	e59	contains
t8	e60	before
t8	e61	overlaps
t10	e69	equal
t11	e71	during
t11	e72	after
t11	e73	during
t12	e74	contains
t12	e75	contains
t12	e76	contains
t12	e77	contains
t12	e78	contains
t13	e79	contains
t13	e80	contains
t13	e81	contains
t13	e82	contains
t14	e86	after
t15	e89	overlaps
t15	e90	before
t16	e91	after
t17	e97	contains
t17	e98	before
t18	e97	vague
t18	e98	vague
t19	e102	after
t20	e108	after
