event1_sent_id	event1_index	event1_word	event1_id
A015n_PN1d_00002-2	7	発表	e1
A015n_PN1d_00002-2	30	なり	e2
A015n_PN1d_00002-2	35	比べ	e3
A015n_PN1d_00002-2	54	転じ	e4
A015n_PN1d_00002-3	10	上昇	e5
A015n_PN1d_00002-3	15	伴い	e6
A015n_PN1d_00002-3	21	増え	e7
A015n_PN1d_00002-4	8	集計	e8
A015n_PN1d_00002-7	8	指揮	e9
A015n_PN1d_00002-7	39	好ましい	e10
A015n_PN1d_00002-7	45	語り	e11
A015n_PN1d_00002-7	51	公表	e12
A015n_PN1d_00002-7	75	凍結	e13
A015n_PN1d_00002-7	88	打ち出す	e14
A015n_PN1d_00002-7	91	示し	e15
A015n_PN1d_00002-10	25	数え	e16
A015n_PN1d_00002-10	31	調べる	e17
A015n_PN1d_00002-10	42	開発	e18
A015n_PN1d_00002-11	11	商品	e19
A015n_PN1d_00002-12	11	蛍光	e20
A015n_PN1d_00002-12	15	特殊	e21
A015n_PN1d_00002-12	23	照らし	e22
A015n_PN1d_00002-12	30	解析	e23
A015n_PN1d_00002-13	1	高価	e24
A015n_PN1d_00002-13	8	使用	e25
A015n_PN1d_00002-13	22	抑え	e26
A015n_PN1d_00002-13	25	いう	e27
A015n_PN1d_00002-14	11	下げ	e28
A015n_PN1d_00002-15	16	なる	e29
A015n_PN1d_00002-15	32	引き下げ	e30
A015n_PN1d_00002-15	41	する	e31
A015n_PN1d_00002-15	43	発表	e32
A015n_PN1d_00002-16	5	実施	e33
A015n_PN1d_00002-17	18	更新	e34
A015n_PN1d_00002-19	10	発表	e35
A015n_PN1d_00002-19	54	増加	e36
A015n_PN1d_00002-20	4	緩やか	e37
A015n_PN1d_00002-20	8	受け	e38
A015n_PN1d_00002-20	12	好調	e39
A015n_PN1d_00002-20	14	推移	e40
A015n_PN1d_00002-21	3	発表	e41
A015n_PN1d_00002-22	3	き	e42
A015n_PN1d_00002-22	10	急激	e43
A015n_PN1d_00002-22	14	鮮明	e44
A015n_PN1d_00002-22	16	なっ	e45
A015n_PN1d_00002-24	11	設置	e46
A015n_PN1d_00002-24	38	販売	e47
A015n_PN1d_00002-24	41	発表	e48
A015n_PN1d_00002-25	9	同じ	e49
A015n_PN1d_00002-25	13	ダウンロード	e50
A015n_PN1d_00002-25	17	比べ	e51
A015n_PN1d_00002-25	22	かから	e52
A015n_PN1d_00002-27	38	減少	e53
A015n_PN1d_00002-27	44	発表	e54
