event1_sent_id	event1_index	event1_word	event1_id
A044n_PN5b_00003-5	34	付け	e1
A044n_PN5b_00003-6	4	引っ張り	e2
A044n_PN5b_00003-6	7	なる	e3
A044n_PN5b_00003-6	11	ダメ	e4
A044n_PN5b_00003-6	20	応じ	e5
A044n_PN5b_00003-6	26	ある	e6
A044n_PN5b_00003-7	5	抑制	e7
A044n_PN5b_00003-7	23	なる	e8
A044n_PN5b_00003-7	30	持っ	e9
A044n_PN5b_00003-7	42	うなずい	e10
A044n_PN5b_00003-9	14	増やす	e11
A044n_PN5b_00003-9	24	逆	e12
A044n_PN5b_00003-9	29	実施	e13
A044n_PN5b_00003-10	4	応じ	e14
A044n_PN5b_00003-10	26	見直し	e15
A044n_PN5b_00003-11	31	増え	e16
A044n_PN5b_00003-11	36	基づく	e17
A044n_PN5b_00003-11	55	減っ	e18
A044n_PN5b_00003-12	14	加味	e19
A044n_PN5b_00003-12	21	目指し	e20
A044n_PN5b_00003-12	25	説明	e21
A044n_PN5b_00003-13	22	厳しく	e22
A044n_PN5b_00003-13	26	批判	e23
A044n_PN5b_00003-14	7	考え	e24
A044n_PN5b_00003-14	15	求め	e25
A044n_PN5b_00003-14	20	おかしく	e26
A044n_PN5b_00003-14	21	なる	e27
A044n_PN5b_00003-15	8	ある	e28
A044n_PN5b_00003-16	7	付け	e29
A044n_PN5b_00003-16	12	なくす	e30
A044n_PN5b_00003-16	15	出	e31
A044n_PN5b_00003-16	21	いう	e32
A044n_PN5b_00003-17	2	対照	e33
A044n_PN5b_00003-17	8	徹底	e34
A044n_PN5b_00003-18	2	優秀	e35
A044n_PN5b_00003-19	1	公平	e36
A044n_PN5b_00003-19	5	正当	e37
A044n_PN5b_00003-19	9	支払わ	e38
A044n_PN5b_00003-19	12	簡単	e39
A044n_PN5b_00003-19	16	移っ	e40
A044n_PN5b_00003-20	15	厳しい	e41
A044n_PN5b_00003-20	23	厳格	e42
A044n_PN5b_00003-20	25	し	e43
A044n_PN5b_00003-20	30	説明	e44
A044n_PN5b_00003-21	7	公平	e45
A044n_PN5b_00003-21	9	する	e46
A044n_PN5b_00003-21	17	評価	e47
A044n_PN5b_00003-22	1	評価	e48
A044n_PN5b_00003-22	9	選ぶ	e49
A044n_PN5b_00003-23	15	いる	e50
A044n_PN5b_00003-23	21	及ぶ	e51
A044n_PN5b_00003-24	20	あり	e52
A044n_PN5b_00003-24	26	優れ	e53
A044n_PN5b_00003-24	33	劣る	e54
A044n_PN5b_00003-25	11	変え	e55
A044n_PN5b_00003-25	16	あり	e56
A044n_PN5b_00003-25	25	繰り返し	e57
A044n_PN5b_00003-25	28	公平	e58
A044n_PN5b_00003-25	32	模索	e59
A044n_PN5b_00003-26	8	始まり	e60
A044n_PN5b_00003-26	18	面談	e61
A044n_PN5b_00003-26	25	伝える	e62
A044n_PN5b_00003-27	8	話し合っ	e63
A044n_PN5b_00003-27	15	つくる	e64
A044n_PN5b_00003-28	8	かける	e65
A044n_PN5b_00003-29	6	膨大	e66
A044n_PN5b_00003-29	10	かけ	e67
A044n_PN5b_00003-29	12	公平	e68
A044n_PN5b_00003-29	16	目指す	e69
A044n_PN5b_00003-29	23	勝つ	e70
A044n_PN5b_00003-30	2	いう	e71
A044n_PN5b_00003-30	15	転職	e72
A044n_PN5b_00003-30	18	き	e73
A044n_PN5b_00003-31	12	避けよう	e74
A044n_PN5b_00003-31	14	する	e75
A044n_PN5b_00003-32	8	引き出そう	e76
A044n_PN5b_00003-32	10	する	e77
A044n_PN5b_00003-33	4	揺れ	e78
A044n_PN5b_00003-33	13	続く	e79
A044n_PN5b_00003-35	6	増やし	e80
A044n_PN5b_00003-36	8	見渡す	e81
A044n_PN5b_00003-36	11	日本	e82
A044n_PN5b_00003-36	24	写す	e83
A044n_PN5b_00003-37	18	担当	e84
A044n_PN5b_00003-38	10	お	e85
A044n_PN5b_00003-40	3	伝わり	e86
