event1_sent_id	event1_index	event1_word	event1_id
A032n_PN5c_00002-4	3	響く	e1
A032n_PN5c_00002-5	2	カラフル	e2
A032n_PN5c_00002-5	7	そびえる	e3
A032n_PN5c_00002-5	13	人形	e4
A032n_PN5c_00002-5	18	着け	e5
A032n_PN5c_00002-5	23	駆け回る	e6
A032n_PN5c_00002-6	19	描く	e7
A032n_PN5c_00002-6	24	繰り広げ	e8
A032n_PN5c_00002-8	6	泥沼	e9
A032n_PN5c_00002-8	14	求める	e10
A032n_PN5c_00002-8	18	熱狂	e11
A032n_PN5c_00002-8	21	支持	e12
A032n_PN5c_00002-8	25	いう	e13
A032n_PN5c_00002-9	10	演出	e14
A032n_PN5c_00002-10	13	抜き去り	e15
A032n_PN5c_00002-10	20	し	e16
A032n_PN5c_00002-10	24	通し	e17
A032n_PN5c_00002-10	29	込め	e18
A032n_PN5c_00002-10	32	普遍	e19
A032n_PN5c_00002-10	37	浮き立た	e20
A032n_PN5c_00002-11	6	施し	e21
A032n_PN5c_00002-11	21	いう	e22
A032n_PN5c_00002-11	26	お	e23
A032n_PN5c_00002-12	19	教え諭す	e24
A032n_PN5c_00002-12	24	交え	e25
A032n_PN5c_00002-12	26	楽しく	e26
A032n_PN5c_00002-12	27	見せる	e27
A032n_PN5c_00002-13	15	演じ分ける	e28
A032n_PN5c_00002-14	7	悪い	e29
A032n_PN5c_00002-14	15	慣れ	e30
A032n_PN5c_00002-14	23	動き回っ	e31
A032n_PN5c_00002-14	25	様々	e32
A032n_PN5c_00002-14	29	作り出し	e33
A032n_PN5c_00002-14	33	乱れ	e34
A032n_PN5c_00002-15	7	触れ	e35
A032n_PN5c_00002-15	9	信じ	e36
A032n_PN5c_00002-15	13	得	e37
A032n_PN5c_00002-15	17	躍動	e38
A032n_PN5c_00002-15	22	乗せ	e39
A032n_PN5c_00002-15	34	発展	e40
A032n_PN5c_00002-15	38	歌い継ぐ	e41
A032n_PN5c_00002-16	4	掛け合い	e42
A032n_PN5c_00002-16	9	呼びかけ	e43
A032n_PN5c_00002-16	19	作り出す	e44
A032n_PN5c_00002-17	2	伸びやか	e45
A032n_PN5c_00002-17	12	向かっ	e46
A032n_PN5c_00002-17	21	基づく	e47
A032n_PN5c_00002-17	24	力強く	e48
A032n_PN5c_00002-17	25	伝える	e49
A032n_PN5c_00002-18	7	過ぎ	e50
A032n_PN5c_00002-18	13	絶え	e51
A032n_PN5c_00002-18	25	響い	e52
A032n_PN5c_00002-19	15	様々	e53
A032n_PN5c_00002-19	19	敷き	e54
A032n_PN5c_00002-19	21	演じ	e55
A032n_PN5c_00002-19	34	埋没	e56
A032n_PN5c_00002-19	41	惜しい	e57
A032n_PN5c_00002-26	3	熟知	e58
A032n_PN5c_00002-27	15	そんな	e59
A032n_PN5c_00002-27	17	多く	e60
A032n_PN5c_00002-27	19	ない	e61
A032n_PN5c_00002-28	6	超え	e62
A032n_PN5c_00002-28	30	分かり	e63
A032n_PN5c_00002-28	32	見せる	e64
A032n_PN5c_00002-28	35	難しい	e65
A032n_PN5c_00002-29	5	一般	e66
A032n_PN5c_00002-29	11	なる	e67
A032n_PN5c_00002-29	26	なる	e68
A032n_PN5c_00002-30	1	激しい	e69
A032n_PN5c_00002-30	6	あふれる	e70
A032n_PN5c_00002-30	9	支え	e71
A032n_PN5c_00002-31	10	裏切ら	e72
A032n_PN5c_00002-33	5	上京	e73
A032n_PN5c_00002-33	30	なる	e74
A032n_PN5c_00002-34	22	迎え	e75
A032n_PN5c_00002-35	10	狙う	e76
A032n_PN5c_00002-36	1	きらびやか	e77
A032n_PN5c_00002-36	9	隠さ	e78
A032n_PN5c_00002-37	1	スケール	e79
A032n_PN5c_00002-37	23	忠実	e80
A032n_PN5c_00002-37	25	魅力	e81
A032n_PN5c_00002-37	28	再現	e82
A032n_PN5c_00002-38	11	無くなっ	e83
A032n_PN5c_00002-38	15	寂しい	e84
A032n_PN5c_00002-39	12	ある	e85
A032n_PN5c_00002-39	17	つく	e86
A032n_PN5c_00002-40	5	いう	e87
A032n_PN5c_00002-40	8	割り引い	e88
A032n_PN5c_00002-40	15	面白い	e89
A032n_PN5c_00002-41	3	熟知	e90
A032n_PN5c_00002-41	16	的確	e91
A032n_PN5c_00002-41	18	配置	e92
A032n_PN5c_00002-42	7	さわやか	e93
A032n_PN5c_00002-42	9	力強く	e94
A032n_PN5c_00002-42	27	色	e95
A032n_PN5c_00002-42	29	体現	e96
