time_sent_id	time_index	time_word	time_id	event_sent_id	event_index	event_word	event_id	reltype
A041n_PN3d_00003-3	6	１	t1	A041n_PN3d_00003-3	29	受け	e1	contains
A041n_PN3d_00003-3	6	１	t1	A041n_PN3d_00003-3	35	退い	e2	contains
A041n_PN3d_00003-6	7	１	t2	A041n_PN3d_00003-6	15	抹消	e4	contains
A041n_PN3d_00003-8	1	１	t5	A041n_PN3d_00003-8	16	痛め	e5	contains
A041n_PN3d_00003-8	1	１	t5	A041n_PN3d_00003-8	36	続い	e6	overlapped-by
A041n_PN3d_00003-8	20	この	t6	A041n_PN3d_00003-8	16	痛め	e5	contains
A041n_PN3d_00003-8	20	この	t6	A041n_PN3d_00003-8	36	続い	e6	overlapped-by
A041n_PN3d_00003-22	1	前日	t9	A041n_PN3d_00003-22	4	並ん	e19	contains
A041n_PN3d_00003-22	1	前日	t9	A041n_PN3d_00003-22	18	目指す	e20	during
A041n_PN3d_00003-22	12	４	t10	A041n_PN3d_00003-22	4	並ん	e19	contains
A041n_PN3d_00003-22	12	４	t10	A041n_PN3d_00003-22	18	目指す	e20	contains
A041n_PN3d_00003-28	4	昨年	t11	A041n_PN3d_00003-28	12	敗れ	e27	contains
A041n_PN3d_00003-32	13	先週	t12	A041n_PN3d_00003-32	24	払っ	e34	contains
A041n_PN3d_00003-32	13	先週	t12	A041n_PN3d_00003-32	29	回っ	e35	contains
A041n_PN3d_00003-44	4	週	t13	A041n_PN3d_00003-44	11	続ける	e52	vague
A041n_PN3d_00003-48	25	３	t14	A041n_PN3d_00003-48	7	迎え	e59	contains
A041n_PN3d_00003-48	25	３	t14	A041n_PN3d_00003-48	15	制し	e60	contains
A041n_PN3d_00003-48	25	３	t14	A041n_PN3d_00003-48	23	得	e61	contains
A041n_PN3d_00003-48	25	３	t14	A041n_PN3d_00003-48	33	目指す	e62	overlaps
