time_sent_id	time_index	time_word	time_id	event_sent_id	event_index	event_word	event_id	reltype
A015n_PN1d_00002-2	5	９	t1	A015n_PN1d_00002-2	7	発表	e1	contains
A015n_PN1d_00002-2	5	９	t1	A015n_PN1d_00002-2	30	なり	e2	after
A015n_PN1d_00002-2	5	９	t1	A015n_PN1d_00002-2	35	比べ	e3	after
A015n_PN1d_00002-2	5	９	t1	A015n_PN1d_00002-2	54	転じ	e4	after
A015n_PN1d_00002-2	10	４	t2	A015n_PN1d_00002-2	7	発表	e1	before
A015n_PN1d_00002-2	10	４	t2	A015n_PN1d_00002-2	30	なり	e2	contains
A015n_PN1d_00002-2	10	４	t2	A015n_PN1d_00002-2	35	比べ	e3	vague
A015n_PN1d_00002-2	10	４	t2	A015n_PN1d_00002-2	54	転じ	e4	contains
A015n_PN1d_00002-2	32	前月	t3	A015n_PN1d_00002-2	7	発表	e1	before
A015n_PN1d_00002-2	32	前月	t3	A015n_PN1d_00002-2	30	なり	e2	before
A015n_PN1d_00002-2	32	前月	t3	A015n_PN1d_00002-2	35	比べ	e3	before
A015n_PN1d_00002-2	32	前月	t3	A015n_PN1d_00002-2	54	転じ	e4	before
A015n_PN1d_00002-2	48	３	t4	A015n_PN1d_00002-2	7	発表	e1	before
A015n_PN1d_00002-2	48	３	t4	A015n_PN1d_00002-2	35	比べ	e3	vague
A015n_PN1d_00002-2	48	３	t4	A015n_PN1d_00002-2	54	転じ	e4	contains
A015n_PN1d_00002-7	16	８	t6	A015n_PN1d_00002-7	8	指揮	e9	during
A015n_PN1d_00002-7	16	８	t6	A015n_PN1d_00002-7	45	語り	e11	contains
A015n_PN1d_00002-7	16	８	t6	A015n_PN1d_00002-7	51	公表	e12	before
A015n_PN1d_00002-7	16	８	t6	A015n_PN1d_00002-7	75	凍結	e13	during
A015n_PN1d_00002-7	16	８	t6	A015n_PN1d_00002-7	88	打ち出す	e14	before
A015n_PN1d_00002-7	16	８	t6	A015n_PN1d_00002-7	91	示し	e15	contains
A015n_PN1d_00002-7	47	１	t7	A015n_PN1d_00002-7	8	指揮	e9	during
A015n_PN1d_00002-7	47	１	t7	A015n_PN1d_00002-7	45	語り	e11	after
A015n_PN1d_00002-7	47	１	t7	A015n_PN1d_00002-7	51	公表	e12	contains
A015n_PN1d_00002-7	47	１	t7	A015n_PN1d_00002-7	75	凍結	e13	during
A015n_PN1d_00002-7	47	１	t7	A015n_PN1d_00002-7	88	打ち出す	e14	contains
A015n_PN1d_00002-7	47	１	t7	A015n_PN1d_00002-7	91	示し	e15	after
A015n_PN1d_00002-7	65	１	t8	A015n_PN1d_00002-7	8	指揮	e9	before
A015n_PN1d_00002-7	65	１	t8	A015n_PN1d_00002-7	45	語り	e11	before
A015n_PN1d_00002-7	65	１	t8	A015n_PN1d_00002-7	51	公表	e12	before
A015n_PN1d_00002-7	65	１	t8	A015n_PN1d_00002-7	75	凍結	e13	overlaps
A015n_PN1d_00002-7	65	１	t8	A015n_PN1d_00002-7	88	打ち出す	e14	before
A015n_PN1d_00002-7	65	１	t8	A015n_PN1d_00002-7	91	示し	e15	before
A015n_PN1d_00002-10	5	９	t9	A015n_PN1d_00002-10	25	数え	e16	vague
A015n_PN1d_00002-10	5	９	t9	A015n_PN1d_00002-10	31	調べる	e17	vague
A015n_PN1d_00002-10	5	９	t9	A015n_PN1d_00002-10	42	開発	e18	overlapped-by
A015n_PN1d_00002-10	13	１	t10	A015n_PN1d_00002-10	25	数え	e16	equal
A015n_PN1d_00002-10	13	１	t10	A015n_PN1d_00002-10	31	調べる	e17	equal
A015n_PN1d_00002-10	13	１	t10	A015n_PN1d_00002-10	42	開発	e18	vague
A015n_PN1d_00002-11	6	今年	t11	A015n_PN1d_00002-11	11	商品	e19	contains
A015n_PN1d_00002-15	6	９	t12	A015n_PN1d_00002-15	32	引き下げ	e30	before
A015n_PN1d_00002-15	6	９	t12	A015n_PN1d_00002-15	41	する	e31	before
A015n_PN1d_00002-15	6	９	t12	A015n_PN1d_00002-15	43	発表	e32	contains
A015n_PN1d_00002-16	1	１	t13	A015n_PN1d_00002-16	5	実施	e33	contains
A015n_PN1d_00002-17	5	今年	t14	A015n_PN1d_00002-17	18	更新	e34	before
A015n_PN1d_00002-17	9	４	t15	A015n_PN1d_00002-17	18	更新	e34	contains
A015n_PN1d_00002-19	8	９	t17	A015n_PN1d_00002-19	10	発表	e35	contains
A015n_PN1d_00002-19	8	９	t17	A015n_PN1d_00002-19	54	増加	e36	after
A015n_PN1d_00002-19	13	２	t18	A015n_PN1d_00002-19	10	発表	e35	before
A015n_PN1d_00002-19	13	２	t18	A015n_PN1d_00002-19	54	増加	e36	contains
A015n_PN1d_00002-19	50	３	t19	A015n_PN1d_00002-19	10	発表	e35	vague
A015n_PN1d_00002-19	50	３	t19	A015n_PN1d_00002-19	54	増加	e36	contains
A015n_PN1d_00002-21	6	３	t20	A015n_PN1d_00002-21	3	発表	e41	before
A015n_PN1d_00002-21	28	前年	t21	A015n_PN1d_00002-21	3	発表	e41	before
A015n_PN1d_00002-24	5	９	t22	A015n_PN1d_00002-24	11	設置	e46	during
A015n_PN1d_00002-24	5	９	t22	A015n_PN1d_00002-24	38	販売	e47	before
A015n_PN1d_00002-24	5	９	t22	A015n_PN1d_00002-24	41	発表	e48	contains
A015n_PN1d_00002-24	34	５	t23	A015n_PN1d_00002-24	11	設置	e46	during
A015n_PN1d_00002-24	34	５	t23	A015n_PN1d_00002-24	38	販売	e47	overlaps
A015n_PN1d_00002-24	34	５	t23	A015n_PN1d_00002-24	41	発表	e48	after
A015n_PN1d_00002-27	13	８	t24	A015n_PN1d_00002-27	38	減少	e53	before
A015n_PN1d_00002-27	13	８	t24	A015n_PN1d_00002-27	44	発表	e54	contains
A015n_PN1d_00002-27	16	今年	t25	A015n_PN1d_00002-27	38	減少	e53	contains
A015n_PN1d_00002-27	16	今年	t25	A015n_PN1d_00002-27	44	発表	e54	contains
