time_sent_id	time_index	time_word	time_id	event_sent_id	event_index	event_word	event_id	reltype
A048n_PN1d_00004-4	29	四	t2	A048n_PN1d_00004-4	18	問わ	e2	after
A048n_PN1d_00004-4	29	四	t2	A048n_PN1d_00004-4	45	開か	e3	contains
A048n_PN1d_00004-4	29	四	t2	A048n_PN1d_00004-4	63	果たし	e5	after
A048n_PN1d_00004-4	29	四	t2	A048n_PN1d_00004-4	72	し	e7	contains
A048n_PN1d_00004-4	29	四	t2	A048n_PN1d_00004-4	80	言い渡し	e8	contains
A048n_PN1d_00004-4	29	四	t2	A048n_PN1d_00004-4	101	棄却	e9	contains
A048n_PN1d_00004-4	38	三十	t3	A048n_PN1d_00004-4	18	問わ	e2	after
A048n_PN1d_00004-4	38	三十	t3	A048n_PN1d_00004-4	45	開か	e3	contains
A048n_PN1d_00004-4	38	三十	t3	A048n_PN1d_00004-4	63	果たし	e5	after
A048n_PN1d_00004-4	38	三十	t3	A048n_PN1d_00004-4	72	し	e7	contains
A048n_PN1d_00004-4	38	三十	t3	A048n_PN1d_00004-4	80	言い渡し	e8	contains
A048n_PN1d_00004-4	38	三十	t3	A048n_PN1d_00004-4	101	棄却	e9	contains
A048n_PN1d_00004-4	76	十	t4	A048n_PN1d_00004-4	18	問わ	e2	after
A048n_PN1d_00004-4	76	十	t4	A048n_PN1d_00004-4	45	開か	e3	after
A048n_PN1d_00004-4	76	十	t4	A048n_PN1d_00004-4	63	果たし	e5	after
A048n_PN1d_00004-4	76	十	t4	A048n_PN1d_00004-4	72	し	e7	after
A048n_PN1d_00004-4	76	十	t4	A048n_PN1d_00004-4	80	言い渡し	e8	after
A048n_PN1d_00004-4	76	十	t4	A048n_PN1d_00004-4	101	棄却	e9	after
A048n_PN1d_00004-6	22	平成	t5	A048n_PN1d_00004-6	19	共謀	e11	contains
A048n_PN1d_00004-6	22	平成	t5	A048n_PN1d_00004-6	46	まい	e12	contains
A048n_PN1d_00004-6	22	平成	t5	A048n_PN1d_00004-6	60	負わ	e13	contains
A048n_PN1d_00004-8	2	六	t6	A048n_PN1d_00004-8	12	かけ	e18	overlaps
A048n_PN1d_00004-8	2	六	t6	A048n_PN1d_00004-8	31	かかわっ	e19	overlaps
A048n_PN1d_00004-8	7	同年	t7	A048n_PN1d_00004-8	12	かけ	e18	overlapped-by
A048n_PN1d_00004-8	7	同年	t7	A048n_PN1d_00004-8	31	かかわっ	e19	overlapped-by
A048n_PN1d_00004-11	18	三十	t8	A048n_PN1d_00004-11	13	占める	e21	vague
A048n_PN1d_00004-11	18	三十	t8	A048n_PN1d_00004-11	30	迎え	e22	contains
A048n_PN1d_00004-11	18	三十	t8	A048n_PN1d_00004-11	43	追わ	e23	contains
A048n_PN1d_00004-12	2	この	t9	A048n_PN1d_00004-12	7	通関	e24	contains
A048n_PN1d_00004-13	4	六	t10	A048n_PN1d_00004-13	9	始まり	e25	contains
A048n_PN1d_00004-13	4	六	t10	A048n_PN1d_00004-13	14	入る	e26	before
A048n_PN1d_00004-13	4	六	t10	A048n_PN1d_00004-13	22	移る	e27	before
A048n_PN1d_00004-13	11	九	t11	A048n_PN1d_00004-13	9	始まり	e25	after
A048n_PN1d_00004-13	11	九	t11	A048n_PN1d_00004-13	14	入る	e26	started-by
A048n_PN1d_00004-13	11	九	t11	A048n_PN1d_00004-13	22	移る	e27	contains
A048n_PN1d_00004-15	7	今年	t12	A048n_PN1d_00004-15	27	取引	e30	contains
A048n_PN1d_00004-15	7	今年	t12	A048n_PN1d_00004-15	38	いう	e32	contains
A048n_PN1d_00004-15	16	現在	t13	A048n_PN1d_00004-15	27	取引	e30	contains
A048n_PN1d_00004-15	16	現在	t13	A048n_PN1d_00004-15	38	いう	e32	contains
A048n_PN1d_00004-20	13	六	t14	A048n_PN1d_00004-20	49	見つかっ	e33	contains
A048n_PN1d_00004-20	13	六	t14	A048n_PN1d_00004-20	60	早	e34	contains
A048n_PN1d_00004-20	13	六	t14	A048n_PN1d_00004-20	74	乗り出す	e36	contains
A048n_PN1d_00004-20	13	六	t14	A048n_PN1d_00004-20	77	あっ	e37	contains
A048n_PN1d_00004-20	21	三十	t15	A048n_PN1d_00004-20	49	見つかっ	e33	contains
A048n_PN1d_00004-20	21	三十	t15	A048n_PN1d_00004-20	60	早	e34	contains
A048n_PN1d_00004-20	21	三十	t15	A048n_PN1d_00004-20	74	乗り出す	e36	contains
A048n_PN1d_00004-20	21	三十	t15	A048n_PN1d_00004-20	77	あっ	e37	contains
A048n_PN1d_00004-20	30	五	t16	A048n_PN1d_00004-20	49	見つかっ	e33	contains
A048n_PN1d_00004-20	30	五	t16	A048n_PN1d_00004-20	60	早	e34	contains
A048n_PN1d_00004-20	30	五	t16	A048n_PN1d_00004-20	74	乗り出す	e36	contains
A048n_PN1d_00004-20	30	五	t16	A048n_PN1d_00004-20	77	あっ	e37	contains
