time_sent_id	time_index	time_word	time_id	event_sent_id	event_index	event_word	event_id	reltype
A010n_PN4c_00001-4	6	七	t1	A010n_PN4c_00001-4	35	侵入	e1	after
A010n_PN4c_00001-4	6	七	t1	A010n_PN4c_00001-4	45	及ぼし	e2	during
A010n_PN4c_00001-4	6	七	t1	A010n_PN4c_00001-4	57	し	e4	contains
A010n_PN4c_00001-5	5	先月	t2	A010n_PN4c_00001-5	34	聞い	e5	contains
A010n_PN4c_00001-9	35	一	t3	A010n_PN4c_00001-9	17	紹介	e14	overlaps
A010n_PN4c_00001-9	35	一	t3	A010n_PN4c_00001-9	43	開か	e15	overlaps
A010n_PN4c_00001-9	39	二十	t4	A010n_PN4c_00001-9	17	紹介	e14	overlapped-by
A010n_PN4c_00001-9	39	二十	t4	A010n_PN4c_00001-9	43	開か	e15	overlapped-by
A010n_PN4c_00001-13	27	２	t6	A010n_PN4c_00001-13	8	抜け	e21	contains
A010n_PN4c_00001-13	27	２	t6	A010n_PN4c_00001-13	36	漏らし	e24	contains
A010n_PN4c_00001-14	10	十	t7	A010n_PN4c_00001-14	8	育ち	e25	during
A010n_PN4c_00001-14	10	十	t7	A010n_PN4c_00001-14	18	志し	e26	contains
A010n_PN4c_00001-15	10	二十	t8	A010n_PN4c_00001-15	7	積み	e27	overlapped-by
A010n_PN4c_00001-15	10	二十	t8	A010n_PN4c_00001-15	22	抜てき	e28	contains
A010n_PN4c_00001-16	15	今年	t9	A010n_PN4c_00001-16	7	紹介	e29	contains
A010n_PN4c_00001-16	15	今年	t9	A010n_PN4c_00001-16	19	連ね	e30	contains
A010n_PN4c_00001-17	4	一昨	t10	A010n_PN4c_00001-17	12	開店	e31	contains
A010n_PN4c_00001-17	4	一昨	t10	A010n_PN4c_00001-17	19	招か	e32	contains
A010n_PN4c_00001-17	4	一昨	t10	A010n_PN4c_00001-17	29	滞在	e33	contains
A010n_PN4c_00001-17	22	約	t11	A010n_PN4c_00001-17	12	開店	e31	after
A010n_PN4c_00001-17	22	約	t11	A010n_PN4c_00001-17	19	招か	e32	after
A010n_PN4c_00001-17	22	約	t11	A010n_PN4c_00001-17	29	滞在	e33	equal
