time_sent_id	time_index	time_word	time_id	event_sent_id	event_index	event_word	event_id	reltype
A001n_PN1c_00001-5	1	９	t1	A001n_PN1c_00001-5	13	留学	e1	overlaps
A001n_PN1c_00001-5	4	９	t2	A001n_PN1c_00001-5	13	留学	e1	overlapped-by
A001n_PN1c_00001-10	11	二	t4	A001n_PN1c_00001-10	1	呼び出し	e12	contains
A001n_PN1c_00001-10	11	二	t4	A001n_PN1c_00001-10	3	注意	e13	contains
A001n_PN1c_00001-10	11	二	t4	A001n_PN1c_00001-10	7	い	e14	during
A001n_PN1c_00001-10	11	二	t4	A001n_PN1c_00001-10	28	違っ	e15	vague
A001n_PN1c_00001-10	13	三	t16	A001n_PN1c_00001-10	1	呼び出し	e12	contains
A001n_PN1c_00001-10	13	三	t16	A001n_PN1c_00001-10	3	注意	e13	contains
A001n_PN1c_00001-10	13	三	t16	A001n_PN1c_00001-10	28	違っ	e15	vague
A001n_PN1c_00001-10	24	７	t5	A001n_PN1c_00001-10	1	呼び出し	e12	vague
A001n_PN1c_00001-10	24	７	t5	A001n_PN1c_00001-10	3	注意	e13	vague
A001n_PN1c_00001-10	24	７	t5	A001n_PN1c_00001-10	7	い	e14	vague
A001n_PN1c_00001-10	24	７	t5	A001n_PN1c_00001-10	28	違っ	e15	vague
A001n_PN1c_00001-33	35	１	t7	A001n_PN1c_00001-33	20	報告	e68	before
A001n_PN1c_00001-33	35	１	t7	A001n_PN1c_00001-33	25	役立てる	e69	before
A001n_PN1c_00001-33	35	１	t7	A001n_PN1c_00001-33	54	開催	e70	starts
A001n_PN1c_00001-37	15	１	t8	A001n_PN1c_00001-37	25	行う	e71	contains
A001n_PN1c_00001-37	18	１	t9	A001n_PN1c_00001-37	25	行う	e71	contains
A001n_PN1c_00001-42	19	２	t12	A001n_PN1c_00001-42	11	取り組ん	e75	during
A001n_PN1c_00001-42	23	３	t13	A001n_PN1c_00001-42	11	取り組ん	e75	during
A001n_PN1c_00001-42	30	土	t14	A001n_PN1c_00001-42	11	取り組ん	e75	during
A001n_PN1c_00001-42	30	土	t14	A001n_PN1c_00001-42	40	応じる	e77	vague
A001n_PN1c_00001-42	32	日	t15	A001n_PN1c_00001-42	11	取り組ん	e75	during
A001n_PN1c_00001-42	32	日	t15	A001n_PN1c_00001-42	40	応じる	e77	vague
