time_sent_id	time_index	time_word	time_id	event_sent_id	event_index	event_word	event_id	reltype
A016n_PN1e_00002-3	4	九	t1	A016n_PN1e_00002-3	10	出し	e1	during
A016n_PN1e_00002-3	4	九	t1	A016n_PN1e_00002-3	29	設ける	e3	before
A016n_PN1e_00002-3	4	九	t1	A016n_PN1e_00002-3	32	表明	e4	contains
A016n_PN1e_00002-6	2	一	t2	A016n_PN1e_00002-6	8	策定	e11	contains
A016n_PN1e_00002-6	2	一	t2	A016n_PN1e_00002-6	21	改め	e13	before
A016n_PN1e_00002-6	23	二	t3	A016n_PN1e_00002-6	8	策定	e11	after
A016n_PN1e_00002-6	23	二	t3	A016n_PN1e_00002-6	21	改め	e13	overlapped-by
A016n_PN1e_00002-7	1	〇	t4	A016n_PN1e_00002-7	13	完了	e14	before
A016n_PN1e_00002-7	4	〇	t5	A016n_PN1e_00002-7	13	完了	e14	contains
A016n_PN1e_00002-7	8	三	t6	A016n_PN1e_00002-7	13	完了	e14	contains
A016n_PN1e_00002-8	4	七	t7	A016n_PN1e_00002-8	16	まとめ	e15	contains
A016n_PN1e_00002-8	4	七	t7	A016n_PN1e_00002-8	37	依存	e16	during
A016n_PN1e_00002-8	4	七	t7	A016n_PN1e_00002-8	49	見直す	e17	contains
A016n_PN1e_00002-8	4	七	t7	A016n_PN1e_00002-8	52	打ち出し	e18	contains
A016n_PN1e_00002-14	31	九	t8	A016n_PN1e_00002-14	13	進め	e23	during
A016n_PN1e_00002-14	31	九	t8	A016n_PN1e_00002-14	56	持ち込ま	e24	during
A016n_PN1e_00002-14	31	九	t8	A016n_PN1e_00002-14	61	結ん	e25	after
A016n_PN1e_00002-14	31	九	t8	A016n_PN1e_00002-14	71	確認	e26	before
A016n_PN1e_00002-14	31	九	t8	A016n_PN1e_00002-14	78	示し	e27	contains
A016n_PN1e_00002-17	12	来	t9	A016n_PN1e_00002-17	11	決まる	e34	contains
A016n_PN1e_00002-17	12	来	t9	A016n_PN1e_00002-17	20	設置	e35	contains
A016n_PN1e_00002-17	12	来	t9	A016n_PN1e_00002-17	29	協議	e36	after
A016n_PN1e_00002-19	5	十	t10	A016n_PN1e_00002-19	9	始まる	e37	overlaps
A016n_PN1e_00002-19	5	十	t10	A016n_PN1e_00002-19	26	初	e38	contains
A016n_PN1e_00002-19	5	十	t10	A016n_PN1e_00002-19	36	固まっ	e39	after
A016n_PN1e_00002-19	32	九	t11	A016n_PN1e_00002-19	9	始まる	e37	before
A016n_PN1e_00002-19	32	九	t11	A016n_PN1e_00002-19	26	初	e38	before
A016n_PN1e_00002-19	32	九	t11	A016n_PN1e_00002-19	36	固まっ	e39	contains
A016n_PN1e_00002-20	10	十	t12	A016n_PN1e_00002-20	18	行わ	e40	contains
A016n_PN1e_00002-21	23	十	t13	A016n_PN1e_00002-21	1	続い	e41	after
A016n_PN1e_00002-21	23	十	t13	A016n_PN1e_00002-21	20	出席	e42	after
A016n_PN1e_00002-21	23	十	t13	A016n_PN1e_00002-21	29	戻る	e43	contains
A016n_PN1e_00002-25	29	九	t14	A016n_PN1e_00002-25	9	ＰＲ	e44	during
A016n_PN1e_00002-25	29	九	t14	A016n_PN1e_00002-25	35	出港	e45	contains
A016n_PN1e_00002-25	29	九	t14	A016n_PN1e_00002-25	46	向かっ	e46	contains
A016n_PN1e_00002-29	44	二	t15	A016n_PN1e_00002-29	19	務める	e55	vague
A016n_PN1e_00002-29	44	二	t15	A016n_PN1e_00002-29	35	なる	e56	after
A016n_PN1e_00002-29	44	二	t15	A016n_PN1e_00002-29	43	目指す	e57	after
A016n_PN1e_00002-29	44	二	t15	A016n_PN1e_00002-29	55	見せ	e59	after
A016n_PN1e_00002-30	5	十	t16	A016n_PN1e_00002-30	20	着く	e60	contains
A016n_PN1e_00002-30	13	十	t17	A016n_PN1e_00002-30	20	着く	e60	contains
A016n_PN1e_00002-31	10	９	t18	A016n_PN1e_00002-31	4	出る	e61	contains
A016n_PN1e_00002-35	16	九	t19	A016n_PN1e_00002-35	18	開か	e62	contains
A016n_PN1e_00002-35	16	九	t19	A016n_PN1e_00002-35	27	公表	e63	after
A016n_PN1e_00002-35	16	九	t19	A016n_PN1e_00002-35	54	提出	e64	contains
