time_sent_id	time_index	time_word	time_id	event_sent_id	event_index	event_word	event_id	reltype
A007n_PN3g_00001-3	10	九	t1	A007n_PN3g_00001-3	19	実施	e2	contains
A007n_PN3g_00001-12	7	０	t3	A007n_PN3g_00001-12	5	経	e21	after
A007n_PN3g_00001-21	31	０	t5	A007n_PN3g_00001-21	21	判断	e33	contains
A007n_PN3g_00001-22	20	０	t6	A007n_PN3g_00001-22	16	し	e35	contains
A007n_PN3g_00001-22	20	０	t6	A007n_PN3g_00001-22	36	評価	e37	contains
A007n_PN3g_00001-22	20	０	t6	A007n_PN3g_00001-22	41	ない	e38	contains
A007n_PN3g_00001-26	10	０	t8	A007n_PN3g_00001-26	8	経	e39	after
A007n_PN3g_00001-36	31	０	t10	A007n_PN3g_00001-36	20	泳ぐ	e59	vague
A007n_PN3g_00001-36	31	０	t10	A007n_PN3g_00001-36	27	認め	e60	contains
A007n_PN3g_00001-36	31	０	t10	A007n_PN3g_00001-36	54	し	e61	before
A007n_PN3g_00001-36	58	０	t11	A007n_PN3g_00001-36	20	泳ぐ	e59	vague
A007n_PN3g_00001-36	58	０	t11	A007n_PN3g_00001-36	27	認め	e60	after
A007n_PN3g_00001-36	58	０	t11	A007n_PN3g_00001-36	54	し	e61	contains
A007n_PN3g_00001-40	8	０	t13	A007n_PN3g_00001-40	6	経	e62	after
A007n_PN3g_00001-49	25	０	t15	A007n_PN3g_00001-49	4	締結	e80	after
A007n_PN3g_00001-49	25	０	t15	A007n_PN3g_00001-49	20	否定	e81	contains
A007n_PN3g_00001-49	25	０	t15	A007n_PN3g_00001-49	47	し	e83	contains
A007n_PN3g_00001-53	10	０	t17	A007n_PN3g_00001-53	8	経	e84	after
A007n_PN3g_00001-63	16	１	t19	A007n_PN3g_00001-63	6	争わ	e110	after
A007n_PN3g_00001-63	16	１	t19	A007n_PN3g_00001-63	20	し	e111	after
A007n_PN3g_00001-63	24	０	t20	A007n_PN3g_00001-63	6	争わ	e110	overlapped-by
A007n_PN3g_00001-63	24	０	t20	A007n_PN3g_00001-63	20	し	e111	contains
A007n_PN3g_00001-67	11	０	t22	A007n_PN3g_00001-67	9	経	e112	after
A007n_PN3g_00001-76	2	０	t24	A007n_PN3g_00001-76	35	及ぶ	e127	vague
A007n_PN3g_00001-76	2	０	t24	A007n_PN3g_00001-76	38	是認	e128	before
A007n_PN3g_00001-76	2	０	t24	A007n_PN3g_00001-76	42	でき	e129	before
A007n_PN3g_00001-76	14	０	t25	A007n_PN3g_00001-76	35	及ぶ	e127	vague
A007n_PN3g_00001-76	14	０	t25	A007n_PN3g_00001-76	38	是認	e128	contains
A007n_PN3g_00001-76	14	０	t25	A007n_PN3g_00001-76	42	でき	e129	contains
A007n_PN3g_00001-77	17	０	t26	A007n_PN3g_00001-77	8	反し	e130	during
A007n_PN3g_00001-77	17	０	t26	A007n_PN3g_00001-77	12	判断	e131	contains
A007n_PN3g_00001-81	9	０	t28	A007n_PN3g_00001-81	7	経	e132	after
A007n_PN3g_00001-89	21	０	t32	A007n_PN3g_00001-89	17	し	e146	contains
A007n_PN3g_00001-89	21	０	t32	A007n_PN3g_00001-89	48	判断	e147	before
