time_sent_id	time_index	time_word	time_id	event_sent_id	event_index	event_word	event_id	reltype
A020n_PN2c_00002-2	9	前	t1	A020n_PN2c_00002-2	21	迎え	e1	before
A020n_PN2c_00002-2	9	前	t1	A020n_PN2c_00002-2	25	予定	e2	before
A020n_PN2c_00002-2	9	前	t1	A020n_PN2c_00002-2	38	聞く	e3	before
A020n_PN2c_00002-3	6	２	t2	A020n_PN2c_00002-3	36	届ける	e4	contains
A020n_PN2c_00002-3	13	後	t3	A020n_PN2c_00002-3	36	届ける	e4	before
A020n_PN2c_00002-6	10	後	t4	A020n_PN2c_00002-6	27	迎え	e6	before
A020n_PN2c_00002-6	20	４	t5	A020n_PN2c_00002-6	27	迎え	e6	vague
A020n_PN2c_00002-6	20	４	t5	A020n_PN2c_00002-6	37	おくる	e7	vague
A020n_PN2c_00002-7	10	後	t6	A020n_PN2c_00002-7	28	発表	e8	after
A020n_PN2c_00002-7	10	後	t6	A020n_PN2c_00002-7	35	迎え	e9	before
A020n_PN2c_00002-7	10	後	t6	A020n_PN2c_00002-7	37	おくる	e10	overlaps
A020n_PN2c_00002-7	17	１	t7	A020n_PN2c_00002-7	28	発表	e8	contains
A020n_PN2c_00002-7	17	１	t7	A020n_PN2c_00002-7	35	迎え	e9	contains
A020n_PN2c_00002-7	17	１	t7	A020n_PN2c_00002-7	37	おくる	e10	contains
A020n_PN2c_00002-8	10	後	t8	A020n_PN2c_00002-8	22	極めよう	e12	before
A020n_PN2c_00002-10	12	後	t9	A020n_PN2c_00002-10	23	迎え	e16	before
A020n_PN2c_00002-10	12	後	t9	A020n_PN2c_00002-10	25	おくる	e17	overlaps
A020n_PN2c_00002-14	53	十	t11	A020n_PN2c_00002-14	15	行わ	e19	before
A020n_PN2c_00002-14	53	十	t11	A020n_PN2c_00002-14	34	指摘	e20	after
A020n_PN2c_00002-14	53	十	t11	A020n_PN2c_00002-14	61	改善	e22	after
A020n_PN2c_00002-14	53	十	t11	A020n_PN2c_00002-14	68	し	e23	contains
A020n_PN2c_00002-14	53	十	t11	A020n_PN2c_00002-14	73	張り替える	e24	before
A020n_PN2c_00002-14	53	十	t11	A020n_PN2c_00002-14	81	示し	e26	contains
A020n_PN2c_00002-15	6	同日	t12	A020n_PN2c_00002-15	23	視察	e27	contains
A020n_PN2c_00002-16	29	昨年	t13	A020n_PN2c_00002-16	13	奪い合っ	e29	before
A020n_PN2c_00002-16	29	昨年	t13	A020n_PN2c_00002-16	22	盛り上がる	e30	before
A020n_PN2c_00002-16	29	昨年	t13	A020n_PN2c_00002-16	25	あっ	e31	before
A020n_PN2c_00002-16	29	昨年	t13	A020n_PN2c_00002-16	47	はがれ	e32	contains
A020n_PN2c_00002-16	29	昨年	t13	A020n_PN2c_00002-16	53	あく	e33	contains
A020n_PN2c_00002-16	29	昨年	t13	A020n_PN2c_00002-16	58	見	e34	before
A020n_PN2c_00002-18	1	三	t14	A020n_PN2c_00002-18	6	入り	e36	started-by
A020n_PN2c_00002-18	1	三	t14	A020n_PN2c_00002-18	13	伸び	e38	overlaps
A020n_PN2c_00002-18	1	三	t14	A020n_PN2c_00002-18	27	管理	e39	during
A020n_PN2c_00002-18	1	三	t14	A020n_PN2c_00002-18	36	努め	e40	during
A020n_PN2c_00002-18	1	三	t14	A020n_PN2c_00002-18	43	つながっ	e41	before
A020n_PN2c_00002-18	1	三	t14	A020n_PN2c_00002-18	50	示し	e42	before
A020n_PN2c_00002-18	3	四	t15	A020n_PN2c_00002-18	6	入り	e36	after
A020n_PN2c_00002-18	3	四	t15	A020n_PN2c_00002-18	13	伸び	e38	overlapped-by
A020n_PN2c_00002-18	3	四	t15	A020n_PN2c_00002-18	27	管理	e39	during
A020n_PN2c_00002-18	3	四	t15	A020n_PN2c_00002-18	36	努め	e40	overlapped-by
A020n_PN2c_00002-18	3	四	t15	A020n_PN2c_00002-18	43	つながっ	e41	contains
A020n_PN2c_00002-18	3	四	t15	A020n_PN2c_00002-18	50	示し	e42	contains
A020n_PN2c_00002-18	20	二	t16	A020n_PN2c_00002-18	6	入り	e36	before
A020n_PN2c_00002-18	20	二	t16	A020n_PN2c_00002-18	13	伸び	e38	before
A020n_PN2c_00002-18	20	二	t16	A020n_PN2c_00002-18	27	管理	e39	during
A020n_PN2c_00002-18	20	二	t16	A020n_PN2c_00002-18	43	つながっ	e41	before
A020n_PN2c_00002-19	5	二	t17	A020n_PN2c_00002-19	18	訪れ	e43	contains
A020n_PN2c_00002-19	5	二	t17	A020n_PN2c_00002-19	29	入れ	e44	overlaps
A020n_PN2c_00002-19	5	二	t17	A020n_PN2c_00002-19	33	努める	e45	overlaps
A020n_PN2c_00002-19	5	二	t17	A020n_PN2c_00002-19	42	し	e46	contains
A020n_PN2c_00002-22	2	十	t19	A020n_PN2c_00002-22	30	受ける	e47	before
A020n_PN2c_00002-22	2	十	t19	A020n_PN2c_00002-22	32	報じ	e48	contains
A020n_PN2c_00002-23	39	五	t20	A020n_PN2c_00002-23	11	関連	e49	after
A020n_PN2c_00002-23	39	五	t20	A020n_PN2c_00002-23	16	あっ	e50	after
A020n_PN2c_00002-23	39	五	t20	A020n_PN2c_00002-23	25	認定	e51	after
A020n_PN2c_00002-23	39	五	t20	A020n_PN2c_00002-23	49	預ける	e52	after
A020n_PN2c_00002-23	39	五	t20	A020n_PN2c_00002-23	52	出	e53	after
A020n_PN2c_00002-23	39	五	t20	A020n_PN2c_00002-23	66	受ける	e55	vague
A020n_PN2c_00002-23	39	五	t20	A020n_PN2c_00002-23	70	いう	e56	vague
A020n_PN2c_00002-27	46	十	t21	A020n_PN2c_00002-27	4	自殺	e60	after
A020n_PN2c_00002-27	46	十	t21	A020n_PN2c_00002-27	20	自殺	e61	after
A020n_PN2c_00002-27	46	十	t21	A020n_PN2c_00002-27	25	悩ん	e62	after
A020n_PN2c_00002-27	46	十	t21	A020n_PN2c_00002-27	29	ある	e63	after
A020n_PN2c_00002-27	46	十	t21	A020n_PN2c_00002-27	50	発表	e64	contains
A020n_PN2c_00002-27	46	十	t21	A020n_PN2c_00002-27	67	わかっ	e65	contains
A020n_PN2c_00002-28	4	昨年	t22	A020n_PN2c_00002-28	24	参加	e66	contains
