time_sent_id	time_index	time_word	time_id	event_sent_id	event_index	event_word	event_id	reltype
A038n_PN2f_00003-12	16	四	t3	A038n_PN2f_00003-12	8	敗れ	e9	after
A038n_PN2f_00003-12	16	四	t3	A038n_PN2f_00003-12	13	甘んじ	e10	after
A038n_PN2f_00003-19	9	今季	t4	A038n_PN2f_00003-19	34	見せつけ	e32	contains
A038n_PN2f_00003-28	22	１	t5	A038n_PN2f_00003-28	13	転倒	e59	contains
A038n_PN2f_00003-31	10	十	t8	A038n_PN2f_00003-31	26	し	e60	before
A038n_PN2f_00003-31	10	十	t8	A038n_PN2f_00003-31	35	引き起こす	e61	before
A038n_PN2f_00003-31	10	十	t8	A038n_PN2f_00003-31	46	呼び掛け	e64	contains
A038n_PN2f_00003-31	30	十	t9	A038n_PN2f_00003-31	26	し	e60	contains
A038n_PN2f_00003-31	30	十	t9	A038n_PN2f_00003-31	35	引き起こす	e61	contains
A038n_PN2f_00003-31	30	十	t9	A038n_PN2f_00003-31	46	呼び掛け	e64	after
A038n_PN2f_00003-32	7	一	t10	A038n_PN2f_00003-32	15	生まれ	e65	contains
A038n_PN2f_00003-32	7	一	t10	A038n_PN2f_00003-32	34	企て	e66	before
A038n_PN2f_00003-32	7	一	t10	A038n_PN2f_00003-32	40	ある	e67	before
A038n_PN2f_00003-32	7	一	t10	A038n_PN2f_00003-32	42	いう	e68	before
A038n_PN2f_00003-35	39	四	t11	A038n_PN2f_00003-35	15	関与	e69	after
A038n_PN2f_00003-35	39	四	t11	A038n_PN2f_00003-35	19	し	e70	after
A038n_PN2f_00003-35	39	四	t11	A038n_PN2f_00003-35	27	問わ	e71	after
A038n_PN2f_00003-35	39	四	t11	A038n_PN2f_00003-35	60	開か	e72	contains
A038n_PN2f_00003-35	47	十	t12	A038n_PN2f_00003-35	15	関与	e69	after
A038n_PN2f_00003-35	47	十	t12	A038n_PN2f_00003-35	19	し	e70	after
A038n_PN2f_00003-35	47	十	t12	A038n_PN2f_00003-35	27	問わ	e71	after
A038n_PN2f_00003-35	47	十	t12	A038n_PN2f_00003-35	60	開か	e72	contains
