time_sent_id	time_index	time_word	time_id	event_sent_id	event_index	event_word	event_id	reltype
A036n_PN2b_00003-4	6	１	t1	A036n_PN2b_00003-4	10	発生	e1	contains
A036n_PN2b_00003-9	3	昨日	t2	A036n_PN2b_00003-9	7	ほほ笑ん	e9	contains
A036n_PN2b_00003-9	3	昨日	t2	A036n_PN2b_00003-9	15	言わ	e10	before
A036n_PN2b_00003-9	11	今日	t3	A036n_PN2b_00003-9	7	ほほ笑ん	e9	after
A036n_PN2b_00003-9	11	今日	t3	A036n_PN2b_00003-9	15	言わ	e10	contains
A036n_PN2b_00003-10	2	１	t4	A036n_PN2b_00003-10	27	飲ん	e13	contains
A036n_PN2b_00003-10	17	４	t5	A036n_PN2b_00003-10	27	飲ん	e13	contains
A036n_PN2b_00003-16	5	９	t6	A036n_PN2b_00003-16	20	し	e22	contains
A036n_PN2b_00003-19	31	毎月	t7	A036n_PN2b_00003-19	19	残る	e24	during
A036n_PN2b_00003-19	31	毎月	t7	A036n_PN2b_00003-19	33	送金	e25	contains
A036n_PN2b_00003-21	7	９	t8	A036n_PN2b_00003-21	3	目指す	e27	before
A036n_PN2b_00003-21	7	９	t8	A036n_PN2b_00003-21	16	乗り	e28	contains
A036n_PN2b_00003-21	7	９	t8	A036n_PN2b_00003-21	19	成長	e29	contains
A036n_PN2b_00003-21	7	９	t8	A036n_PN2b_00003-21	41	ある	e32	before
A036n_PN2b_00003-22	11	２	t9	A036n_PN2b_00003-22	19	来	e34	after
A036n_PN2b_00003-22	22	１	t10	A036n_PN2b_00003-22	19	来	e34	met-by
A036n_PN2b_00003-25	10	５	t11	A036n_PN2b_00003-25	31	出かけ	e43	contains
A036n_PN2b_00003-25	10	５	t11	A036n_PN2b_00003-25	36	募集	e44	contains
A036n_PN2b_00003-25	14	３	t12	A036n_PN2b_00003-25	31	出かけ	e43	before
A036n_PN2b_00003-25	14	３	t12	A036n_PN2b_00003-25	36	募集	e44	before
A036n_PN2b_00003-25	24	月	t13	A036n_PN2b_00003-25	31	出かけ	e43	equal
A036n_PN2b_00003-25	24	月	t13	A036n_PN2b_00003-25	36	募集	e44	equal
A036n_PN2b_00003-32	2	昨日	t14	A036n_PN2b_00003-32	6	ほほ笑ん	e61	contains
A036n_PN2b_00003-32	2	昨日	t14	A036n_PN2b_00003-32	14	言わ	e62	before
A036n_PN2b_00003-32	2	昨日	t14	A036n_PN2b_00003-32	24	書か	e64	before
A036n_PN2b_00003-32	10	今日	t15	A036n_PN2b_00003-32	6	ほほ笑ん	e61	after
A036n_PN2b_00003-32	10	今日	t15	A036n_PN2b_00003-32	14	言わ	e62	contains
A036n_PN2b_00003-32	30	１	t16	A036n_PN2b_00003-32	6	ほほ笑ん	e61	after
A036n_PN2b_00003-32	30	１	t16	A036n_PN2b_00003-32	14	言わ	e62	after
A036n_PN2b_00003-32	30	１	t16	A036n_PN2b_00003-32	24	書か	e64	after
A036n_PN2b_00003-36	7	２	t17	A036n_PN2b_00003-36	15	代わっ	e65	after
A036n_PN2b_00003-36	7	２	t17	A036n_PN2b_00003-36	20	仮	e66	after
A036n_PN2b_00003-36	7	２	t17	A036n_PN2b_00003-36	55	引き渡し	e68	after
A036n_PN2b_00003-36	7	２	t17	A036n_PN2b_00003-36	58	述べ	e69	contains
