time_sent_id	time_index	time_word	time_id	event_sent_id	event_index	event_word	event_id	reltype
A037n_PN2d_00003-5	8	四	t1	A037n_PN2d_00003-5	13	続伸	e3	contains
A037n_PN2d_00003-7	10	三	t2	A037n_PN2d_00003-7	15	起こる	e6	contains
A037n_PN2d_00003-7	10	三	t2	A037n_PN2d_00003-7	18	薄れ	e7	contains
A037n_PN2d_00003-7	10	三	t2	A037n_PN2d_00003-7	24	つく	e8	contains
A037n_PN2d_00003-7	10	三	t2	A037n_PN2d_00003-7	36	進ま	e10	overlaps
A037n_PN2d_00003-7	10	三	t2	A037n_PN2d_00003-7	46	つながら	e12	overlaps
A037n_PN2d_00003-7	10	三	t2	A037n_PN2d_00003-7	57	催促	e13	contains
A037n_PN2d_00003-7	10	三	t2	A037n_PN2d_00003-7	61	ある	e14	contains
A037n_PN2d_00003-8	8	一	t3	A037n_PN2d_00003-8	5	交錯	e15	contains
A037n_PN2d_00003-8	8	一	t3	A037n_PN2d_00003-8	11	追っ	e16	before
A037n_PN2d_00003-13	1	前週	t6	A037n_PN2d_00003-13	5	比べ	e19	before
A037n_PN2d_00003-14	16	前週	t7	A037n_PN2d_00003-14	20	比べ	e21	before
A037n_PN2d_00003-14	16	前週	t7	A037n_PN2d_00003-14	29	示し	e22	before
A037n_PN2d_00003-17	3	週末	t9	A037n_PN2d_00003-17	14	加わっ	e25	contains
A037n_PN2d_00003-22	10	前週	t11	A037n_PN2d_00003-22	5	受け	e30	after
A037n_PN2d_00003-22	10	前週	t11	A037n_PN2d_00003-22	16	続伸	e31	contains
A037n_PN2d_00003-22	10	前週	t11	A037n_PN2d_00003-22	27	かける	e32	before
A037n_PN2d_00003-22	14	三	t12	A037n_PN2d_00003-22	5	受け	e30	after
A037n_PN2d_00003-22	14	三	t12	A037n_PN2d_00003-22	16	続伸	e31	equal
A037n_PN2d_00003-22	14	三	t12	A037n_PN2d_00003-22	27	かける	e32	before
A037n_PN2d_00003-26	22	午後	t13	A037n_PN2d_00003-26	7	行き	e39	after
A037n_PN2d_00003-26	22	午後	t13	A037n_PN2d_00003-26	9	戻り	e40	after
A037n_PN2d_00003-26	22	午後	t13	A037n_PN2d_00003-26	14	あっ	e41	after
A037n_PN2d_00003-33	10	三	t15	A037n_PN2d_00003-33	9	迎える	e64	contains
A037n_PN2d_00003-33	10	三	t15	A037n_PN2d_00003-33	19	み	e65	after
A037n_PN2d_00003-34	1	四	t16	A037n_PN2d_00003-34	4	なっ	e66	started-by
A037n_PN2d_00003-34	1	四	t16	A037n_PN2d_00003-34	31	出	e68	contains
A037n_PN2d_00003-35	1	新	t17	A037n_PN2d_00003-35	4	にらん	e69	after
A037n_PN2d_00003-35	1	新	t17	A037n_PN2d_00003-35	17	変わる	e70	after
A037n_PN2d_00003-37	2	四	t18	A037n_PN2d_00003-37	12	記録	e72	contains
A037n_PN2d_00003-37	7	今年	t19	A037n_PN2d_00003-37	12	記録	e72	contains
A037n_PN2d_00003-37	43	三	t20	A037n_PN2d_00003-37	59	握る	e76	after
A037n_PN2d_00003-39	16	一	t21	A037n_PN2d_00003-39	32	上げ	e81	contains
A037n_PN2d_00003-39	16	一	t21	A037n_PN2d_00003-39	38	狙っ	e82	before
A037n_PN2d_00003-39	16	一	t21	A037n_PN2d_00003-39	46	加速	e83	before
A037n_PN2d_00003-46	13	四	t24	A037n_PN2d_00003-46	35	選出	e98	contains
A037n_PN2d_00003-46	28	五	t25	A037n_PN2d_00003-46	35	選出	e98	contains
A037n_PN2d_00003-47	14	約	t26	A037n_PN2d_00003-47	18	経	e99	equal
A037n_PN2d_00003-47	14	約	t26	A037n_PN2d_00003-47	28	誕生	e100	before
A037n_PN2d_00003-48	4	昨年	t27	A037n_PN2d_00003-48	12	実施	e101	contains
A037n_PN2d_00003-48	4	昨年	t27	A037n_PN2d_00003-48	35	めぐっ	e102	contains
A037n_PN2d_00003-48	4	昨年	t27	A037n_PN2d_00003-48	37	対立	e103	contains
A037n_PN2d_00003-48	4	昨年	t27	A037n_PN2d_00003-48	44	続い	e104	overlaps
A037n_PN2d_00003-49	2	今後	t28	A037n_PN2d_00003-49	11	なる	e105	contains
A037n_PN2d_00003-49	2	今後	t28	A037n_PN2d_00003-49	20	協調	e106	contains
A037n_PN2d_00003-49	2	今後	t28	A037n_PN2d_00003-49	27	探る	e107	contains
A037n_PN2d_00003-49	2	今後	t28	A037n_PN2d_00003-49	29	み	e108	after
A037n_PN2d_00003-54	4	今年	t29	A037n_PN2d_00003-54	11	実施	e115	after
A037n_PN2d_00003-54	4	今年	t29	A037n_PN2d_00003-54	22	「	e116	after
A037n_PN2d_00003-54	4	今年	t29	A037n_PN2d_00003-54	30	演じ	e117	after
A037n_PN2d_00003-57	34	十	t30	A037n_PN2d_00003-57	18	指導	e123	contains
A037n_PN2d_00003-57	34	十	t30	A037n_PN2d_00003-57	43	認知	e125	before
A037n_PN2d_00003-57	34	十	t30	A037n_PN2d_00003-57	53	射止め	e126	before
A037n_PN2d_00003-60	1	一	t32	A037n_PN2d_00003-60	12	抗議	e131	contains
A037n_PN2d_00003-60	1	一	t32	A037n_PN2d_00003-60	16	主導	e132	contains
A037n_PN2d_00003-60	1	一	t32	A037n_PN2d_00003-60	23	結成	e133	contains
