time_sent_id	time_index	time_word	time_id	event_sent_id	event_index	event_word	event_id	reltype
A022n_PN2f_00002-5	17	２	t4	A022n_PN2f_00002-5	13	続ける	e3	during
A022n_PN2f_00002-5	17	２	t4	A022n_PN2f_00002-5	24	なる	e4	before
A022n_PN2f_00002-5	17	２	t4	A022n_PN2f_00002-5	42	臨む	e5	contains
A022n_PN2f_00002-6	4	１日	t5	A022n_PN2f_00002-6	6	神戸	e6	contains
A022n_PN2f_00002-6	4	１日	t5	A022n_PN2f_00002-6	13	練習	e7	contains
A022n_PN2f_00002-8	22	２	t6	A022n_PN2f_00002-8	25	欠場	e10	contains
A022n_PN2f_00002-10	4	４	t7	A022n_PN2f_00002-10	16	下し	e12	contains
A022n_PN2f_00002-10	4	４	t7	A022n_PN2f_00002-10	31	し	e13	contains
A022n_PN2f_00002-10	4	４	t7	A022n_PN2f_00002-10	36	示し	e14	overlaps
A022n_PN2f_00002-10	4	４	t7	A022n_PN2f_00002-10	54	警戒	e15	before
A022n_PN2f_00002-13	4	翌日	t8	A022n_PN2f_00002-13	6	控え	e20	after
A022n_PN2f_00002-13	4	翌日	t8	A022n_PN2f_00002-13	10	臨む	e21	after
A022n_PN2f_00002-24	9	１	t11	A022n_PN2f_00002-24	13	迫っ	e45	after
A022n_PN2f_00002-28	9	１日	t13	A022n_PN2f_00002-28	15	記者	e48	contains
A022n_PN2f_00002-28	9	１日	t13	A022n_PN2f_00002-28	23	発表	e49	before
A022n_PN2f_00002-28	19	１	t14	A022n_PN2f_00002-28	15	記者	e48	after
A022n_PN2f_00002-28	19	１	t14	A022n_PN2f_00002-28	23	発表	e49	contains
A022n_PN2f_00002-28	37	１	t15	A022n_PN2f_00002-28	49	明かさ	e50	overlapped-by
A022n_PN2f_00002-30	13	３	t17	A022n_PN2f_00002-30	10	見	e56	overlapped-by
A022n_PN2f_00002-30	13	３	t17	A022n_PN2f_00002-30	24	選出	e58	contains
A022n_PN2f_00002-31	38	６	t18	A022n_PN2f_00002-31	51	ある	e62	after
A022n_PN2f_00002-39	13	４	t20	A022n_PN2f_00002-39	11	忘れ	e86	equal
A022n_PN2f_00002-39	13	４	t20	A022n_PN2f_00002-39	17	過ぎ	e87	vague
A022n_PN2f_00002-40	14	１	t21	A022n_PN2f_00002-40	3	得点	e88	contains
A022n_PN2f_00002-42	6	４	t22	A022n_PN2f_00002-42	24	外し	e91	contains
A022n_PN2f_00002-42	6	４	t22	A022n_PN2f_00002-42	38	立たさ	e92	overlaps
A022n_PN2f_00002-51	13	ほぼ	t23	A022n_PN2f_00002-51	21	挙げ	e110	equal
A022n_PN2f_00002-51	13	ほぼ	t23	A022n_PN2f_00002-51	33	あっ	e111	vague
