time_sent_id	time_index	time_word	time_id	event_sent_id	event_index	event_word	event_id	reltype
A026n_PN3d_00002-5	33	九	t1	A026n_PN3d_00002-5	5	先立っ	e1	after
A026n_PN3d_00002-5	33	九	t1	A026n_PN3d_00002-5	7	公表	e2	after
A026n_PN3d_00002-5	33	九	t1	A026n_PN3d_00002-5	23	付い	e3	during
A026n_PN3d_00002-5	33	九	t1	A026n_PN3d_00002-5	50	あっ	e4	after
A026n_PN3d_00002-5	33	九	t1	A026n_PN3d_00002-5	54	突き止め	e5	before
A026n_PN3d_00002-5	33	九	t1	A026n_PN3d_00002-5	60	確信	e7	during
A026n_PN3d_00002-5	33	九	t1	A026n_PN3d_00002-5	68	表明	e8	contains
A026n_PN3d_00002-6	8	前日	t2	A026n_PN3d_00002-6	13	出演	e9	contains
A026n_PN3d_00002-6	8	前日	t2	A026n_PN3d_00002-6	46	開示	e10	after
A026n_PN3d_00002-6	8	前日	t2	A026n_PN3d_00002-6	59	精査	e11	after
A026n_PN3d_00002-6	8	前日	t2	A026n_PN3d_00002-6	73	明かし	e12	contains
A026n_PN3d_00002-6	8	前日	t2	A026n_PN3d_00002-6	81	見つかる	e13	before
A026n_PN3d_00002-6	8	前日	t2	A026n_PN3d_00002-6	84	確信	e14	during
A026n_PN3d_00002-6	8	前日	t2	A026n_PN3d_00002-6	90	言明	e15	contains
A026n_PN3d_00002-6	10	八	t3	A026n_PN3d_00002-6	13	出演	e9	contains
A026n_PN3d_00002-6	10	八	t3	A026n_PN3d_00002-6	46	開示	e10	after
A026n_PN3d_00002-6	10	八	t3	A026n_PN3d_00002-6	59	精査	e11	after
A026n_PN3d_00002-6	10	八	t3	A026n_PN3d_00002-6	73	明かし	e12	contains
A026n_PN3d_00002-6	10	八	t3	A026n_PN3d_00002-6	81	見つかる	e13	before
A026n_PN3d_00002-6	10	八	t3	A026n_PN3d_00002-6	84	確信	e14	during
A026n_PN3d_00002-6	10	八	t3	A026n_PN3d_00002-6	90	言明	e15	contains
A026n_PN3d_00002-6	26	二	t4	A026n_PN3d_00002-6	13	出演	e9	before
A026n_PN3d_00002-6	26	二	t4	A026n_PN3d_00002-6	46	開示	e10	contains
A026n_PN3d_00002-6	26	二	t4	A026n_PN3d_00002-6	59	精査	e11	vague
A026n_PN3d_00002-6	26	二	t4	A026n_PN3d_00002-6	73	明かし	e12	before
A026n_PN3d_00002-6	26	二	t4	A026n_PN3d_00002-6	81	見つかる	e13	before
A026n_PN3d_00002-6	26	二	t4	A026n_PN3d_00002-6	84	確信	e14	before
A026n_PN3d_00002-6	26	二	t4	A026n_PN3d_00002-6	90	言明	e15	before
A026n_PN3d_00002-6	54	四	t5	A026n_PN3d_00002-6	13	出演	e9	before
A026n_PN3d_00002-6	54	四	t5	A026n_PN3d_00002-6	46	開示	e10	before
A026n_PN3d_00002-6	54	四	t5	A026n_PN3d_00002-6	59	精査	e11	equal
A026n_PN3d_00002-6	54	四	t5	A026n_PN3d_00002-6	73	明かし	e12	before
A026n_PN3d_00002-6	54	四	t5	A026n_PN3d_00002-6	81	見つかる	e13	before
A026n_PN3d_00002-6	54	四	t5	A026n_PN3d_00002-6	84	確信	e14	before
A026n_PN3d_00002-6	54	四	t5	A026n_PN3d_00002-6	90	言明	e15	before
A026n_PN3d_00002-6	75	今後	t6	A026n_PN3d_00002-6	13	出演	e9	after
A026n_PN3d_00002-6	75	今後	t6	A026n_PN3d_00002-6	46	開示	e10	after
A026n_PN3d_00002-6	75	今後	t6	A026n_PN3d_00002-6	59	精査	e11	after
A026n_PN3d_00002-6	75	今後	t6	A026n_PN3d_00002-6	73	明かし	e12	after
A026n_PN3d_00002-6	75	今後	t6	A026n_PN3d_00002-6	81	見つかる	e13	contains
A026n_PN3d_00002-6	75	今後	t6	A026n_PN3d_00002-6	90	言明	e15	after
A026n_PN3d_00002-10	24	昨年	t9	A026n_PN3d_00002-10	21	作成	e29	contains
A026n_PN3d_00002-13	15	同日	t10	A026n_PN3d_00002-13	25	かかわる	e45	vague
A026n_PN3d_00002-13	15	同日	t10	A026n_PN3d_00002-13	29	し	e46	contains
A026n_PN3d_00002-13	15	同日	t10	A026n_PN3d_00002-13	38	率い	e47	vague
A026n_PN3d_00002-13	15	同日	t10	A026n_PN3d_00002-13	46	表明	e48	vague
A026n_PN3d_00002-13	15	同日	t10	A026n_PN3d_00002-13	61	し	e50	contains
A026n_PN3d_00002-13	15	同日	t10	A026n_PN3d_00002-13	70	訴え	e51	contains
A026n_PN3d_00002-14	16	同日	t11	A026n_PN3d_00002-14	33	示す	e52	contains
A026n_PN3d_00002-14	16	同日	t11	A026n_PN3d_00002-14	50	得	e53	after
A026n_PN3d_00002-14	16	同日	t11	A026n_PN3d_00002-14	65	指摘	e55	contains
A026n_PN3d_00002-15	15	同日	t12	A026n_PN3d_00002-15	31	扱わ	e56	after
A026n_PN3d_00002-15	15	同日	t12	A026n_PN3d_00002-15	37	調査	e57	before
A026n_PN3d_00002-15	15	同日	t12	A026n_PN3d_00002-15	45	し	e58	contains
A026n_PN3d_00002-15	15	同日	t12	A026n_PN3d_00002-15	49	政治	e59	before
A026n_PN3d_00002-15	15	同日	t12	A026n_PN3d_00002-15	64	批判	e61	contains
A026n_PN3d_00002-18	12	九	t13	A026n_PN3d_00002-18	25	応じ	e70	contains
