time_sent_id	time_index	time_word	time_id	event_sent_id	event_index	event_word	event_id	reltype
A006n_PN3b_00001-6	4	この	t1	A006n_PN3b_00001-6	33	始める	e3	contains
A006n_PN3b_00001-12	21	週	t2	A006n_PN3b_00001-12	3	応じ	e16	vague
A006n_PN3b_00001-12	21	週	t2	A006n_PN3b_00001-12	14	分け	e17	after
A006n_PN3b_00001-12	21	週	t2	A006n_PN3b_00001-12	30	する	e18	contains
A006n_PN3b_00001-14	13	午前	t3	A006n_PN3b_00001-14	7	出	e22	vague
A006n_PN3b_00001-14	18	１	t4	A006n_PN3b_00001-14	7	出	e22	vague
A006n_PN3b_00001-17	12	２	t5	A006n_PN3b_00001-17	26	選ば	e30	vague
A006n_PN3b_00001-18	6	５	t6	A006n_PN3b_00001-18	16	加算	e31	contains
A006n_PN3b_00001-18	6	５	t6	A006n_PN3b_00001-18	30	利用	e32	contains
A006n_PN3b_00001-19	45	毎月	t7	A006n_PN3b_00001-19	34	雇用	e34	after
A006n_PN3b_00001-19	45	毎月	t7	A006n_PN3b_00001-19	38	結び	e35	after
A006n_PN3b_00001-19	45	毎月	t7	A006n_PN3b_00001-19	56	支払う	e36	contains
A006n_PN3b_00001-19	45	毎月	t7	A006n_PN3b_00001-19	59	始め	e37	after
A006n_PN3b_00001-27	13	５	t8	A006n_PN3b_00001-27	25	“	e42	contains
A006n_PN3b_00001-29	1	約	t9	A006n_PN3b_00001-29	20	上げ	e45	contains
A006n_PN3b_00001-29	1	約	t9	A006n_PN3b_00001-29	28	演奏	e46	contains
A006n_PN3b_00001-29	1	約	t9	A006n_PN3b_00001-29	32	いう	e47	before
A006n_PN3b_00001-36	42	６	t11	A006n_PN3b_00001-36	6	経営	e51	after
A006n_PN3b_00001-36	42	６	t11	A006n_PN3b_00001-36	25	絡み	e52	after
A006n_PN3b_00001-36	42	６	t11	A006n_PN3b_00001-36	32	問わ	e53	after
A006n_PN3b_00001-36	42	６	t11	A006n_PN3b_00001-36	70	破棄	e54	contains
A006n_PN3b_00001-36	42	６	t11	A006n_PN3b_00001-36	82	言い渡し	e55	contains
A006n_PN3b_00001-36	51	２	t12	A006n_PN3b_00001-36	6	経営	e51	after
A006n_PN3b_00001-36	51	２	t12	A006n_PN3b_00001-36	25	絡み	e52	after
A006n_PN3b_00001-36	51	２	t12	A006n_PN3b_00001-36	32	問わ	e53	after
A006n_PN3b_00001-36	51	２	t12	A006n_PN3b_00001-36	70	破棄	e54	contains
A006n_PN3b_00001-36	51	２	t12	A006n_PN3b_00001-36	82	言い渡し	e55	contains
A006n_PN3b_00001-36	56	４	t13	A006n_PN3b_00001-36	6	経営	e51	after
A006n_PN3b_00001-36	56	４	t13	A006n_PN3b_00001-36	25	絡み	e52	after
A006n_PN3b_00001-36	56	４	t13	A006n_PN3b_00001-36	32	問わ	e53	after
A006n_PN3b_00001-36	56	４	t13	A006n_PN3b_00001-36	70	破棄	e54	after
A006n_PN3b_00001-36	56	４	t13	A006n_PN3b_00001-36	82	言い渡し	e55	after
A006n_PN3b_00001-36	63	０	t14	A006n_PN3b_00001-36	6	経営	e51	after
A006n_PN3b_00001-36	63	０	t14	A006n_PN3b_00001-36	25	絡み	e52	after
A006n_PN3b_00001-36	63	０	t14	A006n_PN3b_00001-36	32	問わ	e53	after
A006n_PN3b_00001-36	63	０	t14	A006n_PN3b_00001-36	70	破棄	e54	before
A006n_PN3b_00001-36	63	０	t14	A006n_PN3b_00001-36	82	言い渡し	e55	before
A006n_PN3b_00001-36	75	３	t15	A006n_PN3b_00001-36	6	経営	e51	after
A006n_PN3b_00001-36	75	３	t15	A006n_PN3b_00001-36	25	絡み	e52	after
A006n_PN3b_00001-36	75	３	t15	A006n_PN3b_00001-36	32	問わ	e53	after
A006n_PN3b_00001-36	75	３	t15	A006n_PN3b_00001-36	70	破棄	e54	after
A006n_PN3b_00001-36	75	３	t15	A006n_PN3b_00001-36	82	言い渡し	e55	after
A006n_PN3b_00001-42	33	今月	t16	A006n_PN3b_00001-42	5	減刑	e67	before
A006n_PN3b_00001-42	33	今月	t16	A006n_PN3b_00001-42	42	成立	e68	contains
A006n_PN3b_00001-42	33	今月	t16	A006n_PN3b_00001-42	47	あげ	e69	before
A006n_PN3b_00001-43	13	５	t17	A006n_PN3b_00001-43	21	共謀	e70	after
A006n_PN3b_00001-43	13	５	t17	A006n_PN3b_00001-43	39	経営	e71	after
A006n_PN3b_00001-43	13	５	t17	A006n_PN3b_00001-43	49	不正	e72	after
A006n_PN3b_00001-43	13	５	t17	A006n_PN3b_00001-43	71	ない	e73	after
A006n_PN3b_00001-43	13	５	t17	A006n_PN3b_00001-43	74	熟知	e74	after
A006n_PN3b_00001-43	13	５	t17	A006n_PN3b_00001-43	84	懇願	e75	after
A006n_PN3b_00001-43	13	５	t17	A006n_PN3b_00001-43	93	認め	e76	contains
A006n_PN3b_00001-43	57	９	t18	A006n_PN3b_00001-43	21	共謀	e70	contains
A006n_PN3b_00001-43	57	９	t18	A006n_PN3b_00001-43	39	経営	e71	vague
A006n_PN3b_00001-43	57	９	t18	A006n_PN3b_00001-43	49	不正	e72	contains
A006n_PN3b_00001-43	57	９	t18	A006n_PN3b_00001-43	71	ない	e73	contains
A006n_PN3b_00001-43	57	９	t18	A006n_PN3b_00001-43	74	熟知	e74	contains
A006n_PN3b_00001-43	57	９	t18	A006n_PN3b_00001-43	84	懇願	e75	contains
A006n_PN3b_00001-43	57	９	t18	A006n_PN3b_00001-43	93	認め	e76	before
