time_sent_id	time_index	time_word	time_id	event_sent_id	event_index	event_word	event_id	reltype
A029n_PN4g_00002-9	8	三	t2	A029n_PN4g_00002-9	25	向い	e7	vague
A029n_PN4g_00002-9	8	三	t2	A029n_PN4g_00002-9	30	語る	e8	contains
A029n_PN4g_00002-15	29	四	t3	A029n_PN4g_00002-15	14	紹介	e26	vague
A029n_PN4g_00002-19	1	昨年	t4	A029n_PN4g_00002-19	15	回り	e35	overlaps
A029n_PN4g_00002-19	1	昨年	t4	A029n_PN4g_00002-19	19	出会っ	e36	vague
A029n_PN4g_00002-19	1	昨年	t4	A029n_PN4g_00002-19	29	驚い	e37	vague
A029n_PN4g_00002-19	5	二	t5	A029n_PN4g_00002-19	15	回り	e35	contains
A029n_PN4g_00002-19	5	二	t5	A029n_PN4g_00002-19	19	出会っ	e36	contains
A029n_PN4g_00002-19	5	二	t5	A029n_PN4g_00002-19	29	驚い	e37	contains
A029n_PN4g_00002-31	10	年内	t7	A029n_PN4g_00002-31	19	開設	e54	contains
A029n_PN4g_00002-32	7	二	t8	A029n_PN4g_00002-32	20	ヒット	e55	vague
A029n_PN4g_00002-33	1	九	t9	A029n_PN4g_00002-33	20	歌う	e56	before
A029n_PN4g_00002-33	12	十	t10	A029n_PN4g_00002-33	20	歌う	e56	contains
A029n_PN4g_00002-44	8	週	t11	A029n_PN4g_00002-44	20	お	e70	vague
A029n_PN4g_00002-51	17	２	t12	A029n_PN4g_00002-51	36	開か	e73	contains
A029n_PN4g_00002-54	2	一	t14	A029n_PN4g_00002-54	17	振り	e79	overlaps
A029n_PN4g_00002-54	2	一	t14	A029n_PN4g_00002-54	24	求め	e80	overlaps
A029n_PN4g_00002-54	2	一	t14	A029n_PN4g_00002-54	39	込め	e81	contains
A029n_PN4g_00002-54	2	一	t14	A029n_PN4g_00002-54	41	発足	e82	contains
