time_sent_id	time_index	time_word	time_id	event_sent_id	event_index	event_word	event_id	reltype
A009n_PN4b_00001-3	12	３	t1	A009n_PN4b_00001-3	14	行わ	e1	contains
A009n_PN4b_00001-3	12	３	t1	A009n_PN4b_00001-3	59	振り切っ	e2	contains
A009n_PN4b_00001-3	12	３	t1	A009n_PN4b_00001-3	61	勝利	e3	contains
A009n_PN4b_00001-7	15	３	t2	A009n_PN4b_00001-7	9	制し	e5	after
A009n_PN4b_00001-7	15	３	t2	A009n_PN4b_00001-7	31	なる	e6	before
A009n_PN4b_00001-7	15	３	t2	A009n_PN4b_00001-7	39	行っ	e7	contains
A009n_PN4b_00001-7	24	今月	t3	A009n_PN4b_00001-7	9	制し	e5	after
A009n_PN4b_00001-7	24	今月	t3	A009n_PN4b_00001-7	31	なる	e6	contains
A009n_PN4b_00001-7	24	今月	t3	A009n_PN4b_00001-7	39	行っ	e7	after
A009n_PN4b_00001-8	3	１	t4	A009n_PN4b_00001-8	12	倒す	e8	contains
A009n_PN4b_00001-18	41	４	t6	A009n_PN4b_00001-18	22	かかわっ	e32	after
A009n_PN4b_00001-18	41	４	t6	A009n_PN4b_00001-18	25	さ	e33	after
A009n_PN4b_00001-18	41	４	t6	A009n_PN4b_00001-18	47	会談	e34	contains
A009n_PN4b_00001-18	41	４	t6	A009n_PN4b_00001-18	57	認め	e36	contains
A009n_PN4b_00001-18	41	４	t6	A009n_PN4b_00001-18	62	求め	e38	contains
A009n_PN4b_00001-19	23	近日	t7	A009n_PN4b_00001-19	30	決定	e40	contains
A009n_PN4b_00001-19	23	近日	t7	A009n_PN4b_00001-19	38	引き	e41	contains
A009n_PN4b_00001-19	23	近日	t7	A009n_PN4b_00001-19	42	み	e42	after
A009n_PN4b_00001-22	4	１日	t8	A009n_PN4b_00001-22	25	認め	e56	after
A009n_PN4b_00001-22	4	１日	t8	A009n_PN4b_00001-22	33	し	e59	contains
A009n_PN4b_00001-22	4	１日	t8	A009n_PN4b_00001-22	51	触れ	e60	before
A009n_PN4b_00001-22	37	４	t9	A009n_PN4b_00001-22	25	認め	e56	after
A009n_PN4b_00001-22	37	４	t9	A009n_PN4b_00001-22	33	し	e59	after
A009n_PN4b_00001-22	37	４	t9	A009n_PN4b_00001-22	51	触れ	e60	contains
A009n_PN4b_00001-23	13	６	t10	A009n_PN4b_00001-23	32	予定	e62	overlapped-by
A009n_PN4b_00001-23	13	６	t10	A009n_PN4b_00001-23	44	急い	e63	after
A009n_PN4b_00001-23	13	６	t10	A009n_PN4b_00001-23	47	み	e64	after
