time_sent_id	time_index	time_word	time_id	event_sent_id	event_index	event_word	event_id	reltype
A030n_PN5a_00002-10	12	１	t6	A030n_PN5a_00002-10	9	卒業	e1	after
A030n_PN5a_00002-10	12	１	t6	A030n_PN5a_00002-10	34	歌う	e3	contains
A030n_PN5a_00002-10	15	２	t7	A030n_PN5a_00002-10	9	卒業	e1	after
A030n_PN5a_00002-10	15	２	t7	A030n_PN5a_00002-10	34	歌う	e3	contains
A030n_PN5a_00002-14	1	４	t11	A030n_PN5a_00002-14	9	下ろす	e4	contains
A030n_PN5a_00002-14	1	４	t11	A030n_PN5a_00002-14	17	惜しむ	e5	contains
A030n_PN5a_00002-26	4	０	t14	A030n_PN5a_00002-26	11	発表	e12	contains
A030n_PN5a_00002-39	2	今日	t17	A030n_PN5a_00002-39	11	する	e16	contains
A030n_PN5a_00002-39	2	今日	t17	A030n_PN5a_00002-39	15	なっ	e18	overlapped-by
A030n_PN5a_00002-42	18	２	t18	A030n_PN5a_00002-42	36	乗り出し	e27	overlaps
A030n_PN5a_00002-45	1	現在	t19	A030n_PN5a_00002-45	6	組ん	e35	contains
A030n_PN5a_00002-45	1	現在	t19	A030n_PN5a_00002-45	22	利用	e36	equal
A030n_PN5a_00002-51	5	今日	t20	A030n_PN5a_00002-51	13	働い	e51	contains
A030n_PN5a_00002-61	11	２	t21	A030n_PN5a_00002-61	22	開業	e75	contains
