time_sent_id	time_index	time_word	time_id	event_sent_id	event_index	event_word	event_id	reltype
A013n_PN1a_00002-4	7	１	t2	A013n_PN1a_00002-4	5	なっ	e1	equal
A013n_PN1a_00002-6	16	５	t3	A013n_PN1a_00002-6	5	行わ	e2	vague
A013n_PN1a_00002-6	16	５	t3	A013n_PN1a_00002-6	22	増え	e3	vague
A013n_PN1a_00002-6	16	５	t3	A013n_PN1a_00002-6	27	廃止	e4	vague
A013n_PN1a_00002-6	16	５	t3	A013n_PN1a_00002-6	35	切り替え	e5	vague
A013n_PN1a_00002-6	16	５	t3	A013n_PN1a_00002-6	37	する	e6	vague
A013n_PN1a_00002-6	16	５	t3	A013n_PN1a_00002-6	40	ある	e7	vague
A013n_PN1a_00002-10	12	昨年	t4	A013n_PN1a_00002-10	17	やめ	e11	contains
A013n_PN1a_00002-10	12	昨年	t4	A013n_PN1a_00002-10	26	切り替え	e12	contains
A013n_PN1a_00002-13	4	５	t5	A013n_PN1a_00002-13	6	かけ	e19	equal
A013n_PN1a_00002-13	4	５	t5	A013n_PN1a_00002-13	7	家庭	e20	contains
A013n_PN1a_00002-13	18	２	t6	A013n_PN1a_00002-13	6	かけ	e19	equal
A013n_PN1a_00002-13	18	２	t6	A013n_PN1a_00002-13	7	家庭	e20	vague
A013n_PN1a_00002-14	1	６	t7	A013n_PN1a_00002-14	11	確保	e21	vague
A013n_PN1a_00002-14	5	６	t8	A013n_PN1a_00002-14	11	確保	e21	vague
A013n_PN1a_00002-15	2	来年	t9	A013n_PN1a_00002-15	12	なる	e22	contains
A013n_PN1a_00002-15	5	５	t10	A013n_PN1a_00002-15	12	なる	e22	vague
A013n_PN1a_00002-21	11	今年	t12	A013n_PN1a_00002-21	24	置く	e38	contains
A013n_PN1a_00002-28	10	昨年	t13	A013n_PN1a_00002-28	15	やめ	e54	contains
A013n_PN1a_00002-28	10	昨年	t13	A013n_PN1a_00002-28	20	復活	e55	contains
A013n_PN1a_00002-30	31	今後	t14	A013n_PN1a_00002-30	27	求め	e63	after
A013n_PN1a_00002-30	31	今後	t14	A013n_PN1a_00002-30	37	する	e65	contains
A013n_PN1a_00002-30	31	今後	t14	A013n_PN1a_00002-30	44	位置	e66	after
A013n_PN1a_00002-32	4	昨年	t15	A013n_PN1a_00002-32	9	もどし	e69	contains
A013n_PN1a_00002-35	7	３	t16	A013n_PN1a_00002-35	22	務める	e75	before
A013n_PN1a_00002-35	7	３	t16	A013n_PN1a_00002-35	41	し	e76	vague
A013n_PN1a_00002-35	7	３	t16	A013n_PN1a_00002-35	48	で	e77	vague
A013n_PN1a_00002-35	30	１	t17	A013n_PN1a_00002-35	10	あり	e74	vague
A013n_PN1a_00002-35	30	１	t17	A013n_PN1a_00002-35	22	務める	e75	before
A013n_PN1a_00002-35	30	１	t17	A013n_PN1a_00002-35	41	し	e76	overlaps
A013n_PN1a_00002-35	30	１	t17	A013n_PN1a_00002-35	48	で	e77	contains
A013n_PN1a_00002-36	24	５	t18	A013n_PN1a_00002-36	15	なっ	e80	vague
A013n_PN1a_00002-36	24	５	t18	A013n_PN1a_00002-36	33	なっ	e83	vague
A013n_PN1a_00002-36	24	５	t18	A013n_PN1a_00002-36	44	かけ	e84	vague
A013n_PN1a_00002-36	24	５	t18	A013n_PN1a_00002-36	48	分析	e85	vague
A013n_PN1a_00002-38	2	今	t19	A013n_PN1a_00002-38	5	やっ	e88	contains
A013n_PN1a_00002-38	2	今	t19	A013n_PN1a_00002-38	7	やら	e89	contains
A013n_PN1a_00002-38	2	今	t19	A013n_PN1a_00002-38	17	し	e90	contains
A013n_PN1a_00002-38	2	今	t19	A013n_PN1a_00002-38	19	時間	e91	contains
A013n_PN1a_00002-38	2	今	t19	A013n_PN1a_00002-38	27	あっ	e92	contains
A013n_PN1a_00002-43	17	明治	t20	A013n_PN1a_00002-43	27	通わ	e98	contains
A013n_PN1a_00002-43	17	明治	t20	A013n_PN1a_00002-43	33	説得	e99	contains
A013n_PN1a_00002-43	17	明治	t20	A013n_PN1a_00002-43	37	始まっ	e100	contains
A013n_PN1a_00002-43	17	明治	t20	A013n_PN1a_00002-43	40	いう	e101	before
A013n_PN1a_00002-44	15	明治	t21	A013n_PN1a_00002-44	44	紹介	e103	overlaps
A013n_PN1a_00002-49	1	１	t22	A013n_PN1a_00002-49	10	気兼ね	e112	vague
A013n_PN1a_00002-49	1	１	t22	A013n_PN1a_00002-49	15	話せる	e113	vague
A013n_PN1a_00002-49	7	半日	t23	A013n_PN1a_00002-49	10	気兼ね	e112	vague
A013n_PN1a_00002-49	7	半日	t23	A013n_PN1a_00002-49	15	話せる	e113	vague
A013n_PN1a_00002-53	20	午後	t25	A013n_PN1a_00002-53	9	なる	e119	after
A013n_PN1a_00002-53	20	午後	t25	A013n_PN1a_00002-53	12	調整	e120	after
A013n_PN1a_00002-53	20	午後	t25	A013n_PN1a_00002-53	24	もらっ	e121	after
A013n_PN1a_00002-54	1	１	t26	A013n_PN1a_00002-54	9	苦労	e122	after
A013n_PN1a_00002-54	1	１	t26	A013n_PN1a_00002-54	14	やりくり	e123	after
A013n_PN1a_00002-54	1	１	t26	A013n_PN1a_00002-54	21	なる	e124	contains
A013n_PN1a_00002-58	3	今年	t28	A013n_PN1a_00002-58	10	会え	e130	overlaps
A013n_PN1a_00002-58	3	今年	t28	A013n_PN1a_00002-58	30	受け	e131	contains
A013n_PN1a_00002-71	2	昔	t30	A013n_PN1a_00002-71	11	見	e148	contains
A013n_PN1a_00002-71	2	昔	t30	A013n_PN1a_00002-71	16	通さ	e149	contains
A013n_PN1a_00002-72	1	今	t31	A013n_PN1a_00002-72	10	切り上げる	e150	contains
A013n_PN1a_00002-72	1	今	t31	A013n_PN1a_00002-72	15	つかっ	e151	contains
A013n_PN1a_00002-76	6	今日	t34	A013n_PN1a_00002-76	13	変えろ	e155	vague
A013n_PN1a_00002-76	6	今日	t34	A013n_PN1a_00002-76	16	言っ	e156	contains
A013n_PN1a_00002-76	6	今日	t34	A013n_PN1a_00002-76	18	き	e157	contains
A013n_PN1a_00002-76	6	今日	t34	A013n_PN1a_00002-76	29	変え	e158	vague
A013n_PN1a_00002-91	6	３	t37	A013n_PN1a_00002-91	17	行っ	e187	vague
A013n_PN1a_00002-91	6	３	t37	A013n_PN1a_00002-91	25	出	e188	vague
A013n_PN1a_00002-91	9	５	t38	A013n_PN1a_00002-91	17	行っ	e187	vague
A013n_PN1a_00002-91	9	５	t38	A013n_PN1a_00002-91	25	出	e188	vague
