event1_sent_id	event1_index	event1_word	event1_id
A021n_PN2e_00002-3	9	うたう	e1
A021n_PN2e_00002-3	15	主催	e2
A021n_PN2e_00002-3	42	行わ	e3
A021n_PN2e_00002-5	6	行わ	e4
A021n_PN2e_00002-5	71	選ば	e5
A021n_PN2e_00002-6	14	贈ら	e6
A021n_PN2e_00002-6	21	光栄	e7
A021n_PN2e_00002-6	29	成長	e8
A021n_PN2e_00002-6	36	話し	e9
A021n_PN2e_00002-7	8	追う	e10
A021n_PN2e_00002-10	9	所属	e11
A021n_PN2e_00002-10	15	出	e12
A021n_PN2e_00002-11	5	引き抜い	e13
A021n_PN2e_00002-11	16	つくる	e14
A021n_PN2e_00002-12	30	言い切っ	e15
A021n_PN2e_00002-12	32	みせ	e16
A021n_PN2e_00002-13	11	超える	e17
A021n_PN2e_00002-13	15	供与	e18
A021n_PN2e_00002-14	11	抱い	e19
A021n_PN2e_00002-14	28	仰ぐ	e20
A021n_PN2e_00002-14	34	奔走	e21
A021n_PN2e_00002-15	4	固辞	e22
A021n_PN2e_00002-15	7	実現	e23
A021n_PN2e_00002-15	15	横断	e24
A021n_PN2e_00002-15	24	見	e25
A021n_PN2e_00002-15	44	いとわ	e26
A021n_PN2e_00002-15	51	吐か	e27
A021n_PN2e_00002-16	6	務め	e28
A021n_PN2e_00002-16	39	資金	e29
A021n_PN2e_00002-17	3	し	e30
A021n_PN2e_00002-17	12	上る	e31
A021n_PN2e_00002-19	12	増え	e32
A021n_PN2e_00002-20	8	みる	e33
A021n_PN2e_00002-20	13	受け	e34
A021n_PN2e_00002-20	22	い	e35
A021n_PN2e_00002-22	6	受け	e36
A021n_PN2e_00002-22	18	含ま	e37
A021n_PN2e_00002-23	17	い	e38
A021n_PN2e_00002-24	11	高かっ	e39
A021n_PN2e_00002-25	5	務める	e40
A021n_PN2e_00002-25	18	開い	e41
A021n_PN2e_00002-25	27	購入	e42
A021n_PN2e_00002-25	57	献金	e43
A021n_PN2e_00002-26	6	あっ	e44
A021n_PN2e_00002-26	9	みる	e45
A021n_PN2e_00002-26	12	強い	e46
A021n_PN2e_00002-27	25	達し	e47
A021n_PN2e_00002-28	9	まめ	e48
A021n_PN2e_00002-28	13	配っ	e49
A021n_PN2e_00002-29	4	受け	e50
A021n_PN2e_00002-29	24	あっ	e51
A021n_PN2e_00002-29	35	増え	e52
A021n_PN2e_00002-30	27	増え	e53
A021n_PN2e_00002-31	15	含め	e54
A021n_PN2e_00002-31	25	提供	e55
A021n_PN2e_00002-32	37	広く	e56
A021n_PN2e_00002-32	38	薄く	e57
A021n_PN2e_00002-32	39	配っ	e58
A021n_PN2e_00002-33	16	除く	e59
