event2_sent_id	event2_index	event2_word	event2_id
A023n_PN2g_00002-2	10	発表	e1
A023n_PN2g_00002-2	41	含む	e2
A023n_PN2g_00002-2	58	下回っ	e3
A023n_PN2g_00002-3	4	割り込ん	e4
A023n_PN2g_00002-3	12	なる	e5
A023n_PN2g_00002-4	30	低下	e6
A023n_PN2g_00002-4	35	響い	e7
A023n_PN2g_00002-5	8	停止	e8
A023n_PN2g_00002-7	6	アップ	e9
A023n_PN2g_00002-9	12	響く	e10
A023n_PN2g_00002-11	8	発表	e11
A023n_PN2g_00002-11	26	示す	e12
A023n_PN2g_00002-11	50	なっ	e13
A023n_PN2g_00002-13	7	示す	e14
A023n_PN2g_00002-13	11	払底	e15
A023n_PN2g_00002-13	22	発生	e16
A023n_PN2g_00002-14	5	始め	e17
A023n_PN2g_00002-14	31	圧迫	e18
A023n_PN2g_00002-14	38	巨額	e19
A023n_PN2g_00002-14	43	発生	e20
A023n_PN2g_00002-14	48	響い	e21
A023n_PN2g_00002-15	11	続く	e22
A023n_PN2g_00002-16	10	通じ	e23
A023n_PN2g_00002-16	19	特化	e24
A023n_PN2g_00002-16	25	図っ	e25
A023n_PN2g_00002-16	41	かかり	e26
A023n_PN2g_00002-17	2	記者	e27
A023n_PN2g_00002-17	30	かなり	e28
A023n_PN2g_00002-17	34	期待	e29
A023n_PN2g_00002-17	38	述べ	e30
A023n_PN2g_00002-18	24	使っ	e31
A023n_PN2g_00002-18	33	増え	e32
A023n_PN2g_00002-18	52	なっ	e33
A023n_PN2g_00002-19	12	とどまっ	e34
A023n_PN2g_00002-19	24	計上	e35
A023n_PN2g_00002-19	32	なっ	e36
A023n_PN2g_00002-20	7	伸ばし	e37
A023n_PN2g_00002-20	13	出る	e38
A023n_PN2g_00002-20	18	なっ	e39
A023n_PN2g_00002-20	24	浮かび上がっ	e40
A023n_PN2g_00002-21	18	計上	e41
A023n_PN2g_00002-22	21	計上	e42
A023n_PN2g_00002-22	26	埋め	e43
A023n_PN2g_00002-24	24	計上	e44
A023n_PN2g_00002-24	52	得	e45
A023n_PN2g_00002-24	59	続い	e46
A023n_PN2g_00002-24	66	ある	e47
A023n_PN2g_00002-25	10	ひねり出し	e48
A023n_PN2g_00002-25	13	構わ	e49
A023n_PN2g_00002-25	18	かける	e50
A023n_PN2g_00002-25	26	迫ら	e51
